combo,size,n_old,n_new,models,dataset,split_mode,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error
combo_size4_o2n2_Ounder_Ohybrid_Nunder_Nhybrid,4,2,2,"old_under,old_hybrid,new_under,new_hybrid",bankruptcy,chronological,0.8710981491997972,0.22105263157894736,0.7303375786455257,0.5853658536585366,0.1362530413625304,0.08878699458107545,0.4146341463414634
combo_size4_o2n2_Ounder_Ohybrid_Nover_Nhybrid,4,2,2,"old_under,old_hybrid,new_over,new_hybrid",bankruptcy,chronological,0.8512176240681004,0.19517795637198623,0.7272406085986011,0.5923344947735192,0.11683848797250859,0.10712796998749478,0.4076655052264808
combo_size4_o1n3_Ounder_Nunder_Nover_Nhybrid,4,1,3,"old_under,new_under,new_over,new_hybrid",bankruptcy,chronological,0.8754565273277339,0.23199393479909022,0.7028763164723864,0.5331010452961672,0.14825581395348839,0.07328053355564819,0.46689895470383275
combo_size4_o2n2_Oover_Ohybrid_Nunder_Nover,4,2,2,"old_over,old_hybrid,new_under,new_over",bankruptcy,chronological,0.8429804520757052,0.2148876404494382,0.6995488100938475,0.5331010452961672,0.1345646437994723,0.08203418090871196,0.46689895470383275
combo_size4_o2n2_Oover_Ohybrid_Nunder_Nhybrid,4,2,2,"old_over,old_hybrid,new_under,new_hybrid",bankruptcy,chronological,0.8515040384132182,0.20996677740863787,0.7084298672168291,0.5505226480836237,0.1297208538587849,0.08837015423092956,0.44947735191637633
combo_size4_o2n2_Oover_Ohybrid_Nover_Nhybrid,4,2,2,"old_over,old_hybrid,new_over,new_hybrid",bankruptcy,chronological,0.8266969541606333,0.1844380403458213,0.7054282020039548,0.5574912891986062,0.11049723756906077,0.10737807419758233,0.4425087108013937
combo_size4_o1n3_Oover_Nunder_Nover_Nhybrid,4,1,3,"old_over,new_under,new_over,new_hybrid",bankruptcy,chronological,0.8574673245094864,0.22422874341610233,0.6931906101301213,0.519163763066202,0.14299424184261036,0.07444768653605668,0.4808362369337979
combo_size4_o1n3_Ohybrid_Nunder_Nover_Nhybrid,4,1,3,"old_hybrid,new_under,new_over,new_hybrid",bankruptcy,chronological,0.8605104043060914,0.21792114695340503,0.6981449262199717,0.5296167247386759,0.1371841155234657,0.07969987494789496,0.47038327526132406
combo_size5_o3n2_Ounder_Oover_Ohybrid_Nunder_Nover,5,3,2,"old_under,old_over,old_hybrid,new_under,new_over",bankruptcy,chronological,0.8523841960863483,0.20365535248041775,0.7029978087682578,0.5435540069686411,0.12530120481927712,0.09078782826177574,0.4564459930313589
combo_size5_o3n2_Ounder_Oover_Ohybrid_Nunder_Nhybrid,5,3,2,"old_under,old_over,old_hybrid,new_under,new_hybrid",bankruptcy,chronological,0.8591724484505013,0.20914214151534127,0.7255578640077959,0.5818815331010453,0.12748091603053435,0.0952897040433514,0.4181184668989547
combo_size5_o3n2_Ounder_Oover_Ohybrid_Nover_Nhybrid,5,3,2,"old_under,old_over,old_hybrid,new_over,new_hybrid",bankruptcy,chronological,0.8401912527432306,0.1889763779527559,0.7216663819521052,0.5853658536585366,0.11267605633802817,0.11029595664860359,0.4146341463414634
combo_size5_o2n3_Ounder_Oover_Nunder_Nover_Nhybrid,5,2,3,"old_under,old_over,new_under,new_over,new_hybrid",bankruptcy,chronological,0.8659572150416912,0.2191977077363897,0.7004376907701859,0.5331010452961672,0.13796212804328223,0.07969987494789496,0.46689895470383275
combo_size5_o2n3_Ounder_Ohybrid_Nunder_Nover_Nhybrid,5,2,3,"old_under,old_hybrid,new_under,new_over,new_hybrid",bankruptcy,chronological,0.8669492079307145,0.21818181818181817,0.7181280593700363,0.5644599303135889,0.1352253756260434,0.08636932055022926,0.4355400696864111
combo_size5_o2n3_Oover_Ohybrid_Nunder_Nover_Nhybrid,5,2,3,"old_over,old_hybrid,new_under,new_over,new_hybrid",bankruptcy,chronological,0.8497390753696735,0.21203830369357046,0.7029542144585529,0.5400696864111498,0.13191489361702127,0.0850354314297624,0.45993031358885017
combo_size6_o3n3_Ounder_Oover_Ohybrid_Nunder_Nover_Nhybrid,6,3,3,"old_under,old_over,old_hybrid,new_under,new_over,new_hybrid",bankruptcy,chronological,0.8574914344391463,0.21600520494469747,0.7253460450299981,0.578397212543554,0.1328,0.09037098791162984,0.42160278745644597
combo_size2_o1n1_Ounder_Nunder,2,1,1,"old_under,new_under",bankruptcy,block_cv,0.7307810975013661,0.2578740157480315,0.6401094971725628,0.4929444967074318,0.17460846384538486,0.16879045996592845,0.5070555032925682
combo_size2_o1n1_Ounder_Nover,2,1,1,"old_under,new_over",bankruptcy,block_cv,0.7153471660194781,0.25044300059066743,0.5892840585795999,0.3988711194731891,0.18252260008609555,0.1294037478705281,0.6011288805268109
combo_size2_o1n1_Ounder_Nhybrid,2,1,1,"old_under,new_hybrid",bankruptcy,block_cv,0.7256145299295972,0.2616822429906542,0.6194682519614082,0.4477892756349953,0.18485436893203883,0.14303236797274277,0.5522107243650047
combo_size2_o1n1_Oover_Nunder,2,1,1,"old_over,new_under",bankruptcy,block_cv,0.704812422173111,0.246367656348705,0.5692625643826362,0.36688617121354655,0.18544935805991442,0.11672913117546849,0.6331138287864534
combo_size2_o1n1_Oover_Nover,2,1,1,"old_over,new_over",bankruptcy,block_cv,0.6733544771395283,0.20765736534717716,0.5159287391579624,0.30103480714957664,0.158494304110946,0.11577512776831346,0.6989651928504234
combo_size2_o1n1_Oover_Nhybrid,2,1,1,"old_over,new_hybrid",bankruptcy,block_cv,0.6882126859631944,0.22469135802469137,0.5478343469314638,0.34242709313264347,0.16720257234726688,0.1235434412265758,0.6575729068673566
combo_size2_o1n1_Ohybrid_Nunder,2,1,1,"old_hybrid,new_under",bankruptcy,block_cv,0.7189704173684776,0.256980056980057,0.6054455404400102,0.4242709313264346,0.18430731507968942,0.13601362862010222,0.5757290686735654
combo_size2_o1n1_Ohybrid_Nover,2,1,1,"old_hybrid,new_over",bankruptcy,block_cv,0.692837506270223,0.23254420137848367,0.5639991757107966,0.36500470366886173,0.1706244503078276,0.12851788756388416,0.6349952963311383
combo_size2_o1n1_Ohybrid_Nhybrid,2,1,1,"old_hybrid,new_hybrid",bankruptcy,block_cv,0.7046843413501372,0.24719101123595505,0.5908896946039004,0.40357478833490124,0.17815614617940198,0.13485519591141398,0.5964252116650988
combo_size3_o2n1_Ounder_Oover_Nunder,3,2,1,"old_under,old_over,new_under",bankruptcy,block_cv,0.7306885946847741,0.27303754266211605,0.6251741116592937,0.451552210724365,0.19567876070118223,0.13444633730834754,0.548447789275635
combo_size3_o2n1_Ounder_Oover_Nover,3,2,1,"old_under,old_over,new_over",bankruptcy,block_cv,0.7145811170532435,0.2465669819957278,0.5772180331074095,0.38005644402634053,0.18247515808491419,0.12333901192504258,0.6199435559736595
combo_size3_o2n1_Ounder_Oover_Nhybrid,3,2,1,"old_under,old_over,new_hybrid",bankruptcy,block_cv,0.7221126284293914,0.2573616018845701,0.5983199257674887,0.41110065851364064,0.18731247321045863,0.1291993185689949,0.5888993414863594
combo_size3_o2n1_Ounder_Ohybrid_Nunder,3,2,1,"old_under,old_hybrid,new_under",bankruptcy,block_cv,0.736342933518809,0.27155963302752295,0.6427422336369686,0.4873000940733772,0.1882267441860465,0.15223168654173766,0.5126999059266227
combo_size3_o2n1_Ounder_Ohybrid_Nover,3,2,1,"old_under,old_hybrid,new_over",bankruptcy,block_cv,0.7227375833559034,0.2603784241739622,0.6116138636454203,0.4336782690498589,0.18603712671509282,0.13744463373083476,0.5663217309501412
combo_size3_o2n1_Ounder_Ohybrid_Nhybrid,3,2,1,"old_under,old_hybrid,new_hybrid",bankruptcy,block_cv,0.7292804748862547,0.26878771256171147,0.6286619759224382,0.4609595484477893,0.1897018970189702,0.14262350936967633,0.5390404515522107
combo_size3_o1n2_Ounder_Nunder_Nover,3,1,2,"old_under,new_under,new_over",bankruptcy,block_cv,0.7130103640976247,0.24666469018677736,0.5838125081888087,0.3913452492944497,0.1800865800865801,0.12906303236797273,0.6086547507055503
combo_size3_o1n2_Ounder_Nunder_Nhybrid,3,1,2,"old_under,new_under,new_hybrid",bankruptcy,block_cv,0.7200736560888872,0.2545658892947457,0.6056608089560359,0.4261523988711195,0.1814903846153846,0.13921635434412266,0.5738476011288806
combo_size3_o1n2_Ounder_Nover_Nhybrid,3,1,2,"old_under,new_over,new_hybrid",bankruptcy,block_cv,0.7012892379735922,0.22711058263971462,0.5588988931307342,0.35936030103480715,0.16601477618426771,0.13076660988074956,0.6406396989651929
combo_size3_o2n1_Oover_Ohybrid_Nunder,3,2,1,"old_over,old_hybrid,new_under",bankruptcy,block_cv,0.7173322264620237,0.2562444901557449,0.5974478599916433,0.4101599247412982,0.18632478632478633,0.12974446337308349,0.5898400752587017
combo_size3_o2n1_Oover_Ohybrid_Nover,3,2,1,"old_over,old_hybrid,new_over",bankruptcy,block_cv,0.6978207349262237,0.2305145952452603,0.5605505108313747,0.3603010348071496,0.16946902654867257,0.1279045996592845,0.6396989651928504
combo_size3_o2n1_Oover_Ohybrid_Nhybrid,3,2,1,"old_over,old_hybrid,new_hybrid",bankruptcy,block_cv,0.706344327792032,0.2393212404915155,0.577700987655489,0.3847601128880527,0.17367303609341825,0.13260647359454855,0.6152398871119473
combo_size3_o1n2_Oover_Nunder_Nover,3,1,2,"old_over,new_under,new_over",bankruptcy,block_cv,0.6840621749700713,0.21964935494541846,0.5269491227207682,0.3123236124176858,0.16938775510204082,0.11093696763202726,0.6876763875823142
combo_size3_o1n2_Oover_Nunder_Nhybrid,3,1,2,"old_over,new_under,new_hybrid",bankruptcy,block_cv,0.6937384311381276,0.22792736380713838,0.5488131172756131,0.34242709313264347,0.1708118254340685,0.12040885860306644,0.6575729068673566
combo_size3_o1n2_Oover_Nover_Nhybrid,3,1,2,"old_over,new_over,new_hybrid",bankruptcy,block_cv,0.670352975491241,0.2023735165521549,0.5168176085992874,0.3047977422389464,0.1514726507713885,0.12367972742759796,0.6952022577610536
combo_size3_o1n2_Ohybrid_Nunder_Nover,3,1,2,"old_hybrid,new_under,new_over",bankruptcy,block_cv,0.6985399875957762,0.24029574861367836,0.5675031333025439,0.36688617121354655,0.17865322950068713,0.12218057921635435,0.6331138287864534
combo_size3_o1n2_Ohybrid_Nunder_Nhybrid,3,1,2,"old_hybrid,new_under,new_hybrid",bankruptcy,block_cv,0.7065893993567111,0.24090638044126417,0.5754880489294009,0.38005644402634053,0.17634220864251418,0.12858603066439522,0.6199435559736595
combo_size3_o1n2_Ohybrid_Nover_Nhybrid,3,1,2,"old_hybrid,new_over,new_hybrid",bankruptcy,block_cv,0.6852393903019482,0.21811680572109654,0.546897430439911,0.3443085606773283,0.15961622328826863,0.13131175468483816,0.6556914393226717
combo_size4_o3n1_Ounder_Oover_Ohybrid_Nunder,4,3,1,"old_under,old_over,old_hybrid,new_under",bankruptcy,block_cv,0.7313258576783588,0.2630259125104486,0.617962605288552,0.44402634054562556,0.1868566904196358,0.13996592844974445,0.5559736594543744
combo_size4_o3n1_Ounder_Oover_Ohybrid_Nover,4,3,1,"old_under,old_over,old_hybrid,new_over",bankruptcy,block_cv,0.7191248451475285,0.24956471271038885,0.5921834096064966,0.4045155221072437,0.18044481745698698,0.13308347529812606,0.5954844778927564
combo_size4_o3n1_Ounder_Oover_Ohybrid_Nhybrid,4,3,1,"old_under,old_over,old_hybrid,new_hybrid",bankruptcy,block_cv,0.7245735366942263,0.2596590909090909,0.6093634435489601,0.4299153339604892,0.185999185999186,0.1362862010221465,0.5700846660395108
combo_size4_o2n2_Ounder_Oover_Nunder_Nover,4,2,2,"old_under,old_over,new_under,new_over",bankruptcy,block_cv,0.7160450718852017,0.2570356472795497,0.5841399046081898,0.38664158043273755,0.19250585480093677,0.11747870528109029,0.6133584195672624
combo_size4_o2n2_Ounder_Oover_Nunder_Nhybrid,4,2,2,"old_under,old_over,new_under,new_hybrid",bankruptcy,block_cv,0.7216521656909426,0.26115802171290714,0.5973437189282503,0.40733772342427094,0.19218819351975144,0.12402044293015332,0.5926622765757291
combo_size4_o2n2_Ounder_Oover_Nover_Nhybrid,4,2,2,"old_under,old_over,new_over,new_hybrid",bankruptcy,block_cv,0.7063886881171061,0.24364538127712337,0.5701899947857756,0.36970837253057387,0.18169209431345354,0.12061328790459966,0.6302916274694261
combo_size4_o2n2_Ounder_Ohybrid_Nunder_Nover,4,2,2,"old_under,old_hybrid,new_under,new_over",bankruptcy,block_cv,0.7231290055306171,0.2695370097316426,0.6124564963046478,0.4299153339604892,0.19630584192439862,0.12749574105621805,0.5700846660395108
combo_size4_o2n2_Ounder_Ohybrid_Nunder_Nhybrid,4,2,2,"old_under,old_hybrid,new_under,new_hybrid",bankruptcy,block_cv,0.7280544760176992,0.268188302425107,0.6186519565869174,0.44214487300094074,0.19246519246519248,0.13437819420783645,0.5578551269990593
combo_size4_o2n2_Ounder_Ohybrid_Nover_Nhybrid,4,2,2,"old_under,old_hybrid,new_over,new_hybrid",bankruptcy,block_cv,0.7141503988102202,0.25254338719329744,0.5888581251411706,0.3969896519285042,0.1851689337428697,0.12654173764906304,0.6030103480714958
combo_size4_o1n3_Ounder_Nunder_Nover_Nhybrid,4,1,3,"old_under,new_under,new_over,new_hybrid",bankruptcy,block_cv,0.7017560470591252,0.23032861018993067,0.5599275892676442,0.35936030103480715,0.16947648624667258,0.12756388415672912,0.6406396989651929
combo_size4_o2n2_Oover_Ohybrid_Nunder_Nover,4,2,2,"old_over,old_hybrid,new_under,new_over",bankruptcy,block_cv,0.7033117995579994,0.24166142227816237,0.5644743044411378,0.36124176857949203,0.18156028368794327,0.1179557069846678,0.638758231420508
