split,method,sampling,tune_val_auc,tune_best_params
split_1+7,Old,none,0.633305,"{""max_depth"": 8, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 8, ""n_estimators"": 200}"
split_1+7,Old,undersampling,0.630154,"{""max_depth"": 8, ""max_features"": ""log2"", ""min_samples_leaf"": 8, ""min_samples_split"": 2, ""n_estimators"": 400}"
split_1+7,Old,oversampling,0.614043,"{""max_depth"": null, ""max_features"": ""log2"", ""min_samples_leaf"": 8, ""min_samples_split"": 32, ""n_estimators"": 600}"
split_1+7,Old,hybrid,0.625647,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""min_samples_split"": 32, ""n_estimators"": 800}"
split_1+7,New,none,0.669112,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 32, ""n_estimators"": 600}"
split_1+7,New,undersampling,0.670108,"{""max_depth"": 12, ""max_features"": ""log2"", ""min_samples_leaf"": 16, ""min_samples_split"": 2, ""n_estimators"": 600}"
split_1+7,New,oversampling,0.659571,"{""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 4, ""min_samples_split"": 32, ""n_estimators"": 200}"
split_1+7,New,hybrid,0.662867,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 32, ""n_estimators"": 600}"
split_1+7,Retrain,none,0.664405,"{""max_depth"": 12, ""max_features"": ""log2"", ""min_samples_leaf"": 16, ""min_samples_split"": 2, ""n_estimators"": 600}"
split_1+7,Retrain,undersampling,0.664027,"{""max_depth"": 12, ""max_features"": ""log2"", ""min_samples_leaf"": 16, ""min_samples_split"": 16, ""n_estimators"": 600}"
split_1+7,Retrain,oversampling,0.655170,"{""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 4, ""min_samples_split"": 32, ""n_estimators"": 600}"
split_1+7,Retrain,hybrid,0.658645,"{""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""min_samples_split"": 16, ""n_estimators"": 200}"
split_2+6,Old,none,0.658204,"{""max_depth"": null, ""max_features"": ""log2"", ""min_samples_leaf"": 16, ""min_samples_split"": 16, ""n_estimators"": 400}"
split_2+6,Old,undersampling,0.662739,"{""max_depth"": 12, ""max_features"": ""log2"", ""min_samples_leaf"": 16, ""min_samples_split"": 2, ""n_estimators"": 400}"
split_2+6,Old,oversampling,0.655498,"{""max_depth"": 8, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""min_samples_split"": 16, ""n_estimators"": 800}"
split_2+6,Old,hybrid,0.659821,"{""max_depth"": 12, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 4, ""n_estimators"": 200}"
split_2+6,New,none,0.667196,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""min_samples_split"": 2, ""n_estimators"": 400}"
split_2+6,New,undersampling,0.667877,"{""max_depth"": 32, ""max_features"": ""log2"", ""min_samples_leaf"": 16, ""min_samples_split"": 16, ""n_estimators"": 800}"
split_2+6,New,oversampling,0.657586,"{""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 16, ""min_samples_split"": 8, ""n_estimators"": 600}"
