old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.1339,0.1366,0.1415,0.1429,0.1387
2yr,0.1499,0.1646,0.1597,0.1411,0.1538
3yr,0.1526,0.1435,0.1484,0.1378,0.1456
4yr,0.1461,0.1513,0.1611,0.1505,0.1523
5yr,0.1562,0.1472,0.1363,0.1695,0.1523
6yr,0.1560,0.1639,0.1586,0.1588,0.1593
7yr,0.1430,0.1896,0.1843,0.1533,0.1676
avg,0.1482,0.1567,0.1557,0.1506,0.1528
