old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.5935,0.5260,0.4069,0.4008,0.4818
2yr,0.4056,0.2757,0.2847,0.4441,0.3525
3yr,0.4078,0.4730,0.3485,0.5218,0.4378
4yr,0.4066,0.3595,0.2569,0.3885,0.3529
5yr,0.3641,0.4055,0.5497,0.2636,0.3957
6yr,0.3129,0.2820,0.3025,0.3442,0.3104
7yr,0.4514,0.1671,0.2090,0.3615,0.2972
avg,0.4203,0.3555,0.3369,0.3892,0.3755
