new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.6391,0.6393,0.6291,0.6433,0.6377
6yr,0.6347,0.6235,0.6267,0.6444,0.6323
5yr,0.6327,0.6337,0.6174,0.6241,0.6270
4yr,0.6398,0.6405,0.6260,0.6285,0.6337
3yr,0.6300,0.6324,0.6273,0.6359,0.6314
2yr,0.6222,0.6449,0.6173,0.6364,0.6302
1yr,0.6256,0.6256,0.6019,0.6321,0.6213
avg,0.6320,0.6343,0.6208,0.6350,0.6305
