old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.5596,0.5753,0.5778,0.5796,0.5731
2yr,0.5974,0.5747,0.5699,0.5834,0.5814
3yr,0.6040,0.5920,0.5761,0.5786,0.5877
4yr,0.5885,0.5871,0.5546,0.5944,0.5812
5yr,0.5998,0.5910,0.5725,0.5765,0.5849
6yr,0.5775,0.5771,0.5777,0.5981,0.5826
7yr,0.5889,0.5228,0.5600,0.5921,0.5659
avg,0.5880,0.5743,0.5698,0.5861,0.5795
