old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.7702,0.6982,0.5630,0.5607,0.6480
2yr,0.6004,0.4559,0.4541,0.6124,0.5307
3yr,0.6161,0.6650,0.5095,0.7000,0.6226
4yr,0.5838,0.5381,0.4139,0.5778,0.5284
5yr,0.5658,0.5874,0.7277,0.4513,0.5831
6yr,0.4855,0.4638,0.4785,0.5455,0.4933
7yr,0.6322,0.3281,0.3964,0.5491,0.4765
avg,0.6077,0.5338,0.5062,0.5710,0.5547
