split,method,sampling,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error
split_1+7,Old,none,0.632186,0.228177,0.559552,0.770189,0.133927,0.593478,0.229811
split_1+7,Old,undersampling,0.628681,0.228446,0.575274,0.698200,0.136565,0.526009,0.301800
split_1+7,Old,oversampling,0.601002,0.226198,0.577846,0.562990,0.141531,0.406906,0.437010
split_1+7,Old,hybrid,0.614358,0.227720,0.579620,0.560683,0.142874,0.400803,0.439317
split_1+7,New,none,0.639071,0.245806,0.588365,0.497000,0.163281,0.303475,0.503000
split_1+7,New,undersampling,0.639265,0.245207,0.583220,0.478080,0.164889,0.288519,0.521920
split_1+7,New,oversampling,0.629141,0.239493,0.594991,0.575911,0.151181,0.385296,0.424089
split_1+7,New,hybrid,0.643306,0.246656,0.580390,0.463775,0.168004,0.273672,0.536225
split_1+7,Retrain,none,0.608797,0.227259,0.526810,0.349331,0.168409,0.205543,0.650669
split_1+7,Retrain,undersampling,0.629363,0.240333,0.559826,0.413013,0.169475,0.241175,0.586987
split_1+7,Retrain,oversampling,0.575941,0.207425,0.533537,0.406091,0.139285,0.299021,0.593909
split_1+7,Retrain,hybrid,0.642614,0.255024,0.534845,0.339640,0.204161,0.157759,0.660360
split_2+6,Old,none,0.638986,0.239948,0.597384,0.600369,0.149937,0.405587,0.399631
split_2+6,Old,undersampling,0.630756,0.241890,0.574654,0.455930,0.164612,0.275707,0.544070
split_2+6,Old,oversampling,0.626871,0.236311,0.569930,0.454084,0.159714,0.284670,0.545916
split_2+6,Old,hybrid,0.624879,0.229367,0.583434,0.612367,0.141110,0.444133,0.387633
split_2+6,New,none,0.634686,0.239990,0.575272,0.463313,0.161935,0.285714,0.536687
split_2+6,New,undersampling,0.623518,0.238608,0.536420,0.357637,0.179025,0.195425,0.642363
split_2+6,New,oversampling,0.626659,0.241614,0.587256,0.508537,0.158447,0.321841,0.491463
split_2+6,New,hybrid,0.644381,0.250534,0.589611,0.486848,0.168665,0.285934,0.513152
split_3+5,Old,none,0.642210,0.244550,0.604019,0.616059,0.152554,0.407786,0.383941
split_3+5,Old,undersampling,0.640229,0.236036,0.591980,0.664975,0.143483,0.473001,0.335025
split_3+5,Old,oversampling,0.619143,0.229808,0.576139,0.509460,0.148367,0.348455,0.490540
split_3+5,Old,hybrid,0.633536,0.230320,0.578601,0.700046,0.137834,0.521775,0.299954
split_3+5,New,none,0.632747,0.236100,0.557270,0.413475,0.165222,0.248928,0.586525
split_3+5,New,undersampling,0.633704,0.235069,0.575886,0.482234,0.155413,0.312273,0.517766
split_3+5,New,oversampling,0.617419,0.236855,0.572332,0.461467,0.159312,0.290168,0.538533
split_3+5,New,hybrid,0.624126,0.241066,0.547391,0.379788,0.176572,0.211041,0.620212
split_4+4,Old,none,0.635327,0.233675,0.588543,0.583756,0.146074,0.406631,0.416244
split_4+4,Old,undersampling,0.625704,0.236248,0.587052,0.538071,0.151350,0.359507,0.461929
split_4+4,Old,oversampling,0.619762,0.231903,0.554613,0.413936,0.161070,0.256901,0.586064
split_4+4,Old,hybrid,0.629320,0.238840,0.594396,0.577757,0.150535,0.388486,0.422243
split_4+4,New,none,0.639783,0.255185,0.574499,0.428703,0.181658,0.230122,0.571297
split_4+4,New,undersampling,0.640513,0.258292,0.535128,0.337794,0.209083,0.152260,0.662206
split_4+4,New,oversampling,0.626026,0.241279,0.588307,0.515459,0.157501,0.328549,0.484541
split_4+4,New,hybrid,0.628548,0.252761,0.553590,0.380249,0.189295,0.194050,0.619751
split_5+3,Old,none,0.642279,0.244833,0.599793,0.565759,0.156218,0.364126,0.434241
split_5+3,Old,undersampling,0.622940,0.235436,0.590975,0.587448,0.147219,0.405477,0.412552
split_5+3,Old,oversampling,0.625813,0.229549,0.572479,0.727734,0.136265,0.549654,0.272266
split_5+3,Old,hybrid,0.635457,0.246410,0.576515,0.451315,0.169468,0.263554,0.548685
split_5+3,New,none,0.629986,0.237201,0.504368,0.297185,0.197364,0.144012,0.702815
split_5+3,New,undersampling,0.632371,0.241440,0.532558,0.346562,0.185249,0.181623,0.653438
split_5+3,New,oversampling,0.627298,0.244257,0.552379,0.387633,0.178306,0.212856,0.612367
split_5+3,New,hybrid,0.635862,0.254374,0.571808,0.422704,0.181927,0.226493,0.577296
split_6+2,Old,none,0.617141,0.236139,0.577535,0.485464,0.156014,0.312933,0.514536
split_6+2,Old,undersampling,0.635202,0.242169,0.577063,0.463775,0.163868,0.281975,0.536225
split_6+2,Old,oversampling,0.624726,0.238227,0.577723,0.478542,0.158587,0.302540,0.521458
split_6+2,Old,hybrid,0.638784,0.246019,0.598078,0.545455,0.158828,0.344221,0.454545
split_6+2,New,none,0.622208,0.227056,0.486975,0.274573,0.193559,0.136314,0.725427
split_6+2,New,undersampling,0.644921,0.255602,0.518785,0.310568,0.217167,0.133399,0.689432
split_6+2,New,oversampling,0.617273,0.236886,0.551439,0.395939,0.168997,0.231992,0.604061
split_6+2,New,hybrid,0.636377,0.237948,0.497111,0.284725,0.204372,0.132080,0.715275
split_7+1,Old,none,0.629274,0.233271,0.588928,0.632210,0.143021,0.451391,0.367790
split_7+1,Old,undersampling,0.633744,0.240324,0.522757,0.328103,0.189600,0.167107,0.671897
split_7+1,Old,oversampling,0.626739,0.251648,0.559955,0.396401,0.184335,0.209007,0.603599
split_7+1,Old,hybrid,0.638581,0.239654,0.592146,0.549146,0.153272,0.361487,0.450854
split_7+1,New,none,0.625566,0.218736,0.450356,0.225196,0.212636,0.099362,0.774804
split_7+1,New,undersampling,0.625614,0.233741,0.548134,0.392247,0.166471,0.234026,0.607753
split_7+1,New,oversampling,0.601891,0.233012,0.547166,0.390863,0.165981,0.234026,0.609137
split_7+1,New,hybrid,0.632098,0.247251,0.577095,0.451315,0.170265,0.262070,0.548685
