old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.6322,0.6287,0.6010,0.6144,0.6191
2yr,0.6390,0.6308,0.6269,0.6249,0.6304
3yr,0.6422,0.6402,0.6191,0.6335,0.6338
4yr,0.6353,0.6257,0.6198,0.6293,0.6275
5yr,0.6423,0.6229,0.6258,0.6355,0.6316
6yr,0.6171,0.6352,0.6247,0.6388,0.6290
7yr,0.6293,0.6337,0.6267,0.6386,0.6321
avg,0.6339,0.6310,0.6206,0.6307,0.6291
