new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.2458,0.2452,0.2395,0.2467,0.2443
6yr,0.2400,0.2386,0.2416,0.2505,0.2427
5yr,0.2361,0.2351,0.2369,0.2411,0.2373
4yr,0.2552,0.2583,0.2413,0.2528,0.2519
3yr,0.2372,0.2414,0.2443,0.2544,0.2443
2yr,0.2271,0.2556,0.2369,0.2379,0.2394
1yr,0.2187,0.2337,0.2330,0.2473,0.2332
avg,0.2372,0.2440,0.2391,0.2472,0.2419
