new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.3035,0.2885,0.3853,0.2737,0.3127
6yr,0.2857,0.1954,0.3218,0.2859,0.2722
5yr,0.2489,0.3123,0.2902,0.2110,0.2656
4yr,0.2301,0.1523,0.3285,0.1941,0.2262
3yr,0.1440,0.1816,0.2129,0.2265,0.1912
2yr,0.1363,0.1334,0.2320,0.1321,0.1584
1yr,0.0994,0.2340,0.2340,0.2621,0.2074
avg,0.2068,0.2139,0.2864,0.2265,0.2334
