new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.4970,0.4781,0.5759,0.4638,0.5037
6yr,0.4633,0.3576,0.5085,0.4868,0.4541
5yr,0.4135,0.4822,0.4615,0.3798,0.4342
4yr,0.4287,0.3378,0.5155,0.3802,0.4156
3yr,0.2972,0.3466,0.3876,0.4227,0.3635
2yr,0.2746,0.3106,0.3959,0.2847,0.3165
1yr,0.2252,0.3922,0.3909,0.4513,0.3649
avg,0.3713,0.3864,0.4623,0.4099,0.4075
