split,old_end_year,new_start_year,train_scope,fs_method,fs_ratio,n_features_before,n_features_after,selected_features
split_12+4,2010,2011,new,shap,0.5,19,9,X11;MajorGroup;X15;X10;X12;X6;X13;X16;X1
split_12+4,2010,2011,new,shap,0.8,19,15,X11;MajorGroup;X15;X10;X12;X6;X13;X16;X1;X5;X8;X3;X7;X9;X14
split_12+4,2010,2011,new,rfe,0.5,19,9,X3;X7;X8;X11;X12;X15;X16;X18;MajorGroup
split_12+4,2010,2011,new,rfe,0.8,19,15,X1;X3;X4;X5;X7;X8;X9;X10;X11;X12;X13;X15;X16;X18;MajorGroup
split_12+4,2010,2011,old_new,mutual_info,0.5,19,9,MajorGroup;X11;X4;X12;X6;X15;X8;X16;X18
split_12+4,2010,2011,old_new,mutual_info,0.8,19,15,MajorGroup;X11;X4;X12;X6;X15;X8;X16;X18;X7;X5;X2;X14;X10;X17
split_12+4,2010,2011,old_new,shap,0.5,19,9,MajorGroup;X11;X12;X15;X4;X1;X10;X13;X16
split_12+4,2010,2011,old_new,shap,0.8,19,15,MajorGroup;X11;X12;X15;X4;X1;X10;X13;X16;X9;X18;X14;X3;X8;X5
split_12+4,2010,2011,old_new,rfe,0.5,19,9,X1;X3;X8;X11;X12;X15;X16;X18;MajorGroup
split_12+4,2010,2011,old_new,rfe,0.8,19,15,X1;X3;X4;X5;X7;X8;X9;X10;X11;X12;X13;X15;X16;X18;MajorGroup
split_13+3,2011,2012,old,mutual_info,0.5,19,9,MajorGroup;X11;X4;X12;X6;X15;X17;X8;X14
split_13+3,2011,2012,old,mutual_info,0.8,19,15,MajorGroup;X11;X4;X12;X6;X15;X17;X8;X14;X7;X18;X3;X16;X13;X5
split_13+3,2011,2012,old,shap,0.5,19,9,MajorGroup;X11;X12;X15;X4;X1;X10;X16;X14
split_13+3,2011,2012,old,shap,0.8,19,15,MajorGroup;X11;X12;X15;X4;X1;X10;X16;X14;X13;X9;X8;X18;X5;X2
split_13+3,2011,2012,old,rfe,0.5,19,9,X1;X3;X5;X8;X11;X12;X15;X18;MajorGroup
split_13+3,2011,2012,old,rfe,0.8,19,15,X1;X2;X3;X4;X5;X8;X9;X10;X11;X12;X13;X15;X16;X18;MajorGroup
split_13+3,2011,2012,new,mutual_info,0.5,19,9,MajorGroup;X11;X12;X6;X5;X7;X4;X18;X3
split_13+3,2011,2012,new,mutual_info,0.8,19,15,MajorGroup;X11;X12;X6;X5;X7;X4;X18;X3;X10;X16;X15;X2;X17;X14
split_13+3,2011,2012,new,shap,0.5,19,9,X11;MajorGroup;X15;X10;X12;X1;X3;X13;X6
split_13+3,2011,2012,new,shap,0.8,19,15,X11;MajorGroup;X15;X10;X12;X1;X3;X13;X6;X8;X7;X5;X9;X18;X2
split_13+3,2011,2012,new,rfe,0.5,19,9,X5;X8;X10;X11;X12;X15;X16;X18;MajorGroup
split_13+3,2011,2012,new,rfe,0.8,19,15,X1;X2;X3;X5;X7;X8;X9;X10;X11;X12;X13;X15;X16;X18;MajorGroup
split_13+3,2011,2012,old_new,mutual_info,0.5,19,9,MajorGroup;X11;X4;X6;X12;X15;X8;X16;X7
split_13+3,2011,2012,old_new,mutual_info,0.8,19,15,MajorGroup;X11;X4;X6;X12;X15;X8;X16;X7;X18;X2;X10;X14;X17;X3
split_13+3,2011,2012,old_new,shap,0.5,19,9,MajorGroup;X11;X12;X15;X4;X1;X10;X13;X16
split_13+3,2011,2012,old_new,shap,0.8,19,15,MajorGroup;X11;X12;X15;X4;X1;X10;X13;X16;X9;X18;X14;X3;X8;X5
split_13+3,2011,2012,old_new,rfe,0.5,19,9,X1;X3;X8;X11;X12;X15;X16;X18;MajorGroup
split_13+3,2011,2012,old_new,rfe,0.8,19,15,X1;X3;X4;X5;X7;X8;X9;X10;X11;X12;X13;X15;X16;X18;MajorGroup
split_14+2,2012,2013,old,mutual_info,0.5,19,9,MajorGroup;X11;X12;X6;X4;X15;X7;X16;X8
split_14+2,2012,2013,old,mutual_info,0.8,19,15,MajorGroup;X11;X12;X6;X4;X15;X7;X16;X8;X18;X17;X10;X14;X5;X2
split_14+2,2012,2013,old,shap,0.5,19,9,MajorGroup;X11;X12;X15;X4;X1;X10;X16;X13
split_14+2,2012,2013,old,shap,0.8,19,15,MajorGroup;X11;X12;X15;X4;X1;X10;X16;X13;X9;X5;X3;X14;X18;X8
split_14+2,2012,2013,old,rfe,0.5,19,9,X4;X8;X11;X12;X13;X15;X16;X18;MajorGroup
split_14+2,2012,2013,old,rfe,0.8,19,15,X1;X2;X3;X4;X5;X8;X9;X10;X11;X12;X13;X15;X16;X18;MajorGroup
split_14+2,2012,2013,new,mutual_info,0.5,19,9,MajorGroup;X11;X6;X12;X5;X16;X18;X4;X10
split_14+2,2012,2013,new,mutual_info,0.8,19,15,MajorGroup;X11;X6;X12;X5;X16;X18;X4;X10;X8;X14;X7;X17;X3;X2
split_14+2,2012,2013,new,shap,0.5,19,9,MajorGroup;X11;X15;X13;X10;X6;X12;X16;X1
split_14+2,2012,2013,new,shap,0.8,19,15,MajorGroup;X11;X15;X13;X10;X6;X12;X16;X1;X9;X5;X3;X2;X8;X14
split_14+2,2012,2013,new,rfe,0.5,19,9,X5;X10;X11;X12;X13;X15;X16;X18;MajorGroup
split_14+2,2012,2013,new,rfe,0.8,19,15,X1;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X18;MajorGroup
split_14+2,2012,2013,old_new,mutual_info,0.5,19,9,MajorGroup;X11;X12;X4;X6;X8;X15;X18;X7
split_14+2,2012,2013,old_new,mutual_info,0.8,19,15,MajorGroup;X11;X12;X4;X6;X8;X15;X18;X7;X16;X10;X2;X17;X14;X5
split_14+2,2012,2013,old_new,shap,0.5,19,9,MajorGroup;X11;X12;X15;X4;X1;X10;X13;X16
split_14+2,2012,2013,old_new,shap,0.8,19,15,MajorGroup;X11;X12;X15;X4;X1;X10;X13;X16;X9;X18;X14;X3;X8;X5
split_14+2,2012,2013,old_new,rfe,0.5,19,9,X1;X3;X8;X11;X12;X15;X16;X18;MajorGroup
split_14+2,2012,2013,old_new,rfe,0.8,19,15,X1;X3;X4;X5;X7;X8;X9;X10;X11;X12;X13;X15;X16;X18;MajorGroup
split_15+1,2013,2014,old,mutual_info,0.5,19,9,MajorGroup;X11;X4;X12;X6;X15;X8;X7;X18
split_15+1,2013,2014,old,mutual_info,0.8,19,15,MajorGroup;X11;X4;X12;X6;X15;X8;X7;X18;X16;X17;X14;X5;X2;X10
split_15+1,2013,2014,old,shap,0.5,19,9,MajorGroup;X11;X12;X15;X1;X4;X10;X16;X13
split_15+1,2013,2014,old,shap,0.8,19,15,MajorGroup;X11;X12;X15;X1;X4;X10;X16;X13;X14;X9;X18;X3;X5;X8
split_15+1,2013,2014,old,rfe,0.5,19,9,X3;X7;X9;X11;X12;X13;X15;X16;MajorGroup
split_15+1,2013,2014,old,rfe,0.8,19,15,X1;X3;X4;X5;X7;X8;X9;X10;X11;X12;X13;X15;X16;X18;MajorGroup
split_15+1,2013,2014,new,mutual_info,0.5,19,9,MajorGroup;X11;X6;X12;X15;X4;X18;X3;X10
split_15+1,2013,2014,new,mutual_info,0.8,19,15,MajorGroup;X11;X6;X12;X15;X4;X18;X3;X10;X17;X14;X5;X7;X2;X13
split_15+1,2013,2014,new,shap,0.5,19,9,X15;MajorGroup;X12;X5;X6;X3;X16;X1;X11
split_15+1,2013,2014,new,shap,0.8,19,15,X15;MajorGroup;X12;X5;X6;X3;X16;X1;X11;X2;X13;X10;X7;X18;X8
split_15+1,2013,2014,new,rfe,0.5,19,9,X5;X6;X11;X13;X14;X15;X16;X18;MajorGroup
split_15+1,2013,2014,new,rfe,0.8,19,15,X1;X2;X3;X5;X6;X7;X8;X11;X12;X13;X14;X15;X16;X18;MajorGroup
split_15+1,2013,2014,old_new,mutual_info,0.5,19,9,MajorGroup;X11;X4;X12;X6;X15;X8;X16;X7
split_15+1,2013,2014,old_new,mutual_info,0.8,19,15,MajorGroup;X11;X4;X12;X6;X15;X8;X16;X7;X18;X10;X2;X5;X17;X14
split_15+1,2013,2014,old_new,shap,0.5,19,9,MajorGroup;X11;X12;X15;X4;X1;X10;X13;X16
split_15+1,2013,2014,old_new,shap,0.8,19,15,MajorGroup;X11;X12;X15;X4;X1;X10;X13;X16;X9;X18;X14;X3;X8;X5
split_15+1,2013,2014,old_new,rfe,0.5,19,9,X1;X3;X8;X11;X12;X15;X16;X18;MajorGroup
split_15+1,2013,2014,old_new,rfe,0.8,19,15,X1;X3;X4;X5;X7;X8;X9;X10;X11;X12;X13;X15;X16;X18;MajorGroup
