model,AUC_mean,AUC_std,F1_mean,F1_std,G_Mean_mean,G_Mean_std,Recall_mean,Recall_std,Precision_mean,Precision_std,Type1_Error_mean,Type1_Error_std,Type2_Error_mean,Type2_Error_std
lgbm,0.6643299326344081,0.002821198638402057,0.27543087855645565,0.007779699610508475,0.5704549686723767,0.025186733824686693,0.405040165032467,0.04913726561981137,0.21013238157030062,0.008458991464434499,0.19234713251388197,0.03125494239360638,0.594959834967533,0.04913726561981132
lr,0.6414416898001367,0.003659457414826783,0.2524391881630993,0.002850298747957625,0.5673684763900709,0.01570936735457438,0.4304814687331386,0.04562328089363238,0.1794473550032707,0.007322618614602148,0.24860093520604956,0.0375122668289592,0.5695185312668614,0.04562328089363235
rf,0.654560130089852,0.0020736166082411934,0.2640045449179672,0.0047212071673266385,0.5796263473905767,0.023591251028685128,0.4493277919387749,0.06706242604144821,0.18867646212136466,0.009904679537764359,0.24514127505150118,0.05193804304897007,0.5506722080612251,0.06706242604144823
xgb,0.6631836863023093,0.004774875481835039,0.27153556209200974,0.005682147703220214,0.5779012039608156,0.02159164740883836,0.4295133914451039,0.0544263345202444,0.19994688667764526,0.009553619304111149,0.2175640459878163,0.04030138745626465,0.5704866085548961,0.054426334520244354
