,AUC,F1,Precision,Recall
retrain,0.6621041810190695,0.17154959406989057,0.36486486486486486,0.1121365943700969
finetune,0.6649442091744969,0.18379850238257317,0.35019455252918286,0.12459621596677434
ensemble_old_3,0.6509328343960041,0.18576051779935276,0.31094257854821233,0.1324411628980157
ensemble_new_3,0.6664676328667649,0.18705035971223022,0.363031914893617,0.12598061836640517
ensemble_all_6,0.6659935674677894,0.17409470752089137,0.3546099290780142,0.11536686663590216
ensemble_2_old_hybrid_new_hybrid,0.6608095246154339,0.16806136680613668,0.3437945791726106,0.11121365943700968
ensemble_3_type_a,0.6609991786858511,0.17697300990775539,0.34078947368421053,0.11952007383479464
ensemble_3_type_b,0.6631002169457848,0.1477832512315271,0.413135593220339,0.08998615597600369
