dataset,split,ensemble,type,subset,subset_indices,AUC,F1,Recall
O8 + N8,split_8+8,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.8007,0.1516,0.3902
O8 + N8,split_8+8,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.8135,0.1711,0.4146
O8 + N8,split_8+8,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.7972,0.1531,0.3972
O8 + N8,split_8+8,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.8356,0.1988,0.5261
O8 + N8,split_8+8,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.8378,0.2096,0.4948
O8 + N8,split_8+8,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.8249,0.2052,0.3833
O8 + N8,split_8+8,5models,k_subsets_mean,,,0.8183,0.1816,0.4344
O8 + N8,split_8+8,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.8223,0.1880,0.4704
O8 + N8,split_8+8,6models,k_subsets_mean,,,0.8223,0.1880,0.4704
O10 + N6,split_10+6,Old,under,,,0.7197,0.1434,0.3240
O10 + N6,split_10+6,New,under,,,0.8397,0.2934,0.3624
O10 + N6,split_10+6,OldNew,under,,,0.8222,0.2761,0.3728
O10 + N6,split_10+6,Old,over,,,0.7057,0.0977,0.2300
O10 + N6,split_10+6,New,over,,,0.8099,0.2230,0.3310
O10 + N6,split_10+6,OldNew,over,,,0.7908,0.1643,0.4042
O10 + N6,split_10+6,Old,hybrid,,,0.7515,0.1416,0.3380
O10 + N6,split_10+6,New,hybrid,,,0.8280,0.2531,0.3868
O10 + N6,split_10+6,OldNew,hybrid,,,0.8181,0.2107,0.4042
O10 + N6,split_10+6,2models,k_subset,Old_under+New_under,"0,3",0.8222,0.2761,0.3728
O10 + N6,split_10+6,2models,k_subset,Old_under+New_over,"0,4",0.8056,0.2058,0.3206
O10 + N6,split_10+6,2models,k_subset,Old_under+New_hybrid,"0,5",0.8259,0.1991,0.4739
O10 + N6,split_10+6,2models,k_subset,Old_over+New_under,"1,3",0.8189,0.2687,0.3449
O10 + N6,split_10+6,2models,k_subset,Old_over+New_over,"1,4",0.7908,0.1643,0.4042
O10 + N6,split_10+6,2models,k_subset,Old_over+New_hybrid,"1,5",0.8054,0.1779,0.5366
O10 + N6,split_10+6,2models,k_subset,Old_hybrid+New_under,"2,3",0.8276,0.2745,0.3763
O10 + N6,split_10+6,2models,k_subset,Old_hybrid+New_over,"2,4",0.8048,0.1787,0.4390
O10 + N6,split_10+6,2models,k_subset,Old_hybrid+New_hybrid,"2,5",0.8181,0.2107,0.4042
O10 + N6,split_10+6,2models,k_subsets_mean,,,0.8133,0.2173,0.4081
O10 + N6,split_10+6,3models,k_subset,Old_under+Old_over+New_under,"0,1,3",0.8128,0.1992,0.4495
O10 + N6,split_10+6,3models,k_subset,Old_under+Old_over+New_over,"0,1,4",0.7959,0.1674,0.3484
O10 + N6,split_10+6,3models,k_subset,Old_under+Old_over+New_hybrid,"0,1,5",0.8101,0.1715,0.4216
O10 + N6,split_10+6,3models,k_subset,Old_under+Old_hybrid+New_under,"0,2,3",0.8218,0.1927,0.4808
O10 + N6,split_10+6,3models,k_subset,Old_under+Old_hybrid+New_over,"0,2,4",0.8063,0.1941,0.3763
O10 + N6,split_10+6,3models,k_subset,Old_under+Old_hybrid+New_hybrid,"0,2,5",0.8194,0.2089,0.3693
O10 + N6,split_10+6,3models,k_subset,Old_under+New_under+New_over,"0,3,4",0.8378,0.2570,0.4808
O10 + N6,split_10+6,3models,k_subset,Old_under+New_under+New_hybrid,"0,3,5",0.8468,0.2809,0.3763
O10 + N6,split_10+6,3models,k_subset,Old_under+New_over+New_hybrid,"0,4,5",0.8335,0.2277,0.3833
O10 + N6,split_10+6,3models,k_subset,Old_over+Old_hybrid+New_under,"1,2,3",0.8111,0.2238,0.3240
O10 + N6,split_10+6,3models,k_subset,Old_over+Old_hybrid+New_over,"1,2,4",0.7907,0.1657,0.3449
O10 + N6,split_10+6,3models,k_subset,Old_over+Old_hybrid+New_hybrid,"1,2,5",0.8024,0.1836,0.3345
O10 + N6,split_10+6,3models,k_subset,Old_over+New_under+New_over,"1,3,4",0.8296,0.2530,0.3624
O10 + N6,split_10+6,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.8354,0.2751,0.4146
O10 + N6,split_10+6,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.8174,0.2051,0.4216
O10 + N6,split_10+6,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.8354,0.2810,0.4146
O10 + N6,split_10+6,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.8417,0.2754,0.3206
O10 + N6,split_10+6,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.8251,0.2162,0.3624
O10 + N6,split_10+6,3models,k_subsets_mean,,,0.8207,0.2210,0.3881
O10 + N6,split_10+6,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.8089,0.1777,0.3868
O10 + N6,split_10+6,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.7952,0.1670,0.3101
O10 + N6,split_10+6,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.8058,0.1663,0.4321
O10 + N6,split_10+6,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.8283,0.2567,0.3659
O10 + N6,split_10+6,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.8355,0.2646,0.3868
O10 + N6,split_10+6,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.8226,0.1952,0.4251
O10 + N6,split_10+6,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.8338,0.2551,0.3728
O10 + N6,split_10+6,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.8412,0.2576,0.3833
O10 + N6,split_10+6,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.8287,0.1959,0.4460
O10 + N6,split_10+6,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.8476,0.2596,0.4808
O10 + N6,split_10+6,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.8234,0.2361,0.2962
O10 + N6,split_10+6,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.8297,0.2441,0.3449
O10 + N6,split_10+6,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.8145,0.1885,0.3868
O10 + N6,split_10+6,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.8367,0.2414,0.4634
O10 + N6,split_10+6,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.8414,0.2778,0.3868
O10 + N6,split_10+6,4models,k_subsets_mean,,,0.8262,0.2256,0.3912
O10 + N6,split_10+6,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.8231,0.2292,0.3171
O10 + N6,split_10+6,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.8296,0.2281,0.3624
O10 + N6,split_10+6,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.8180,0.2036,0.3519
O10 + N6,split_10+6,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.8389,0.2510,0.4286
O10 + N6,split_10+6,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.8431,0.2573,0.4321
O10 + N6,split_10+6,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.8328,0.2441,0.3937
O10 + N6,split_10+6,5models,k_subsets_mean,,,0.8309,0.2355,0.3810
O10 + N6,split_10+6,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.8341,0.2432,0.3101
O10 + N6,split_10+6,6models,k_subsets_mean,,,0.8341,0.2432,0.3101
O12 + N4,split_12+4,Old,under,,,0.7595,0.1577,0.2300
O12 + N4,split_12+4,New,under,,,0.8429,0.2885,0.3554
O12 + N4,split_12+4,OldNew,under,,,0.8318,0.2708,0.3693
O12 + N4,split_12+4,Old,over,,,0.7181,0.1312,0.2404
O12 + N4,split_12+4,New,over,,,0.8151,0.2628,0.2962
O12 + N4,split_12+4,OldNew,over,,,0.7927,0.1957,0.4425
O12 + N4,split_12+4,Old,hybrid,,,0.7807,0.1700,0.2056
O12 + N4,split_12+4,New,hybrid,,,0.8375,0.2451,0.4599
O12 + N4,split_12+4,OldNew,hybrid,,,0.8331,0.2218,0.4321
O12 + N4,split_12+4,2models,k_subset,Old_under+New_under,"0,3",0.8318,0.2708,0.3693
O12 + N4,split_12+4,2models,k_subset,Old_under+New_over,"0,4",0.8273,0.2420,0.3833
O12 + N4,split_12+4,2models,k_subset,Old_under+New_hybrid,"0,5",0.8393,0.2506,0.3902
O12 + N4,split_12+4,2models,k_subset,Old_over+New_under,"1,3",0.8137,0.2493,0.3275
O12 + N4,split_12+4,2models,k_subset,Old_over+New_over,"1,4",0.7927,0.1957,0.4425
O12 + N4,split_12+4,2models,k_subset,Old_over+New_hybrid,"1,5",0.8135,0.1993,0.4111
O12 + N4,split_12+4,2models,k_subset,Old_hybrid+New_under,"2,3",0.8387,0.2509,0.2404
O12 + N4,split_12+4,2models,k_subset,Old_hybrid+New_over,"2,4",0.8211,0.2282,0.3275
O12 + N4,split_12+4,2models,k_subset,Old_hybrid+New_hybrid,"2,5",0.8331,0.2218,0.4321
O12 + N4,split_12+4,2models,k_subsets_mean,,,0.8235,0.2343,0.3693
O12 + N4,split_12+4,3models,k_subset,Old_under+Old_over+New_under,"0,1,3",0.8201,0.2126,0.3693
O12 + N4,split_12+4,3models,k_subset,Old_under+Old_over+New_over,"0,1,4",0.8107,0.2030,0.4425
O12 + N4,split_12+4,3models,k_subset,Old_under+Old_over+New_hybrid,"0,1,5",0.8238,0.2376,0.3171
O12 + N4,split_12+4,3models,k_subset,Old_under+Old_hybrid+New_under,"0,2,3",0.8349,0.2542,0.3136
O12 + N4,split_12+4,3models,k_subset,Old_under+Old_hybrid+New_over,"0,2,4",0.8268,0.2364,0.3415
O12 + N4,split_12+4,3models,k_subset,Old_under+Old_hybrid+New_hybrid,"0,2,5",0.8347,0.2327,0.3519
O12 + N4,split_12+4,3models,k_subset,Old_under+New_under+New_over,"0,3,4",0.8503,0.2822,0.3171
O12 + N4,split_12+4,3models,k_subset,Old_under+New_under+New_hybrid,"0,3,5",0.8532,0.2833,0.2892
O12 + N4,split_12+4,3models,k_subset,Old_under+New_over+New_hybrid,"0,4,5",0.8468,0.2784,0.3240
O12 + N4,split_12+4,3models,k_subset,Old_over+Old_hybrid+New_under,"1,2,3",0.8176,0.2225,0.2753
O12 + N4,split_12+4,3models,k_subset,Old_over+Old_hybrid+New_over,"1,2,4",0.8035,0.2002,0.3171
O12 + N4,split_12+4,3models,k_subset,Old_over+Old_hybrid+New_hybrid,"1,2,5",0.8156,0.2161,0.3031
O12 + N4,split_12+4,3models,k_subset,Old_over+New_under+New_over,"1,3,4",0.8282,0.2641,0.3833
O12 + N4,split_12+4,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.8352,0.2672,0.3310
O12 + N4,split_12+4,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.8225,0.2408,0.3519
O12 + N4,split_12+4,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.8472,0.2711,0.3868
O12 + N4,split_12+4,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.8506,0.2663,0.3624
O12 + N4,split_12+4,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.8390,0.2420,0.4321
O12 + N4,split_12+4,3models,k_subsets_mean,,,0.8311,0.2450,0.3449
O12 + N4,split_12+4,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.8208,0.2371,0.2892
O12 + N4,split_12+4,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.8125,0.1894,0.4216
O12 + N4,split_12+4,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.8211,0.2289,0.3066
O12 + N4,split_12+4,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.8367,0.2696,0.2997
O12 + N4,split_12+4,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.8418,0.2634,0.3345
O12 + N4,split_12+4,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.8342,0.2375,0.4146
O12 + N4,split_12+4,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.8478,0.2665,0.3519
O12 + N4,split_12+4,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.8505,0.2667,0.2787
O12 + N4,split_12+4,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.8435,0.2599,0.3554
O12 + N4,split_12+4,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.8558,0.2973,0.3693
O12 + N4,split_12+4,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.8305,0.2484,0.3345
O12 + N4,split_12+4,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.8359,0.2510,0.3345
O12 + N4,split_12+4,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.8254,0.2280,0.4111
O12 + N4,split_12+4,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.8376,0.2651,0.3833
O12 + N4,split_12+4,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.8517,0.2757,0.3415
O12 + N4,split_12+4,4models,k_subsets_mean,,,0.8364,0.2523,0.3484
O12 + N4,split_12+4,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.8344,0.2577,0.3345
O12 + N4,split_12+4,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.8386,0.2537,0.3624
O12 + N4,split_12+4,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.8317,0.2358,0.3902
O12 + N4,split_12+4,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.8457,0.2765,0.3868
O12 + N4,split_12+4,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.8540,0.2660,0.3554
O12 + N4,split_12+4,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.8395,0.2489,0.4042
O12 + N4,split_12+4,5models,k_subsets_mean,,,0.8406,0.2564,0.3722
O12 + N4,split_12+4,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.8436,0.2583,0.2997
O12 + N4,split_12+4,6models,k_subsets_mean,,,0.8436,0.2583,0.2997
O14 + N2,split_14+2,Old,under,,,0.8132,0.2442,0.3275
O14 + N2,split_14+2,New,under,,,0.8515,0.2524,0.3171
O14 + N2,split_14+2,OldNew,under,,,0.8489,0.2926,0.3171
O14 + N2,split_14+2,Old,over,,,0.7391,0.1345,0.2578
O14 + N2,split_14+2,New,over,,,0.8270,0.1956,0.1707
O14 + N2,split_14+2,OldNew,over,,,0.7972,0.2022,0.2857
O14 + N2,split_14+2,Old,hybrid,,,0.7822,0.1808,0.2230
O14 + N2,split_14+2,New,hybrid,,,0.8399,0.2450,0.3171
O14 + N2,split_14+2,OldNew,hybrid,,,0.8363,0.2398,0.3171
O14 + N2,split_14+2,2models,k_subset,Old_under+New_under,"0,3",0.8489,0.2926,0.3171
O14 + N2,split_14+2,2models,k_subset,Old_under+New_over,"0,4",0.8549,0.2709,0.3101
O14 + N2,split_14+2,2models,k_subset,Old_under+New_hybrid,"0,5",0.8673,0.2775,0.3519
O14 + N2,split_14+2,2models,k_subset,Old_over+New_under,"1,3",0.7983,0.2812,0.3101
O14 + N2,split_14+2,2models,k_subset,Old_over+New_over,"1,4",0.7972,0.2022,0.2857
O14 + N2,split_14+2,2models,k_subset,Old_over+New_hybrid,"1,5",0.8203,0.2186,0.2997
O14 + N2,split_14+2,2models,k_subset,Old_hybrid+New_under,"2,3",0.8230,0.2836,0.3275
O14 + N2,split_14+2,2models,k_subset,Old_hybrid+New_over,"2,4",0.8209,0.2193,0.2892
O14 + N2,split_14+2,2models,k_subset,Old_hybrid+New_hybrid,"2,5",0.8363,0.2398,0.3171
O14 + N2,split_14+2,2models,k_subsets_mean,,,0.8297,0.2540,0.3120
O14 + N2,split_14+2,3models,k_subset,Old_under+Old_over+New_under,"0,1,3",0.8341,0.2688,0.3171
O14 + N2,split_14+2,3models,k_subset,Old_under+Old_over+New_over,"0,1,4",0.8340,0.2521,0.3101
O14 + N2,split_14+2,3models,k_subset,Old_under+Old_over+New_hybrid,"0,1,5",0.8491,0.2384,0.2509
O14 + N2,split_14+2,3models,k_subset,Old_under+Old_hybrid+New_under,"0,2,3",0.8408,0.2780,0.3589
O14 + N2,split_14+2,3models,k_subset,Old_under+Old_hybrid+New_over,"0,2,4",0.8423,0.2532,0.3101
O14 + N2,split_14+2,3models,k_subset,Old_under+Old_hybrid+New_hybrid,"0,2,5",0.8544,0.2639,0.3554
O14 + N2,split_14+2,3models,k_subset,Old_under+New_under+New_over,"0,3,4",0.8652,0.2819,0.4007
O14 + N2,split_14+2,3models,k_subset,Old_under+New_under+New_hybrid,"0,3,5",0.8718,0.3041,0.2962
O14 + N2,split_14+2,3models,k_subset,Old_under+New_over+New_hybrid,"0,4,5",0.8686,0.2706,0.2857
O14 + N2,split_14+2,3models,k_subset,Old_over+Old_hybrid+New_under,"1,2,3",0.8050,0.2577,0.2195
O14 + N2,split_14+2,3models,k_subset,Old_over+Old_hybrid+New_over,"1,2,4",0.8041,0.2085,0.2300
O14 + N2,split_14+2,3models,k_subset,Old_over+Old_hybrid+New_hybrid,"1,2,5",0.8202,0.2164,0.2718
O14 + N2,split_14+2,3models,k_subset,Old_over+New_under+New_over,"1,3,4",0.8206,0.2559,0.2265
O14 + N2,split_14+2,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.8336,0.2762,0.2753
O14 + N2,split_14+2,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.8282,0.2358,0.2892
O14 + N2,split_14+2,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.8373,0.2574,0.3624
O14 + N2,split_14+2,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.8463,0.2733,0.3171
O14 + N2,split_14+2,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.8412,0.2468,0.2997
O14 + N2,split_14+2,3models,k_subsets_mean,,,0.8387,0.2577,0.2987
O14 + N2,split_14+2,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.8271,0.2359,0.3136
O14 + N2,split_14+2,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.8272,0.2260,0.3693
O14 + N2,split_14+2,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.8397,0.2157,0.2160
O14 + N2,split_14+2,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.8468,0.2671,0.3136
O14 + N2,split_14+2,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.8568,0.2729,0.3484
O14 + N2,split_14+2,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.8533,0.2678,0.2753
O14 + N2,split_14+2,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.8532,0.2735,0.3240
O14 + N2,split_14+2,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.8614,0.2747,0.3589
O14 + N2,split_14+2,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.8586,0.2655,0.3206
O14 + N2,split_14+2,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.8724,0.2852,0.2544
O14 + N2,split_14+2,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.8211,0.2482,0.2439
O14 + N2,split_14+2,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.8321,0.2457,0.2718
O14 + N2,split_14+2,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.8283,0.2246,0.2962
O14 + N2,split_14+2,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.8374,0.2495,0.2160
O14 + N2,split_14+2,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.8484,0.2727,0.3345
O14 + N2,split_14+2,4models,k_subsets_mean,,,0.8443,0.2550,0.2971
O14 + N2,split_14+2,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.8391,0.2478,0.2927
O14 + N2,split_14+2,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.8482,0.2566,0.3031
O14 + N2,split_14+2,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.8459,0.2459,0.3101
O14 + N2,split_14+2,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.8586,0.2631,0.2892
O14 + N2,split_14+2,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.8633,0.2740,0.3484
O14 + N2,split_14+2,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.8364,0.2581,0.3624
O14 + N2,split_14+2,5models,k_subsets_mean,,,0.8486,0.2576,0.3177
O14 + N2,split_14+2,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.8517,0.2626,0.3275
O14 + N2,split_14+2,6models,k_subsets_mean,,,0.8517,0.2626,0.3275
