combination,AUC_no_fs,AUC_with_fs,AUC_diff,F1_no_fs,F1_with_fs,F1_diff,GMean_no_fs,GMean_with_fs,GMean_diff
ensemble_old_3,0.5368373027271153,0.5270325089102003,-0.009804793816915089,0.14702525581394785,0.14502977075953796,-0.0019954850544098798,0.34891379522540483,0.29301396468604607,-0.05589983053935873
ensemble_new_3,0.5821311781404392,0.5416773649649413,-0.040453813175497975,0.0,0.051490514905149054,0.051490514905149054,0.0,0.1660665729395115,0.1660665729395115
ensemble_all_6,0.5339926449722837,0.528994699064329,-0.0049979459079546595,0.061061061061061066,0.06149341142020498,0.00043235035914391634,0.18133412314347663,0.18108509158069744,-0.00024903156277918576
ensemble_2_old_hybrid_new_hybrid,0.5711004361201083,0.5103431413273396,-0.06075729479276872,0.12573933292240258,0.07658853396431035,-0.04915079895809221,0.3249925847401838,0.27718951287450794,-0.047803071865675895
ensemble_3_type_a,0.5363541988275142,0.5170404600141638,-0.01931373881335043,0.14821382842509603,0.12214650727982627,-0.026067321145269755,0.34449416024013985,0.27371817821396793,-0.0707759820261719
ensemble_3_type_b,0.5681256972311778,0.522581003419425,-0.04554469381175267,0.0,0.051490514905149054,0.051490514905149054,0.0,0.1660665729395115,0.1660665729395115
ensemble_4,0.5338560003951125,0.5228512834482348,-0.011004716946877583,0.06344253770150805,0.06546644844517184,0.002023910743663787,0.18646046143392545,0.19065361291800886,0.004193151484083428
ensemble_5,0.5359701857012591,0.52850118657965,-0.007468999121609143,0.1493943308838738,0.12283364079138727,-0.026560690092486506,0.3441594358815843,0.2713000282165637,-0.07285940766502069
