,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error
no_fs,0.5478135084010236,0.0,0.0,0.0,0.0,0.0,1.0
kbest_f_r20,0.5136530544119283,0.034482758620689655,0.19022513352414688,0.042105263157894736,0.029197080291970802,0.14059196617336153,0.9578947368421052
kbest_f_r50,0.5638477801268499,0.15447154471544716,0.4981997188185345,0.4,0.09571788413098237,0.379492600422833,0.6
kbest_f_r80,0.5337876933348169,0.0,0.0,0.0,0.0,0.0200845665961945,1.0
kbest_chi2_r20,0.5249026371425393,0.0694980694980695,0.281450565517442,0.09473684210526316,0.054878048780487805,0.1638477801268499,0.9052631578947369
kbest_chi2_r50,0.558306442639368,0.15384615384615385,0.49577047205923785,0.3894736842105263,0.09585492227979274,0.3689217758985201,0.6105263157894737
kbest_chi2_r80,0.556158896183376,0.0,0.0,0.0,0.0,0.0200845665961945,1.0
lasso_r20,0.5535551351952821,0.16595744680851063,0.5145052968203675,0.4105263157894737,0.104,0.35517970401691334,0.5894736842105263
lasso_r50,0.5535551351952821,0.16595744680851063,0.5145052968203675,0.4105263157894737,0.104,0.35517970401691334,0.5894736842105263
lasso_r80,0.5535551351952821,0.16595744680851063,0.5145052968203675,0.4105263157894737,0.104,0.35517970401691334,0.5894736842105263
