combination,AUC_no_fs,AUC_with_fs,AUC_diff,F1_no_fs,F1_with_fs,F1_diff,GMean_no_fs,GMean_with_fs,GMean_diff
ensemble_old_3,0.8086293214507206,0.7971986004621554,-0.011430720988565235,0.1327088212334114,0.11506849315068493,-0.017640328082726475,0.6988460776231505,0.7101548347964721,0.011308757173321582
ensemble_new_3,0.8693349290427341,0.8720227504782045,0.0026878214354704166,0.2393574297188755,0.22036082474226804,-0.018996604976607462,0.6958080792667377,0.7358514508554005,0.04004337158866278
ensemble_all_6,0.8574914344391463,0.8570743036079203,-0.00041713083122607575,0.21600520494469747,0.17761806981519507,-0.0383871351295024,0.7253460450299981,0.7266434165710326,0.0012973715410344866
ensemble_2_old_hybrid_new_hybrid,0.8372666892273639,0.84331160050718,0.006044911279816101,0.184140500266099,0.1636520241171404,-0.0204884761489586,0.7290254642334935,0.748460261633741,0.01943479740024756
ensemble_3_type_a,0.8489640718475904,0.8478219002400825,-0.001142171607507847,0.18514531754574812,0.15654405474764757,-0.028601262798100546,0.7276024013925878,0.7337107383887654,0.006108336996177632
ensemble_3_type_b,0.8384007273646248,0.8443436797852764,0.0059429524206515705,0.19327731092436976,0.17269657501205982,-0.02058073591230994,0.7099386247296241,0.7349391985847296,0.025000573855105457
ensemble_4,0.8491502702200249,0.8498378389369554,0.0006875687169305422,0.1950632149307646,0.17203267659778954,-0.023030538332975053,0.7123382013445172,0.7346561486229183,0.022317947278401085
ensemble_5,0.8401912527432306,0.8400753507922145,-0.00011590195101607303,0.1889763779527559,0.1578255151249452,-0.03115086282781071,0.7216663819521052,0.7296093598824834,0.007942977930378237
