combination,AUC_no_fs,AUC_with_fs,AUC_diff,F1_no_fs,F1_with_fs,F1_diff,GMean_no_fs,GMean_with_fs,GMean_diff
ensemble_old_3,0.5490041170579727,0.5673750973628575,0.01837098030488482,0.16725352112676056,0.16725352112676056,0.0,0.0,0.0,0.0
ensemble_new_3,0.5478135084010236,0.5638477801268499,0.016034271725826277,0.0,0.15447154471544716,0.15447154471544716,0.0,0.4981997188185345,0.4981997188185345
ensemble_all_6,0.5440525203071103,0.5735173027706687,0.029464782463558437,0.1831831831831832,0.18448023426061494,0.001297051077431749,0.5440023694304299,0.5432552747420923,-0.0007470946883375573
ensemble_2_old_hybrid_new_hybrid,0.5912262156448203,0.5317848002670524,-0.059441415377767814,0.21161290322580645,0.17414965986394557,-0.03746324336186088,0.5634938458784974,0.5133144360410451,-0.05017940983745228
ensemble_3_type_a,0.5638199621675754,0.5551908312006231,-0.008629130966952281,0.16725352112676056,0.16725352112676056,0.0,0.0,0.0,0.0
ensemble_3_type_b,0.5737454100367197,0.5574719038611328,-0.016273506175586983,0.0,0.15447154471544716,0.15447154471544716,0.0,0.4981997188185345,0.4981997188185345
ensemble_4,0.5563035495716034,0.5723990208078336,0.01609547123623012,0.19032761310452417,0.19639934533551553,0.006071732230991361,0.5593813843017763,0.5719608387540266,0.012579454452250283
ensemble_5,0.546099922109714,0.5717146990096806,0.025614776899966607,0.16725352112676056,0.16725352112676056,0.0,0.0,0.0,0.0
