method,n_predictions,AUC,PR_AUC,F1,G_Mean,Recall,Precision,Balanced_Accuracy,Cohen_Kappa,Type1_Error,Type2_Error,Recall_at_5pctFPR,Precision_at_5pctFPR,Realized_FPR_at_5pctFPR,Alerts_at_5pctFPR,seed,protocol_version,imbalance_method
B_data_equal,33636,0.852869423882,0.120160229605,0.176470588235,0.406274500087,0.166089965398,0.188235294118,0.579941255227,0.169783203789,0.00620745494347,0.833910034602,0.359861591696,0.0735502121641,0.0392838936036,1414,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
B_model_FIFO3_equal,33636,0.853582176636,0.114161622612,0.201039861352,0.446439059627,0.200692041522,0.201388888889,0.596897434682,0.194127819919,0.00689717215941,0.799307958478,0.363321799308,0.0793051359517,0.0365550124449,1324,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
Recent1y,33636,0.786134328524,0.074334796591,0.129523809524,0.341956736786,0.117647058824,0.14406779661,0.555794771203,0.122747380909,0.00605751641827,0.882352941176,0.339100346021,0.0684835779175,0.0399736108196,1431,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
