old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.1265,0.1266,0.1396,0.1284,0.1303
2yr,0.1503,0.1508,0.1323,0.1429,0.1441
3yr,0.1559,0.1548,0.1306,0.1544,0.1489
4yr,0.1594,0.1539,0.1590,0.1310,0.1509
5yr,0.1628,0.1611,0.1365,0.1484,0.1522
6yr,0.1451,0.1610,0.1514,0.1598,0.1543
7yr,0.1617,0.1610,0.1458,0.1598,0.1571
avg,0.1517,0.1527,0.1422,0.1464,0.1482
