split,method,sampling,tune_val_auc,tune_best_params
split_1+7,Old,none,0.624231,"{""C"": 0.01, ""max_iter"": 500, ""solver"": ""saga""}"
split_1+7,Old,undersampling,0.624385,"{""C"": 0.01, ""max_iter"": 500, ""solver"": ""lbfgs""}"
split_1+7,Old,oversampling,0.614684,"{""C"": 0.01, ""max_iter"": 500, ""solver"": ""saga""}"
split_1+7,Old,hybrid,0.614773,"{""C"": 0.01, ""max_iter"": 500, ""solver"": ""lbfgs""}"
split_1+7,New,none,0.643565,"{""C"": 1.0, ""max_iter"": 500, ""solver"": ""saga""}"
split_1+7,New,undersampling,0.643722,"{""C"": 10.0, ""max_iter"": 500, ""solver"": ""lbfgs""}"
split_1+7,New,oversampling,0.636835,"{""C"": 0.01, ""max_iter"": 500, ""solver"": ""saga""}"
split_1+7,New,hybrid,0.642989,"{""C"": 100.0, ""max_iter"": 500, ""solver"": ""lbfgs""}"
split_1+7,Retrain,none,0.638645,"{""C"": 100.0, ""max_iter"": 500, ""solver"": ""saga""}"
split_1+7,Retrain,undersampling,0.638944,"{""C"": 1.0, ""max_iter"": 500, ""solver"": ""lbfgs""}"
split_1+7,Retrain,oversampling,0.632278,"{""C"": 10.0, ""max_iter"": 500, ""solver"": ""lbfgs""}"
split_1+7,Retrain,hybrid,0.637976,"{""C"": 10.0, ""max_iter"": 500, ""solver"": ""lbfgs""}"
split_2+6,Old,none,0.640913,"{""C"": 0.01, ""max_iter"": 500, ""solver"": ""saga""}"
split_2+6,Old,undersampling,0.641254,"{""C"": 100.0, ""max_iter"": 500, ""solver"": ""saga""}"
split_2+6,Old,oversampling,0.628586,"{""C"": 0.01, ""max_iter"": 500, ""solver"": ""lbfgs""}"
split_2+6,Old,hybrid,0.637707,"{""C"": 10.0, ""max_iter"": 500, ""solver"": ""lbfgs""}"
split_2+6,New,none,0.640502,"{""C"": 10.0, ""max_iter"": 500, ""solver"": ""lbfgs""}"
split_2+6,New,undersampling,0.640589,"{""C"": 10.0, ""max_iter"": 500, ""solver"": ""saga""}"
split_2+6,New,oversampling,0.633259,"{""C"": 0.1, ""max_iter"": 500, ""solver"": ""saga""}"
split_2+6,New,hybrid,0.639432,"{""C"": 100.0, ""max_iter"": 500, ""solver"": ""saga""}"
split_3+5,Old,none,0.644068,"{""C"": 1.0, ""max_iter"": 500, ""solver"": ""saga""}"
split_3+5,Old,undersampling,0.644003,"{""C"": 0.01, ""max_iter"": 500, ""solver"": ""saga""}"
split_3+5,Old,oversampling,0.635605,"{""C"": 100.0, ""max_iter"": 500, ""solver"": ""lbfgs""}"
split_3+5,Old,hybrid,0.642421,"{""C"": 10.0, ""max_iter"": 500, ""solver"": ""lbfgs""}"
split_3+5,New,none,0.634968,"{""C"": 0.1, ""max_iter"": 500, ""solver"": ""saga""}"
split_3+5,New,undersampling,0.634997,"{""C"": 0.1, ""max_iter"": 500, ""solver"": ""lbfgs""}"
split_3+5,New,oversampling,0.627366,"{""C"": 0.1, ""max_iter"": 500, ""solver"": ""lbfgs""}"
split_3+5,New,hybrid,0.633937,"{""C"": 10.0, ""max_iter"": 500, ""solver"": ""saga""}"
split_4+4,Old,none,0.639319,"{""C"": 0.01, ""max_iter"": 500, ""solver"": ""lbfgs""}"
split_4+4,Old,undersampling,0.639423,"{""C"": 0.01, ""max_iter"": 500, ""solver"": ""saga""}"
split_4+4,Old,oversampling,0.630686,"{""C"": 0.01, ""max_iter"": 500, ""solver"": ""lbfgs""}"
split_4+4,Old,hybrid,0.637208,"{""C"": 10.0, ""max_iter"": 500, ""solver"": ""lbfgs""}"
split_4+4,New,none,0.637776,"{""C"": 100.0, ""max_iter"": 500, ""solver"": ""saga""}"
split_4+4,New,undersampling,0.638176,"{""C"": 10.0, ""max_iter"": 500, ""solver"": ""lbfgs""}"
