new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.4439,0.5136,0.4910,0.5824,0.5077
6yr,0.5381,0.5076,0.5358,0.5473,0.5322
5yr,0.4915,0.4965,0.5196,0.5358,0.5108
4yr,0.4675,0.4725,0.4938,0.5528,0.4967
3yr,0.4527,0.4578,0.5528,0.4541,0.4793
2yr,0.4545,0.4587,0.5515,0.4813,0.4865
1yr,0.2155,0.5132,0.3609,0.1666,0.3140
avg,0.4377,0.4886,0.5008,0.4743,0.4753
