new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.1751,0.1633,0.1605,0.1540,0.1632
6yr,0.1603,0.1646,0.1574,0.1584,0.1602
5yr,0.1677,0.1662,0.1589,0.1607,0.1634
4yr,0.1696,0.1687,0.1638,0.1561,0.1646
3yr,0.1732,0.1730,0.1560,0.1737,0.1690
2yr,0.1767,0.1752,0.1546,0.1657,0.1681
1yr,0.2411,0.1633,0.1863,0.2605,0.2128
avg,0.1805,0.1678,0.1625,0.1756,0.1716
