new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.6440,0.6441,0.6391,0.6435,0.6427
6yr,0.6446,0.6446,0.6390,0.6439,0.6430
5yr,0.6450,0.6450,0.6403,0.6443,0.6437
4yr,0.6459,0.6460,0.6408,0.6446,0.6443
3yr,0.6467,0.6466,0.6411,0.6455,0.6450
2yr,0.6462,0.6461,0.6381,0.6447,0.6438
1yr,0.6378,0.6378,0.6311,0.6353,0.6355
avg,0.6443,0.6443,0.6385,0.6431,0.6426
