old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.2177,0.2179,0.2284,0.2198,0.2210
2yr,0.2366,0.2392,0.2251,0.2356,0.2341
3yr,0.2426,0.2426,0.2240,0.2407,0.2375
4yr,0.2444,0.2420,0.2379,0.2253,0.2374
5yr,0.2469,0.2458,0.2297,0.2399,0.2406
6yr,0.2371,0.2451,0.2396,0.2455,0.2418
7yr,0.2467,0.2466,0.2366,0.2446,0.2436
avg,0.2388,0.2399,0.2316,0.2359,0.2366
