new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.5773,0.5938,0.5838,0.6003,0.5888
6yr,0.5978,0.5932,0.5938,0.5981,0.5957
5yr,0.5904,0.5909,0.5910,0.5976,0.5925
4yr,0.5831,0.5843,0.5878,0.5966,0.5879
3yr,0.5798,0.5817,0.5965,0.5807,0.5847
2yr,0.5830,0.5837,0.5944,0.5851,0.5865
1yr,0.4451,0.5936,0.5414,0.3965,0.4941
avg,0.5652,0.5887,0.5841,0.5650,0.5757
