old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.2206,0.2197,0.3710,0.2363,0.2619
2yr,0.4444,0.4218,0.2464,0.3295,0.3605
3yr,0.4536,0.4398,0.2123,0.4541,0.3899
4yr,0.4772,0.4342,0.5279,0.1961,0.4089
5yr,0.4887,0.4808,0.2769,0.3756,0.4055
6yr,0.3516,0.4864,0.4259,0.4707,0.4337
7yr,0.4804,0.4735,0.3729,0.4785,0.4513
avg,0.4166,0.4223,0.3476,0.3630,0.3874
