method,n_predictions,AUC,PR_AUC,F1,G_Mean,Recall,Precision,Balanced_Accuracy,Cohen_Kappa,Type1_Error,Type2_Error,Recall_at_5pctFPR,Precision_at_5pctFPR,Realized_FPR_at_5pctFPR,Alerts_at_5pctFPR,seed,protocol_version
B_model_FIFO3_equal,33636,0.857592124253,0.121487045644,0.191653786708,0.461116688942,0.214532871972,0.173184357542,0.60282825564,0.183894017546,0.00887636069212,0.785467128028,0.401384083045,0.0762656147272,0.0421327255825,1521,123,study3b_overlap_event_target_v1_financial18_exploratory
B_data_equal,33636,0.852869423882,0.120160229605,0.176470588235,0.406274500087,0.166089965398,0.188235294118,0.579941255227,0.169783203789,0.00620745494347,0.833910034602,0.359861591696,0.0735502121641,0.0392838936036,1414,123,study3b_overlap_event_target_v1_financial18_exploratory
Recent3y,33636,0.845029973697,0.096580165906,0.165631469979,0.371172628567,0.138408304498,0.20618556701,0.566895098961,0.159832592623,0.0046181065763,0.861591695502,0.391003460208,0.0735677083333,0.0426725042732,1536,123,study3b_overlap_event_target_v1_financial18_exploratory
