split,method,sampling,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error
split_12+4,Finetune,none,0.766852,0.098691,0.695905,0.682927,0.053189,0.290871,0.317073
split_12+4,Finetune,undersampling,0.788155,0.127534,0.699691,0.602787,0.071311,0.187828,0.397213
split_12+4,Finetune,oversampling,0.785447,0.131751,0.683833,0.560976,0.074641,0.166403,0.439024
split_12+4,Finetune,hybrid,0.793979,0.130820,0.697538,0.592334,0.073529,0.178574,0.407666
split_13+3,Old,none,0.751350,0.112256,0.664642,0.550523,0.062500,0.197582,0.449477
split_13+3,Old,undersampling,0.745818,0.103904,0.661056,0.560976,0.057255,0.221009,0.439024
split_13+3,Old,oversampling,0.682997,0.098712,0.579906,0.400697,0.056290,0.160734,0.599303
split_13+3,Old,hybrid,0.703659,0.098466,0.620895,0.480836,0.054849,0.198249,0.519164
split_13+3,New,none,0.789457,0.208413,0.599342,0.379791,0.143610,0.054189,0.620209
split_13+3,New,undersampling,0.714822,0.161145,0.586338,0.372822,0.102786,0.077866,0.627178
split_13+3,New,oversampling,0.764219,0.173797,0.642040,0.452962,0.107527,0.089954,0.547038
split_13+3,New,hybrid,0.785424,0.196796,0.644934,0.449477,0.125977,0.074614,0.550523
split_13+3,Finetune,none,0.790799,0.123440,0.703657,0.620209,0.068541,0.201667,0.379791
split_13+3,Finetune,undersampling,0.782508,0.131185,0.699338,0.595819,0.073707,0.179158,0.404181
split_13+3,Finetune,oversampling,0.787630,0.131280,0.685164,0.564460,0.074278,0.168320,0.435540
split_13+3,Finetune,hybrid,0.787073,0.134440,0.687153,0.564460,0.076307,0.163485,0.435540
split_14+2,Old,none,0.759671,0.112303,0.663155,0.547038,0.062575,0.196082,0.452962
split_14+2,Old,undersampling,0.761833,0.129246,0.673972,0.543554,0.073343,0.164318,0.456446
split_14+2,Old,oversampling,0.714580,0.130215,0.568525,0.358885,0.079537,0.099375,0.641115
split_14+2,Old,hybrid,0.744057,0.126617,0.638833,0.477352,0.072989,0.145060,0.522648
split_14+2,New,none,0.696018,0.180758,0.553633,0.324042,0.125337,0.054106,0.675958
split_14+2,New,undersampling,0.691123,0.172507,0.560480,0.334495,0.116223,0.060859,0.665505
split_14+2,New,oversampling,0.731900,0.203426,0.561941,0.331010,0.146832,0.046019,0.668990
split_14+2,New,hybrid,0.773766,0.212389,0.531446,0.292683,0.166667,0.035015,0.707317
split_14+2,Finetune,none,0.761664,0.143574,0.658312,0.498258,0.083871,0.130221,0.501742
split_14+2,Finetune,undersampling,0.765357,0.126700,0.683684,0.567944,0.071304,0.176990,0.432056
split_14+2,Finetune,oversampling,0.771184,0.134645,0.629118,0.452962,0.079075,0.126219,0.547038
split_14+2,Finetune,hybrid,0.786072,0.123412,0.691994,0.592334,0.068882,0.191580,0.407666
split_15+1,Old,none,0.756550,0.136299,0.656799,0.501742,0.078861,0.140225,0.498258
split_15+1,Old,undersampling,0.769091,0.110675,0.679199,0.588850,0.061077,0.216590,0.411150
split_15+1,Old,oversampling,0.715530,0.115346,0.589505,0.400697,0.067370,0.132722,0.599303
split_15+1,Old,hybrid,0.744986,0.136626,0.629958,0.452962,0.080446,0.123885,0.547038
split_15+1,New,none,0.731029,0.194779,0.566335,0.337979,0.136812,0.051021,0.662021
split_15+1,New,undersampling,0.726499,0.206974,0.554011,0.320557,0.152824,0.042518,0.679443
split_15+1,New,oversampling,0.732339,0.207977,0.497095,0.254355,0.175904,0.028512,0.745645
split_15+1,New,hybrid,0.754228,0.203198,0.596113,0.376307,0.139175,0.055690,0.623693
split_15+1,Finetune,none,0.758921,0.137127,0.662704,0.512195,0.079160,0.142559,0.487805
split_15+1,Finetune,undersampling,0.780450,0.108789,0.703963,0.662021,0.059264,0.251438,0.337979
split_15+1,Finetune,oversampling,0.764464,0.145202,0.601009,0.400697,0.088666,0.098541,0.599303
split_15+1,Finetune,hybrid,0.774136,0.143210,0.661914,0.505226,0.083429,0.132805,0.494774
