split,drift_start_year,old_window,new_window,fs_variant,n_features_before,n_features_after,selected_preview,w_old,w_new,threshold,val_AUC,test_AUC,val_F1,test_F1,val_G_Mean,test_G_Mean,val_Recall,test_Recall,val_Precision,test_Precision,val_Type1_Error,test_Type1_Error,val_Type2_Error,test_Type2_Error
split_3+13,2002,1999-2001,2002-2014,no_fs,19,19,,0.55000000,0.45000000,0.27000000,0.67858331,0.77522806,0.23329682,0.11828405,0.58601875,0.64298666,0.41887906,0.49477352,0.16166983,0.06717124,0.18015006,0.16440183,0.58112094,0.50522648
split_3+13,2002,1999-2001,2002-2014,no_fs,19,19,,0.50000000,0.50000000,0.27000000,0.68345399,0.78307134,0.23855681,0.12433538,0.59625822,0.66411261,0.43559489,0.52961672,0.16425658,0.07043559,0.18381993,0.16723635,0.56440511,0.47038328
split_3+13,2002,1999-2001,2002-2014,no_fs,19,19,,0.45000000,0.55000000,0.28000000,0.68782524,0.79006874,0.24463991,0.12536811,0.59992693,0.65966205,0.43756146,0.51916376,0.16978253,0.07129187,0.17745882,0.16181742,0.56243854,0.48083624
split_3+13,2002,1999-2001,2002-2014,no_fs,19,19,,0.40000000,0.60000000,0.35000000,0.69168260,0.79624147,0.25270506,0.14237288,0.55929630,0.62398506,0.35594887,0.43902439,0.19588745,0.08496291,0.12118741,0.11313047,0.64405113,0.56097561
split_3+13,2002,1999-2001,2002-2014,no_fs,19,19,,0.35000000,0.65000000,0.37000000,0.69511174,0.80144543,0.25900327,0.15366146,0.55746555,0.63204341,0.35004916,0.44599303,0.20554273,0.09282088,0.11221660,0.10429346,0.64995084,0.55400697
split_3+13,2002,1999-2001,2002-2014,no_fs,19,19,,0.30000000,0.70000000,0.37000000,0.69812534,0.80593191,0.26208378,0.15572342,0.56435750,0.64521093,0.35988201,0.46689895,0.20608108,0.09344491,0.11498940,0.10837849,0.64011799,0.53310105
split_3+13,2002,1999-2001,2002-2014,no_fs,19,19,,0.25000000,0.75000000,0.38000000,0.70075701,0.80974564,0.26468455,0.15867377,0.56446818,0.64617547,0.35889872,0.46689895,0.20964963,0.09557775,0.11221660,0.10571071,0.64110128,0.53310105
split_3+13,2002,1999-2001,2002-2014,no_fs,19,19,,0.20000000,0.80000000,0.38000000,0.70309846,0.81293687,0.26899750,0.15958066,0.57280189,0.65260693,0.37069813,0.47735192,0.21108623,0.09580420,0.11490785,0.10779491,0.62930187,0.52264808
split_3+13,2002,1999-2001,2002-2014,no_fs,19,19,,0.15000000,0.85000000,0.38000000,0.70504562,0.81551198,0.27015707,0.15646259,0.57895703,0.65357522,0.38053097,0.48083624,0.20941558,0.09343263,0.11914859,0.11162985,0.61946903,0.51916376
split_3+13,2002,1999-2001,2002-2014,no_fs,19,19,,0.10000000,0.90000000,0.40000000,0.70668189,0.81752676,0.26976070,0.16587112,0.57003837,0.65867251,0.36578171,0.48432056,0.21367030,0.10007199,0.11164573,0.10421009,0.63421829,0.51567944
split_3+13,2002,1999-2001,2002-2014,no_fs,19,19,,0.05000000,0.95000000,0.38000000,0.70800574,0.81892978,0.26889632,0.15884861,0.58705807,0.67589803,0.39528024,0.51916376,0.20375063,0.09376967,0.12811939,0.12005002,0.60471976,0.48083624
split_3+13,2002,1999-2001,2002-2014,no_fs,19,19,,0.00000000,1.00000000,0.38000000,0.70881176,0.81951539,0.26952224,0.16016641,0.59109391,0.68577653,0.40216323,0.53658537,0.20267592,0.09413203,0.13121840,0.12355148,0.59783677,0.46341463
split_3+13,2002,1999-2001,2002-2014,fs,19,9,"X1,X4,X6,X7,X11,X12,X13,X16",1.00000000,0.00000000,0.20000000,0.58452884,0.56846392,0.17269768,0.05984655,0.55467087,0.53713088,0.44346116,0.40766551,0.10722777,0.03229368,0.30623063,0.29228845,0.55653884,0.59233449
split_3+13,2002,1999-2001,2002-2014,fs,19,9,"X1,X4,X6,X7,X11,X12,X13,X16",0.95000000,0.05000000,0.23000000,0.60209408,0.60430871,0.17884131,0.06392694,0.55265832,0.53779755,0.41887906,0.39024390,0.11369095,0.03481505,0.27083673,0.25885786,0.58112094,0.60975610
split_3+13,2002,1999-2001,2002-2014,fs,19,9,"X1,X4,X6,X7,X11,X12,X13,X16",0.90000000,0.10000000,0.23000000,0.61559675,0.63034365,0.18400831,0.06524823,0.56250509,0.54440062,0.43559489,0.40069686,0.11664034,0.03551575,0.27360953,0.26035848,0.56440511,0.59930314
split_3+13,2002,1999-2001,2002-2014,fs,19,9,"X1,X4,X6,X7,X11,X12,X13,X16",0.85000000,0.15000000,0.21000000,0.62706398,0.65157477,0.18838062,0.06587137,0.57964784,0.56172017,0.47984267,0.44250871,0.11719500,0.03558420,0.29978796,0.28695290,0.52015733,0.55749129
split_3+13,2002,1999-2001,2002-2014,fs,19,9,"X1,X4,X6,X7,X11,X12,X13,X16",0.80000000,0.20000000,0.26000000,0.63716670,0.66978198,0.19462170,0.07370079,0.56485133,0.55990134,0.41986234,0.40766551,0.12666864,0.04051247,0.24009134,0.23101292,0.58013766,0.59233449
split_3+13,2002,1999-2001,2002-2014,fs,19,9,"X1,X4,X6,X7,X11,X12,X13,X16",0.75000000,0.25000000,0.30000000,0.64617194,0.68607216,0.20134925,0.07646622,0.55255515,0.53847040,0.38151426,0.35888502,0.13676419,0.04279186,0.19972272,0.19208003,0.61848574,0.64111498
split_3+13,2002,1999-2001,2002-2014,fs,19,9,"X1,X4,X6,X7,X11,X12,X13,X16",0.70000000,0.30000000,0.28000000,0.65435717,0.70064908,0.20701169,0.08126259,0.57560188,0.57556223,0.42674533,0.42160279,0.13664987,0.04496470,0.22361768,0.21425594,0.57325467,0.57839721
split_3+13,2002,1999-2001,2002-2014,fs,19,9,"X1,X4,X6,X7,X11,X12,X13,X16",0.65000000,0.35000000,0.27000000,0.66190020,0.71382153,0.21503928,0.09050633,0.59777553,0.62036838,0.47099312,0.49825784,0.13932519,0.04977376,0.24131463,0.22759483,0.52900688,0.50174216
split_3+13,2002,1999-2001,2002-2014,fs,19,9,"X1,X4,X6,X7,X11,X12,X13,X16",0.60000000,0.40000000,0.31000000,0.66871607,0.72594011,0.22233713,0.09412651,0.58252251,0.59502952,0.42281219,0.43554007,0.15082427,0.05276488,0.19743924,0.18707795,0.57718781,0.56445993
split_3+13,2002,1999-2001,2002-2014,fs,19,9,"X1,X4,X6,X7,X11,X12,X13,X16",0.55000000,0.45000000,0.31000000,0.67486019,0.73699959,0.23104326,0.10066617,0.59740148,0.61954397,0.44641101,0.47386760,0.15585307,0.05631470,0.20053825,0.18999583,0.55358899,0.52613240
split_3+13,2002,1999-2001,2002-2014,fs,19,9,"X1,X4,X6,X7,X11,X12,X13,X16",0.50000000,0.50000000,0.33000000,0.68029111,0.74681088,0.23535762,0.10812976,0.59158772,0.62370848,0.42871190,0.47038328,0.16220238,0.06108597,0.18365683,0.17298875,0.57128810,0.52961672
split_3+13,2002,1999-2001,2002-2014,fs,19,9,"X1,X4,X6,X7,X11,X12,X13,X16",0.45000000,0.55000000,0.41000000,0.68513336,0.75548813,0.24155653,0.13349225,0.53585968,0.59045158,0.32350049,0.39024390,0.19273579,0.08051761,0.11237971,0.10662776,0.67649951,0.60975610
split_3+13,2002,1999-2001,2002-2014,fs,19,9,"X1,X4,X6,X7,X11,X12,X13,X16",0.40000000,0.60000000,0.41000000,0.68931953,0.76323613,0.24667386,0.13604651,0.54606030,0.60244465,0.33726647,0.40766551,0.19444444,0.08164689,0.11588648,0.10971238,0.66273353,0.59233449
split_3+13,2002,1999-2001,2002-2014,fs,19,9,"X1,X4,X6,X7,X11,X12,X13,X16",0.35000000,0.65000000,0.39000000,0.69292513,0.76990471,0.25185664,0.13625062,0.57500252,0.64358046,0.38348083,0.47735192,0.18750000,0.07946636,0.13782417,0.13230513,0.61651917,0.52264808
split_3+13,2002,1999-2001,2002-2014,fs,19,9,"X1,X4,X6,X7,X11,X12,X13,X16",0.30000000,0.70000000,0.43000000,0.69596504,0.77565623,0.25519288,0.15103245,0.54902050,0.63118984,0.33824975,0.44599303,0.20488386,0.09090909,0.10887294,0.10671113,0.66175025,0.55400697
split_3+13,2002,1999-2001,2002-2014,fs,19,9,"X1,X4,X6,X7,X11,X12,X13,X16",0.25000000,0.75000000,0.46000000,0.69851298,0.78065716,0.26000000,0.16219751,0.53794797,0.62592793,0.31956735,0.43205575,0.21915037,0.09983897,0.09443810,0.09320550,0.68043265,0.56794425
split_3+13,2002,1999-2001,2002-2014,fs,19,9,"X1,X4,X6,X7,X11,X12,X13,X16",0.20000000,0.80000000,0.45000000,0.70056808,0.78486129,0.26319703,0.15886189,0.55735089,0.64623570,0.34808260,0.46689895,0.21159594,0.09571429,0.10756810,0.10554398,0.65191740,0.53310105
split_3+13,2002,1999-2001,2002-2014,fs,19,9,"X1,X4,X6,X7,X11,X12,X13,X16",0.15000000,0.85000000,0.45000000,0.70216730,0.78830000,0.26590422,0.15945330,0.56899079,0.65860304,0.36578171,0.48780488,0.20887142,0.09530293,0.11490785,0.11079617,0.63421829,0.51219512
split_3+13,2002,1999-2001,2002-2014,fs,19,9,"X1,X4,X6,X7,X11,X12,X13,X16",0.10000000,0.90000000,0.47000000,0.70332363,0.79114294,0.27083333,0.16000000,0.56547805,0.64659700,0.35791544,0.46689895,0.21783363,0.09654179,0.10658946,0.10454356,0.64208456,0.53310105
split_3+13,2002,1999-2001,2002-2014,fs,19,9,"X1,X4,X6,X7,X11,X12,X13,X16",0.05000000,0.95000000,0.48000000,0.70398652,0.79333811,0.26784400,0.16152019,0.56470324,0.65119218,0.35791544,0.47386760,0.21399177,0.09735147,0.10903605,0.10512714,0.64208456,0.52613240
split_3+13,2002,1999-2001,2002-2014,fs,19,9,"X1,X4,X6,X7,X11,X12,X13,X16",0.00000000,1.00000000,0.52000000,0.70426702,0.79496451,0.26710098,0.16974675,0.54156763,0.62788145,0.32251721,0.43205575,0.22793607,0.10562181,0.09060512,0.08753647,0.67748279,0.56794425
split_4+12,2003,1999-2002,2003-2014,no_fs,19,19,,1.00000000,0.00000000,0.15000000,0.59179125,0.61407323,0.16638561,0.06076344,0.55167972,0.53899423,0.44578313,0.40766551,0.10228058,0.03282828,0.31726777,0.28736974,0.55421687,0.59233449
split_4+12,2003,1999-2002,2003-2014,no_fs,19,19,,0.95000000,0.05000000,0.14000000,0.61195306,0.65914863,0.17183601,0.06985833,0.56669199,0.58826839,0.48393574,0.49825784,0.10446467,0.03756239,0.33639990,0.30546061,0.51606426,0.50174216
split_4+12,2003,1999-2002,2003-2014,no_fs,19,19,,0.90000000,0.10000000,0.13000000,0.62619835,0.68804423,0.17973360,0.07817889,0.58596594,0.63256667,0.53514056,0.59233449,0.10800405,0.04185130,0.35838150,0.32446853,0.46485944,0.40766551
split_4+12,2003,1999-2002,2003-2014,no_fs,19,19,,0.85000000,0.15000000,0.16000000,0.63778439,0.71022508,0.18747657,0.08257595,0.58749332,0.62987456,0.50200803,0.55400697,0.11526049,0.04461279,0.31246438,0.28386828,0.49799197,0.44599303
split_4+12,2003,1999-2002,2003-2014,no_fs,19,19,,0.80000000,0.20000000,0.20000000,0.64766851,0.72864855,0.19586507,0.08950617,0.57963535,0.62205643,0.45180723,0.50522648,0.12503473,0.04910261,0.25637059,0.23409754,0.54819277,0.49477352
split_4+12,2003,1999-2002,2003-2014,no_fs,19,19,,0.75000000,0.25000000,0.19000000,0.65638308,0.74442196,0.20404791,0.09823750,0.60052574,0.66632696,0.49598394,0.59233449,0.12844514,0.05356018,0.27289750,0.25043768,0.50401606,0.40766551
split_4+12,2003,1999-2002,2003-2014,no_fs,19,19,,0.70000000,0.30000000,0.21000000,0.66426971,0.75830580,0.21210121,0.10486656,0.60257742,0.67037288,0.48393574,0.58188153,0.13581291,0.05762595,0.24969470,0.22767820,0.51606426,0.41811847
split_4+12,2003,1999-2002,2003-2014,no_fs,19,19,,0.65000000,0.35000000,0.22000000,0.67130277,0.77065996,0.21773645,0.10830091,0.60568181,0.67401731,0.48192771,0.58188153,0.14063873,0.05970683,0.23878531,0.21925802,0.51807229,0.41811847
split_4+12,2003,1999-2002,2003-2014,no_fs,19,19,,0.60000000,0.40000000,0.22000000,0.67761300,0.78162097,0.22361360,0.11402947,0.61674830,0.69485768,0.50200803,0.62020906,0.14384350,0.06278660,0.24228609,0.22150896,0.49799197,0.37979094
split_4+12,2003,1999-2002,2003-2014,no_fs,19,19,,0.55000000,0.45000000,0.27000000,0.68325946,0.79118216,0.22956145,0.12584628,0.58897434,0.67505666,0.42570281,0.55052265,0.15715345,0.07104317,0.18513392,0.17223843,0.57429719,0.44947735
split_4+12,2003,1999-2002,2003-2014,no_fs,19,19,,0.50000000,0.50000000,0.28000000,0.68827316,0.79976529,0.23677582,0.13338857,0.59179539,0.68485823,0.42469880,0.56097561,0.16414435,0.07569346,0.17536432,0.16390163,0.57530120,0.43902439
split_4+12,2003,1999-2002,2003-2014,no_fs,19,19,,0.45000000,0.55000000,0.29000000,0.69264381,0.80724460,0.24331320,0.14126712,0.59459321,0.69614219,0.42469880,0.57491289,0.17049577,0.08052709,0.16754864,0.15706544,0.57530120,0.42508711
split_4+12,2003,1999-2002,2003-2014,no_fs,19,19,,0.40000000,0.60000000,0.42000000,0.69645545,0.81372189,0.24866785,0.17384844,0.50871063,0.61290327,0.28112450,0.40766551,0.22292994,0.11048159,0.07945942,0.07853272,0.71887550,0.59233449
split_4+12,2003,1999-2002,2003-2014,no_fs,19,19,,0.35000000,0.65000000,0.42000000,0.69983573,0.81925802,0.25432526,0.17642805,0.52021186,0.62495586,0.29518072,0.42508711,0.22340426,0.11131387,0.08320443,0.08120050,0.70481928,0.57491289
split_4+12,2003,1999-2002,2003-2014,no_fs,19,19,,0.30000000,0.70000000,0.44000000,0.70269133,0.82395220,0.26016260,0.18687259,0.51697515,0.62484104,0.28915663,0.42160279,0.23645320,0.12003968,0.07571440,0.07394748,0.71084337,0.57839721
split_4+12,2003,1999-2002,2003-2014,no_fs,19,19,,0.25000000,0.75000000,0.46000000,0.70522021,0.82791727,0.26491310,0.19218241,0.51333842,0.61882150,0.28313253,0.41114983,0.24889673,0.12539851,0.06928275,0.06861192,0.71686747,0.58885017
split_4+12,2003,1999-2002,2003-2014,no_fs,19,19,,0.20000000,0.80000000,0.44000000,0.70736500,0.83129992,0.26977951,0.19487909,0.53630451,0.66202140,0.31325301,0.47735192,0.23690205,0.12243074,0.08182040,0.08186744,0.68674699,0.52264808
split_4+12,2003,1999-2002,2003-2014,no_fs,19,19,,0.15000000,0.85000000,0.45000000,0.70911898,0.83402231,0.27308192,0.20028818,0.53909170,0.66744139,0.31626506,0.48432056,0.24027460,0.12624886,0.08108768,0.08020008,0.68373494,0.51567944
split_4+12,2003,1999-2002,2003-2014,no_fs,19,19,,0.10000000,0.90000000,0.45000000,0.71057363,0.83617012,0.27295918,0.19572708,0.54326068,0.67276871,0.32228916,0.49477352,0.23672566,0.12199313,0.08426280,0.08520217,0.67771084,0.50522648
split_4+12,2003,1999-2002,2003-2014,no_fs,19,19,,0.05000000,0.95000000,0.50000000,0.71175421,0.83781337,0.27311122,0.21767594,0.52162528,0.65759424,0.29216867,0.46341463,0.25638767,0.14224599,0.06871286,0.06686119,0.70783133,0.53658537
split_4+12,2003,1999-2002,2003-2014,no_fs,19,19,,0.00000000,1.00000000,0.52000000,0.71253540,0.83872171,0.27426364,0.22336770,0.51650566,0.65173081,0.28514056,0.45296167,0.26418605,0.14823261,0.06439795,0.06227595,0.71485944,0.54703833
split_4+12,2003,1999-2002,2003-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",1.00000000,0.00000000,0.28000000,0.57474038,0.58045367,0.16886410,0.05771286,0.51298958,0.47417593,0.33433735,0.28222997,0.11295794,0.03214286,0.21289587,0.20333472,0.66566265,0.71777003
split_4+12,2003,1999-2002,2003-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.95000000,0.05000000,0.31000000,0.59705361,0.62345983,0.17316258,0.05990415,0.50414430,0.46331227,0.31224900,0.26132404,0.11979969,0.03382950,0.18602947,0.17857441,0.68775100,0.73867596
split_4+12,2003,1999-2002,2003-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.90000000,0.10000000,0.32000000,0.61318015,0.65238100,0.17826337,0.06830487,0.50616954,0.48714799,0.31124498,0.28571429,0.12489927,0.03878903,0.17682976,0.16940392,0.68875502,0.71428571
split_4+12,2003,1999-2002,2003-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.85000000,0.15000000,0.33000000,0.62649814,0.67510998,0.18084474,0.07263294,0.50396641,0.49527500,0.30522088,0.29268293,0.12848690,0.04146101,0.16787430,0.16190079,0.69477912,0.70731707
split_4+12,2003,1999-2002,2003-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.80000000,0.20000000,0.30000000,0.63801338,0.69439067,0.18731444,0.07214121,0.53046968,0.51649977,0.34839357,0.32752613,0.12809155,0.04053471,0.19229830,0.18549396,0.65160643,0.67247387
split_4+12,2003,1999-2002,2003-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.75000000,0.25000000,0.31000000,0.64818964,0.71125019,0.19246862,0.07584830,0.53207503,0.52194327,0.34638554,0.33101045,0.13325608,0.04283138,0.18269152,0.17699041,0.65361446,0.66898955
split_4+12,2003,1999-2002,2003-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.70000000,0.30000000,0.30000000,0.65732514,0.72623872,0.20127796,0.08656036,0.55309984,0.56856583,0.37951807,0.39721254,0.13695652,0.04857265,0.19392657,0.18616090,0.62048193,0.60278746
split_4+12,2003,1999-2002,2003-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.65000000,0.35000000,0.35000000,0.66553890,0.73988697,0.21109011,0.09352858,0.53467608,0.54329392,0.33634538,0.34494774,0.15381084,0.05409836,0.15004478,0.14431013,0.66365462,0.65505226
split_4+12,2003,1999-2002,2003-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.60000000,0.40000000,0.33000000,0.67304936,0.75227948,0.22068966,0.10846892,0.56535546,0.61497304,0.38554217,0.45296167,0.15458937,0.06161137,0.17096800,0.16506878,0.61445783,0.54703833
split_4+12,2003,1999-2002,2003-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.55000000,0.45000000,0.33000000,0.67972958,0.76342727,0.22994350,0.11165444,0.58098208,0.62973504,0.40863454,0.47735192,0.15998428,0.06322104,0.17398030,0.16923718,0.59136546,0.52264808
split_4+12,2003,1999-2002,2003-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.50000000,0.50000000,0.41000000,0.68566834,0.77326674,0.23722349,0.13202934,0.52803416,0.58083907,0.31224900,0.37630662,0.19126691,0.08005930,0.10705854,0.10345977,0.68775100,0.62369338
split_4+12,2003,1999-2002,2003-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.45000000,0.55000000,0.42000000,0.69085877,0.78185190,0.24469317,0.13901064,0.53400185,0.58999978,0.31827309,0.38675958,0.19874608,0.08473282,0.10404624,0.09995832,0.68172691,0.61324042
split_4+12,2003,1999-2002,2003-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.40000000,0.60000000,0.48000000,0.69535028,0.78934632,0.25128926,0.15435140,0.50003964,0.55197071,0.26907631,0.32752613,0.23570800,0.10096670,0.07074819,0.06977907,0.73092369,0.67247387
split_4+12,2003,1999-2002,2003-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.35000000,0.65000000,0.47000000,0.69923744,0.79586849,0.25701754,0.16415663,0.52004072,0.59184588,0.29417671,0.37979094,0.22819315,0.10470701,0.08068062,0.07769904,0.70582329,0.62020906
split_4+12,2003,1999-2002,2003-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.30000000,0.70000000,0.48000000,0.70258654,0.80148930,0.25917736,0.17134193,0.52047805,0.60296155,0.29417671,0.39372822,0.23162055,0.10949612,0.07913376,0.07661526,0.70582329,0.60627178
split_4+12,2003,1999-2002,2003-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.25000000,0.75000000,0.49000000,0.70534111,0.80631971,0.26413428,0.18264840,0.52584989,0.62169326,0.30020080,0.41811847,0.23580442,0.11684518,0.07888952,0.07561484,0.69979920,0.58188153
split_4+12,2003,1999-2002,2003-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.20000000,0.80000000,0.52000000,0.70764823,0.81024846,0.26602871,0.19404255,0.51046434,0.60957498,0.27911647,0.39721254,0.25411335,0.12837838,0.06643328,0.06452689,0.72088353,0.60278746
split_4+12,2003,1999-2002,2003-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.15000000,0.85000000,0.54000000,0.70961196,0.81352669,0.26705940,0.20230701,0.50595940,0.61087738,0.27309237,0.39721254,0.26128722,0.13571429,0.06260686,0.06052522,0.72690763,0.60278746
split_4+12,2003,1999-2002,2003-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.10000000,0.90000000,0.50000000,0.71109554,0.81595554,0.27336352,0.18294360,0.55086717,0.65074349,0.33333333,0.46341463,0.23168179,0.11396744,0.08963608,0.08620258,0.66666667,0.53658537
split_4+12,2003,1999-2002,2003-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.05000000,0.95000000,0.52000000,0.71226222,0.81763482,0.27742211,0.18564177,0.54695080,0.64042954,0.32630522,0.44599303,0.24127691,0.11721612,0.08320443,0.08036682,0.67369478,0.55400697
split_4+12,2003,1999-2002,2003-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.00000000,1.00000000,0.52000000,0.71306009,0.81835463,0.28026534,0.18961938,0.55639393,0.66084816,0.33935743,0.47735192,0.23870056,0.11830743,0.08776358,0.08511880,0.66064257,0.52264808
split_5+11,2004,1999-2003,2004-2014,no_fs,19,19,,1.00000000,0.00000000,0.20000000,0.59584118,0.62606690,0.17058824,0.06963958,0.54100249,0.54961223,0.40237859,0.39721254,0.10823780,0.03816538,0.27261614,0.23951647,0.59762141,0.60278746
split_5+11,2004,1999-2003,2004-2014,no_fs,19,19,,0.95000000,0.05000000,0.20000000,0.61325011,0.66532832,0.17557895,0.07262740,0.54892702,0.56159734,0.41328048,0.41463415,0.11146752,0.03979933,0.27090465,0.23934973,0.58671952,0.58536585
split_5+11,2004,1999-2003,2004-2014,no_fs,19,19,,0.90000000,0.10000000,0.13000000,0.62597236,0.69189195,0.18117458,0.07502207,0.58892936,0.62538286,0.55797820,0.59233449,0.10814445,0.04004711,0.37840261,0.33972489,0.44202180,0.40766551
split_5+11,2004,1999-2003,2004-2014,no_fs,19,19,,0.85000000,0.15000000,0.16000000,0.63643735,0.71269330,0.18914562,0.08121059,0.59223033,0.62967807,0.52329039,0.56097561,0.11543507,0.04377379,0.32974735,0.29320550,0.47670961,0.43902439
split_5+11,2004,1999-2003,2004-2014,no_fs,19,19,,0.80000000,0.20000000,0.16000000,0.64554668,0.72997082,0.19587629,0.08684802,0.60425571,0.65348587,0.54608523,0.60627178,0.11934156,0.04677419,0.33137734,0.29562318,0.45391477,0.39372822
split_5+11,2004,1999-2003,2004-2014,no_fs,19,19,,0.75000000,0.25000000,0.21000000,0.65370318,0.74496284,0.20230085,0.09853446,0.58647658,0.65096687,0.46184341,0.55052265,0.12951640,0.05410959,0.25525672,0.23026261,0.53815659,0.44947735
split_5+11,2004,1999-2003,2004-2014,no_fs,19,19,,0.70000000,0.30000000,0.23000000,0.66096258,0.75828779,0.21195145,0.10529868,0.58864436,0.65525574,0.44995045,0.54355401,0.13862595,0.05829596,0.22991035,0.21008754,0.55004955,0.45644599
split_5+11,2004,1999-2003,2004-2014,no_fs,19,19,,0.65000000,0.35000000,0.26000000,0.66751551,0.77025009,0.21897810,0.11368910,0.57844397,0.64830793,0.41625372,0.51219512,0.14856739,0.06394084,0.19616952,0.17940809,0.58374628,0.48780488
split_5+11,2004,1999-2003,2004-2014,no_fs,19,19,,0.60000000,0.40000000,0.27000000,0.67333679,0.78077393,0.22534450,0.12000000,0.58021849,0.65277138,0.41328048,0.51219512,0.15490342,0.06796117,0.18541157,0.16807003,0.58671952,0.48780488
split_5+11,2004,1999-2003,2004-2014,no_fs,19,19,,0.55000000,0.45000000,0.33000000,0.67855030,0.79005218,0.23414961,0.13911182,0.54784598,0.63097580,0.34588702,0.45296167,0.17697769,0.08217446,0.13227384,0.12105044,0.65411298,0.54703833
split_5+11,2004,1999-2003,2004-2014,no_fs,19,19,,0.50000000,0.50000000,0.33000000,0.68316416,0.79831085,0.24165554,0.14142480,0.55790372,0.63994085,0.35877106,0.46689895,0.18218420,0.08333333,0.13243684,0.12288454,0.64122894,0.53310105
split_5+11,2004,1999-2003,2004-2014,no_fs,19,19,,0.45000000,0.55000000,0.36000000,0.68723772,0.80553018,0.25277162,0.15523466,0.54910710,0.63465516,0.33894945,0.44947735,0.20153212,0.09381818,0.11043195,0.10387662,0.66105055,0.55052265
split_5+11,2004,1999-2003,2004-2014,no_fs,19,19,,0.40000000,0.60000000,0.39000000,0.69083174,0.81172353,0.25525040,0.16800000,0.53273170,0.63185403,0.31318137,0.43902439,0.21540559,0.10387469,0.09380603,0.09062109,0.68681863,0.56097561
split_5+11,2004,1999-2003,2004-2014,no_fs,19,19,,0.35000000,0.65000000,0.41000000,0.69397763,0.81705124,0.25938567,0.16903409,0.52533068,0.61643959,0.30128840,0.41463415,0.22771536,0.10615522,0.08402608,0.08353481,0.69871160,0.58536585
split_5+11,2004,1999-2003,2004-2014,no_fs,19,19,,0.30000000,0.70000000,0.39000000,0.69670601,0.82165769,0.26206355,0.17743980,0.54633806,0.66407587,0.33102081,0.48780488,0.21688312,0.10844307,0.09828851,0.09595665,0.66897919,0.51219512
split_5+11,2004,1999-2003,2004-2014,no_fs,19,19,,0.25000000,0.75000000,0.41000000,0.69910811,0.82553271,0.26529774,0.18486269,0.53976119,0.66183380,0.32011893,0.48083624,0.22650771,0.11442786,0.08989405,0.08903710,0.67988107,0.51916376
split_5+11,2004,1999-2003,2004-2014,no_fs,19,19,,0.20000000,0.80000000,0.42000000,0.70114423,0.82881921,0.26849543,0.18699187,0.54046160,0.66234843,0.32011893,0.48083624,0.23120974,0.11606392,0.08753056,0.08761984,0.67988107,0.51916376
split_5+11,2004,1999-2003,2004-2014,no_fs,19,19,,0.15000000,0.85000000,0.40000000,0.70283690,0.83148641,0.26985351,0.18047882,0.55853749,0.67909334,0.34687810,0.51219512,0.22082019,0.10953800,0.10065200,0.09962484,0.65312190,0.48780488
split_5+11,2004,1999-2003,2004-2014,no_fs,19,19,,0.10000000,0.90000000,0.43000000,0.70428147,0.83357090,0.27172583,0.19060403,0.54790568,0.67157208,0.33002973,0.49477352,0.23092926,0.11803824,0.09038305,0.08845352,0.66997027,0.50522648
split_5+11,2004,1999-2003,2004-2014,no_fs,19,19,,0.05000000,0.95000000,0.45000000,0.70531387,0.83515954,0.27157360,0.19747899,0.53974735,0.67106733,0.31813677,0.49128920,0.23690037,0.12357581,0.08427058,0.08336807,0.68186323,0.50871080
split_5+11,2004,1999-2003,2004-2014,no_fs,19,19,,0.00000000,1.00000000,0.44000000,0.70588235,0.83611028,0.27128310,0.19240838,0.54780749,0.68226134,0.33002973,0.51219512,0.23029046,0.11845286,0.09070905,0.09120467,0.66997027,0.48780488
split_5+11,2004,1999-2003,2004-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",1.00000000,0.00000000,0.38000000,0.58129378,0.60189365,0.17177097,0.06286837,0.46850910,0.43780251,0.25569871,0.22299652,0.12932331,0.03659234,0.14156479,0.14047520,0.74430129,0.77700348
