split,drift_start_year,old_window,new_window,fs_variant,n_features_before,n_features_after,selected_preview,w_old,w_new,threshold,val_AUC,test_AUC,val_F1,test_F1,val_G_Mean,test_G_Mean,val_Recall,test_Recall,val_Precision,test_Precision,val_Type1_Error,test_Type1_Error,val_Type2_Error,test_Type2_Error
split_5+11,2004,1999-2003,2004-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.95000000,0.05000000,0.30000000,0.60066738,0.63660701,0.17466111,0.06803219,0.51437465,0.51034215,0.33201189,0.32404181,0.11850018,0.03800572,0.20309698,0.19624844,0.66798811,0.67595819
split_5+11,2004,1999-2003,2004-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.90000000,0.10000000,0.36000000,0.61545492,0.66165490,0.17896389,0.07321594,0.48880127,0.48387860,0.28245788,0.27526132,0.13097426,0.04222341,0.15411573,0.14939558,0.71754212,0.72473868
split_5+11,2004,1999-2003,2004-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.85000000,0.15000000,0.28000000,0.62788473,0.68219772,0.18199609,0.07776262,0.53604430,0.55982040,0.36868186,0.39721254,0.12081845,0.04310019,0.22061940,0.21100459,0.63131814,0.60278746
split_5+11,2004,1999-2003,2004-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.80000000,0.20000000,0.17000000,0.63857705,0.69973000,0.18970013,0.07812500,0.60261907,0.64082674,0.57680872,0.62717770,0.11351668,0.04165702,0.37041565,0.34522718,0.42319128,0.37282230
split_5+11,2004,1999-2003,2004-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.75000000,0.25000000,0.23000000,0.64818459,0.71526986,0.19737639,0.08346972,0.58999516,0.62428037,0.48463826,0.53310105,0.12392296,0.04527967,0.28174409,0.26894539,0.51536174,0.46689895
split_5+11,2004,1999-2003,2004-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.70000000,0.30000000,0.25000000,0.65681055,0.72925508,0.20555915,0.09085546,0.59261094,0.63613249,0.47274529,0.53658537,0.13133260,0.04962939,0.25713121,0.24585244,0.52725471,0.46341463
split_5+11,2004,1999-2003,2004-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.65000000,0.35000000,0.27000000,0.66466019,0.74192906,0.21081577,0.09726637,0.59019658,0.64252366,0.45589693,0.53310105,0.13710879,0.05351522,0.23594132,0.22559400,0.54410307,0.46689895
split_5+11,2004,1999-2003,2004-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.60000000,0.40000000,0.37000000,0.67169868,0.75351925,0.21987455,0.10630899,0.53352976,0.56789206,0.33002973,0.37282230,0.16485149,0.06199305,0.13748981,0.13497291,0.66997027,0.62717770
split_5+11,2004,1999-2003,2004-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.55000000,0.45000000,0.39000000,0.67804107,0.76394810,0.23329799,0.11509229,0.53604159,0.56984369,0.32705649,0.36933798,0.18131868,0.06816720,0.12143439,0.12080033,0.67294351,0.63066202
split_5+11,2004,1999-2003,2004-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.50000000,0.50000000,0.40000000,0.68365307,0.77331321,0.24268689,0.12570781,0.54254601,0.58536366,0.33300297,0.38675958,0.19090909,0.07505071,0.11605542,0.11404752,0.66699703,0.61324042
split_5+11,2004,1999-2003,2004-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.45000000,0.55000000,0.42000000,0.68864070,0.78155184,0.24673328,0.13056742,0.53400031,0.57803621,0.31813677,0.37282230,0.20150659,0.07914201,0.10366748,0.10379325,0.68186323,0.62717770
split_5+11,2004,1999-2003,2004-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.40000000,0.60000000,0.40000000,0.69285251,0.78880283,0.25339367,0.13636364,0.56271783,0.62169326,0.36075322,0.43902439,0.19527897,0.08071749,0.12224939,0.11963318,0.63924678,0.56097561
split_5+11,2004,1999-2003,2004-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.35000000,0.65000000,0.40000000,0.69647759,0.79496596,0.25815311,0.14090431,0.57117427,0.63972793,0.37264618,0.46689895,0.19747899,0.08297214,0.12453138,0.12346811,0.62735382,0.53310105
split_5+11,2004,1999-2003,2004-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.30000000,0.70000000,0.41000000,0.69962198,0.80033551,0.25822253,0.14771520,0.56709529,0.65232801,0.36570862,0.48432056,0.19956733,0.08714734,0.12061940,0.12138391,0.63429138,0.51567944
split_5+11,2004,1999-2003,2004-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.25000000,0.75000000,0.38000000,0.70220469,0.80483709,0.26164764,0.14620690,0.59858030,0.68858589,0.42021804,0.55400697,0.18996416,0.08421610,0.14735126,0.14414339,0.57978196,0.44599303
split_5+11,2004,1999-2003,2004-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.20000000,0.80000000,0.38000000,0.70435203,0.80859011,0.26320555,0.14612281,0.60524862,0.69542557,0.43211100,0.56794425,0.18923611,0.08384774,0.15224124,0.14847853,0.56788900,0.43205575
split_5+11,2004,1999-2003,2004-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.15000000,0.85000000,0.36000000,0.70607564,0.81156754,0.26536313,0.14215686,0.62477667,0.71122530,0.47076313,0.60627178,0.18475301,0.08051828,0.17082315,0.16565236,0.52923687,0.39372822
split_5+11,2004,1999-2003,2004-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.10000000,0.90000000,0.39000000,0.70733424,0.81383358,0.26650660,0.15004492,0.61045309,0.70421674,0.44003964,0.58188153,0.19113216,0.08612687,0.15313773,0.14772822,0.55996036,0.41811847
split_5+11,2004,1999-2003,2004-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.05000000,0.95000000,0.39000000,0.70819495,0.81534263,0.26757236,0.14821350,0.61527246,0.70493884,0.44895937,0.58536585,0.19057636,0.08484848,0.15680522,0.15106294,0.55104063,0.41463415
split_5+11,2004,1999-2003,2004-2014,fs,19,9,"X1,X4,X6,X9,X11,X12,X13,X16",0.00000000,1.00000000,0.50000000,0.70857143,0.81587958,0.26957224,0.17859488,0.54808823,0.65605764,0.33102081,0.47386760,0.22736555,0.11003236,0.09250204,0.09170488,0.66897919,0.52613240
split_6+10,2005,1999-2004,2005-2014,no_fs,19,19,,1.00000000,0.00000000,0.17000000,0.60415469,0.63625436,0.17678959,0.07099698,0.57217992,0.58833208,0.48802395,0.49128920,0.10794702,0.03826323,0.32915207,0.29545644,0.51197605,0.50871080
split_6+10,2005,1999-2004,2005-2014,no_fs,19,19,,0.95000000,0.05000000,0.17000000,0.62153806,0.67423273,0.17973856,0.07315843,0.57672704,0.59704229,0.49401198,0.50522648,0.10985353,0.03943432,0.32670848,0.29445602,0.50598802,0.49477352
split_6+10,2005,1999-2004,2005-2014,no_fs,19,19,,0.90000000,0.10000000,0.29000000,0.63426369,0.70022846,0.18477044,0.07953604,0.51889435,0.52712231,0.32934132,0.33449477,0.12840467,0.04513399,0.18245500,0.16932055,0.67065868,0.66550523
split_6+10,2005,1999-2004,2005-2014,no_fs,19,19,,0.85000000,0.15000000,0.29000000,0.64468627,0.72085611,0.19187359,0.08354430,0.52769381,0.53655624,0.33932136,0.34494774,0.13375295,0.04752760,0.17935978,0.16540225,0.66067864,0.65505226
split_6+10,2005,1999-2004,2005-2014,no_fs,19,19,,0.80000000,0.20000000,0.30000000,0.65376635,0.73826812,0.19751626,0.09022556,0.52705057,0.54766329,0.33333333,0.35540070,0.14033613,0.05167173,0.16665309,0.15606503,0.66666667,0.64459930
split_6+10,2005,1999-2004,2005-2014,no_fs,19,19,,0.75000000,0.25000000,0.20000000,0.66176582,0.75354975,0.20576805,0.09841727,0.60301505,0.66780056,0.50199601,0.59581882,0.12940571,0.05363864,0.27563737,0.25152147,0.49800399,0.40418118
split_6+10,2005,1999-2004,2005-2014,no_fs,19,19,,0.70000000,0.30000000,0.23000000,0.66893979,0.76720991,0.21081703,0.10691004,0.59133256,0.66839927,0.45708583,0.57142857,0.13700269,0.05897159,0.23499226,0.21817424,0.54291417,0.42857143
split_6+10,2005,1999-2004,2005-2014,no_fs,19,19,,0.65000000,0.35000000,0.26000000,0.67535858,0.77935580,0.22101167,0.11690246,0.58404045,0.66692633,0.42514970,0.54703833,0.14931651,0.06544393,0.19768673,0.18691121,0.57485030,0.45296167
split_6+10,2005,1999-2004,2005-2014,no_fs,19,19,,0.60000000,0.40000000,0.29000000,0.68109078,0.79013381,0.22815249,0.12806188,0.56954253,0.66130031,0.38822355,0.51916376,0.16154485,0.07303922,0.16445386,0.15764902,0.61177645,0.48083624
split_6+10,2005,1999-2004,2005-2014,no_fs,19,19,,0.55000000,0.45000000,0.27000000,0.68617160,0.79963472,0.23605847,0.12936103,0.59596230,0.68870104,0.43512974,0.57491289,0.16196137,0.07287986,0.18375825,0.17498958,0.56487026,0.42508711
split_6+10,2005,1999-2004,2005-2014,no_fs,19,19,,0.50000000,0.50000000,0.36000000,0.69061860,0.80801989,0.24565382,0.15913201,0.53805583,0.64217161,0.32435130,0.45993031,0.19768856,0.09620991,0.10743667,0.10337641,0.67564870,0.54006969
split_6+10,2005,1999-2004,2005-2014,no_fs,19,19,,0.45000000,0.55000000,0.37000000,0.69446852,0.81536209,0.25294580,0.16770964,0.53793193,0.64891052,0.32135729,0.46689895,0.20854922,0.10221205,0.09953572,0.09812422,0.67864271,0.53310105
split_6+10,2005,1999-2004,2005-2014,no_fs,19,19,,0.40000000,0.60000000,0.37000000,0.69786118,0.82170417,0.25526932,0.17321867,0.54182256,0.66493594,0.32634731,0.49128920,0.20961538,0.10514541,0.10043170,0.10004168,0.67365269,0.50871080
split_6+10,2005,1999-2004,2005-2014,no_fs,19,19,,0.35000000,0.65000000,0.39000000,0.70080520,0.82694212,0.25862069,0.18400000,0.53452555,0.66162177,0.31437126,0.48083624,0.21966527,0.11376752,0.09114605,0.08962068,0.68562874,0.51916376
split_6+10,2005,1999-2004,2005-2014,no_fs,19,19,,0.30000000,0.70000000,0.35000000,0.70338959,0.83154305,0.26499102,0.17256637,0.57083170,0.69404536,0.36826347,0.54355401,0.20695457,0.10256410,0.11517472,0.11379742,0.63173653,0.45644599
split_6+10,2005,1999-2004,2005-2014,no_fs,19,19,,0.25000000,0.75000000,0.36000000,0.70553915,0.83528067,0.26720351,0.18037436,0.56900833,0.70226730,0.36427146,0.55400697,0.21098266,0.10772358,0.11118351,0.10979575,0.63572854,0.44599303
split_6+10,2005,1999-2004,2005-2014,no_fs,19,19,,0.20000000,0.80000000,0.37000000,0.70737274,0.83849920,0.27123696,0.18382781,0.56945075,0.70146356,0.36327345,0.55052265,0.21640904,0.11033520,0.10735522,0.10621092,0.63672655,0.44947735
split_6+10,2005,1999-2004,2005-2014,no_fs,19,19,,0.15000000,0.85000000,0.38000000,0.70885548,0.84113125,0.27389985,0.18712753,0.56826238,0.70054343,0.36027944,0.54703833,0.22093023,0.11286844,0.10368983,0.10287620,0.63972056,0.45296167
split_6+10,2005,1999-2004,2005-2014,no_fs,19,19,,0.10000000,0.90000000,0.39000000,0.71002664,0.84317275,0.27479738,0.19303604,0.56533804,0.70414104,0.35528942,0.55052265,0.22404028,0.11703704,0.10043170,0.09937474,0.64471058,0.44947735
split_6+10,2005,1999-2004,2005-2014,no_fs,19,19,,0.05000000,0.95000000,0.41000000,0.71083361,0.84444041,0.27294686,0.19807074,0.55391799,0.69767585,0.33832335,0.53658537,0.22874494,0.12145110,0.09310092,0.09287203,0.66167665,0.46341463
split_6+10,2005,1999-2004,2005-2014,no_fs,19,19,,0.00000000,1.00000000,0.39000000,0.71117974,0.84450373,0.27430294,0.19426565,0.57022964,0.71960619,0.36327345,0.57839721,0.22033898,0.11673699,0.10491162,0.10471030,0.63672655,0.42160279
split_6+10,2005,1999-2004,2005-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",1.00000000,0.00000000,0.28000000,0.59519431,0.60148450,0.17744219,0.07147457,0.53650061,0.54721518,0.37524950,0.38675958,0.11619283,0.03937567,0.23295593,0.22576073,0.62475050,0.61324042
split_6+10,2005,1999-2004,2005-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.95000000,0.05000000,0.30000000,0.61432608,0.64167242,0.17971888,0.07540521,0.53002051,0.54484784,0.35728543,0.37282230,0.12005366,0.04194434,0.21373300,0.20375156,0.64271457,0.62717770
split_6+10,2005,1999-2004,2005-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.90000000,0.10000000,0.34000000,0.62917823,0.67039025,0.18421808,0.08141447,0.51375430,0.53489217,0.32035928,0.34494774,0.12927910,0.04615385,0.17610165,0.17057107,0.67964072,0.65505226
split_6+10,2005,1999-2004,2005-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.85000000,0.15000000,0.37000000,0.64165893,0.69299577,0.18931884,0.08969466,0.50139783,0.52980910,0.29540918,0.32752613,0.13929412,0.05196241,0.14897776,0.14297624,0.70459082,0.67247387
split_6+10,2005,1999-2004,2005-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.80000000,0.20000000,0.39000000,0.65243643,0.71214806,0.19672131,0.09893617,0.49512477,0.53246568,0.28143713,0.32404181,0.15120643,0.05838041,0.12894029,0.12505211,0.71856287,0.67595819
split_6+10,2005,1999-2004,2005-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.75000000,0.25000000,0.39000000,0.66189215,0.72891696,0.20148989,0.09989142,0.49803766,0.53052794,0.28343313,0.32055749,0.15630160,0.05916399,0.12486764,0.12196749,0.71656687,0.67944251
split_6+10,2005,1999-2004,2005-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.70000000,0.30000000,0.25000000,0.67041501,0.74417157,0.21009842,0.09387998,0.60254014,0.64533743,0.49001996,0.55052265,0.13371460,0.05131536,0.25910239,0.24351813,0.50998004,0.44947735
split_6+10,2005,1999-2004,2005-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.65000000,0.35000000,0.30000000,0.67812160,0.75790072,0.22090016,0.10854419,0.58442865,0.64586656,0.42614770,0.51567944,0.14909218,0.06065574,0.19850126,0.19107962,0.57385230,0.48432056
split_6+10,2005,1999-2004,2005-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.60000000,0.40000000,0.32000000,0.68509523,0.77037340,0.23126219,0.11608222,0.58386470,0.64497453,0.41417166,0.50174216,0.16041747,0.06563355,0.17691618,0.17090454,0.58582834,0.49825784
split_6+10,2005,1999-2004,2005-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.55000000,0.45000000,0.38000000,0.69126222,0.78147283,0.24094708,0.12965964,0.54994959,0.60645190,0.34530938,0.41811847,0.18502674,0.07672634,0.12413456,0.12038349,0.65469062,0.58188153
split_6+10,2005,1999-2004,2005-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.50000000,0.50000000,0.43000000,0.69659110,0.79109095,0.25197505,0.14542936,0.52469141,0.57772582,0.30239521,0.36585366,0.21596579,0.09075194,0.08959844,0.08770321,0.69760479,0.63414634
split_6+10,2005,1999-2004,2005-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.45000000,0.55000000,0.43000000,0.70121425,0.79930314,0.25782537,0.15279673,0.53296918,0.59626358,0.31237525,0.39024390,0.21949509,0.09499576,0.09065733,0.08895373,0.68762475,0.60975610
split_6+10,2005,1999-2004,2005-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.40000000,0.60000000,0.43000000,0.70517046,0.80646814,0.26407452,0.15858453,0.54324210,0.61830986,0.32534930,0.42160279,0.22222222,0.09765940,0.09293801,0.09320550,0.67465070,0.57839721
split_6+10,2005,1999-2004,2005-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.35000000,0.65000000,0.41000000,0.70849797,0.81256534,0.26503341,0.17411492,0.56351110,0.68309171,0.35628743,0.52264808,0.21099291,0.10445682,0.10873992,0.10721134,0.64371257,0.47735192
split_6+10,2005,1999-2004,2005-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.30000000,0.70000000,0.42000000,0.71128038,0.81775856,0.26803341,0.17835910,0.56177735,0.68439809,0.35229541,0.52264808,0.21629902,0.10752688,0.10417855,0.10379325,0.64770459,0.47735192
split_6+10,2005,1999-2004,2005-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.25000000,0.75000000,0.38000000,0.71354733,0.82203909,0.26981009,0.16542843,0.59686787,0.71131066,0.41117764,0.58188153,0.20077973,0.09642032,0.13358312,0.13047103,0.58882236,0.41811847
split_6+10,2005,1999-2004,2005-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.20000000,0.80000000,0.47000000,0.71539344,0.82551179,0.27195226,0.19126819,0.54016969,0.66334628,0.31836327,0.48083624,0.23735119,0.11937716,0.08348945,0.08486870,0.68163673,0.51916376
split_6+10,2005,1999-2004,2005-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.15000000,0.85000000,0.50000000,0.71675262,0.82825132,0.27573696,0.20091324,0.53026110,0.65239013,0.30339321,0.45993031,0.25270158,0.12852970,0.07322636,0.07461442,0.69660679,0.54006969
split_6+10,2005,1999-2004,2005-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.10000000,0.90000000,0.46000000,0.71767063,0.83029108,0.27707006,0.18527919,0.56074365,0.67840688,0.34730539,0.50871080,0.23046358,0.11326610,0.09464853,0.09528970,0.65269461,0.49128920
split_6+10,2005,1999-2004,2005-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.05000000,0.95000000,0.46000000,0.71815305,0.83138096,0.27903352,0.18860992,0.56761642,0.69517072,0.35728543,0.53658537,0.22890026,0.11441308,0.09823247,0.09937474,0.64271457,0.46341463
split_6+10,2005,1999-2004,2005-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.00000000,1.00000000,0.49000000,0.71791596,0.83139520,0.28297162,0.19350474,0.55610269,0.67433314,0.33832335,0.49825784,0.24318508,0.12006717,0.08593305,0.08736974,0.66167665,0.50174216
split_7+9,2006,1999-2005,2006-2014,no_fs,19,19,,1.00000000,0.00000000,0.21000000,0.63255548,0.66284297,0.20368852,0.08009219,0.59224288,0.60114307,0.48299320,0.48432056,0.12905739,0.04365578,0.27379592,0.25385577,0.51700680,0.51567944
split_7+9,2006,1999-2005,2006-2014,no_fs,19,19,,0.95000000,0.05000000,0.28000000,0.64546629,0.69371704,0.20810741,0.08658346,0.56000146,0.56295682,0.39164237,0.38675958,0.14170183,0.04874835,0.19926531,0.18057524,0.60835763,0.61324042
split_7+9,2006,1999-2005,2006-2014,no_fs,19,19,,0.90000000,0.10000000,0.26000000,0.65546855,0.71535817,0.21428571,0.08941004,0.57719498,0.58555046,0.42274052,0.42508711,0.14351699,0.04995905,0.21191837,0.19341392,0.57725948,0.57491289
split_7+9,2006,1999-2005,2006-2014,no_fs,19,19,,0.85000000,0.15000000,0.27000000,0.66397890,0.73323089,0.22005141,0.09483094,0.57734519,0.59025230,0.41593780,0.42508711,0.14959804,0.05336833,0.19861224,0.18040850,0.58406220,0.57491289
split_7+9,2006,1999-2005,2006-2014,no_fs,19,19,,0.80000000,0.20000000,0.26000000,0.67136816,0.74863568,0.22617854,0.09973555,0.59038675,0.61196486,0.43828960,0.45993031,0.15241636,0.05593220,0.20473469,0.18574406,0.56171040,0.54006969
split_7+9,2006,1999-2005,2006-2014,no_fs,19,19,,0.75000000,0.25000000,0.25000000,0.67794157,0.76224966,0.23449282,0.10269483,0.60745127,0.62956250,0.46841594,0.49128920,0.15639195,0.05734038,0.21224490,0.19324719,0.53158406,0.50871080
split_7+9,2006,1999-2005,2006-2014,no_fs,19,19,,0.70000000,0.30000000,0.26000000,0.68378933,0.77439206,0.24073134,0.11553175,0.60751722,0.65626770,0.46064140,0.52613240,0.16294259,0.06489042,0.19877551,0.18140892,0.53935860,0.47386760
split_7+9,2006,1999-2005,2006-2014,no_fs,19,19,,0.65000000,0.35000000,0.30000000,0.68904262,0.78529628,0.24857742,0.13037448,0.58387969,0.64824946,0.40330418,0.49128920,0.17965368,0.07515991,0.15469388,0.14464360,0.59669582,0.50871080
split_7+9,2006,1999-2005,2006-2014,no_fs,19,19,,0.60000000,0.40000000,0.28000000,0.69363043,0.79489915,0.25633803,0.13156771,0.60630222,0.67200491,0.44217687,0.53658537,0.18048393,0.07497566,0.16865306,0.15839933,0.55782313,0.46341463
split_7+9,2006,1999-2005,2006-2014,no_fs,19,19,,0.55000000,0.45000000,0.32000000,0.69769782,0.80346747,0.26072607,0.14765101,0.57753093,0.66004460,0.38386783,0.49825784,0.19740130,0.08666667,0.13110204,0.12563568,0.61613217,0.50174216
split_7+9,2006,1999-2005,2006-2014,no_fs,19,19,,0.50000000,0.50000000,0.34000000,0.70113326,0.81097728,0.26776741,0.15712682,0.56703979,0.65779983,0.36248785,0.48780488,0.21229368,0.09364548,0.11297959,0.11296373,0.63751215,0.51219512
split_7+9,2006,1999-2005,2006-2014,no_fs,19,19,,0.45000000,0.55000000,0.35000000,0.70408980,0.81762436,0.27411546,0.16832262,0.56570898,0.66947792,0.35762877,0.50174216,0.22222222,0.10112360,0.10514286,0.10671113,0.64237123,0.49825784
split_7+9,2006,1999-2005,2006-2014,no_fs,19,19,,0.40000000,0.60000000,0.34000000,0.70660098,0.82344618,0.27548807,0.17322835,0.57382629,0.69048960,0.37026239,0.53658537,0.21934370,0.10328638,0.11069388,0.11146311,0.62973761,0.46341463
split_7+9,2006,1999-2005,2006-2014,no_fs,19,19,,0.35000000,0.65000000,0.37000000,0.70876591,0.82841457,0.27742448,0.18481013,0.55466798,0.67828184,0.33916424,0.50871080,0.23470074,0.11291570,0.09289796,0.09562318,0.66083576,0.49128920
split_7+9,2006,1999-2005,2006-2014,no_fs,19,19,,0.30000000,0.70000000,0.38000000,0.71056330,0.83280258,0.28024440,0.19208306,0.55206624,0.68420112,0.33430515,0.51567944,0.24123422,0.11802233,0.08832653,0.09220509,0.66569485,0.48432056
split_7+9,2006,1999-2005,2006-2014,no_fs,19,19,,0.25000000,0.75000000,0.39000000,0.71207195,0.83657302,0.28010033,0.19654714,0.54611211,0.68529984,0.32555879,0.51567944,0.24578136,0.12141099,0.08391837,0.08928720,0.67444121,0.48432056
split_7+9,2006,1999-2005,2006-2014,no_fs,19,19,,0.20000000,0.80000000,0.38000000,0.71325575,0.83994260,0.28051738,0.19419924,0.55407096,0.69668130,0.33722060,0.53658537,0.24013841,0.11855273,0.08963265,0.09545644,0.66277940,0.46341463
split_7+9,2006,1999-2005,2006-2014,no_fs,19,19,,0.15000000,0.85000000,0.40000000,0.71416727,0.84280500,0.28171404,0.20440882,0.54443591,0.69722604,0.32264334,0.53310105,0.25000000,0.12644628,0.08130612,0.08812005,0.67735666,0.46689895
split_7+9,2006,1999-2005,2006-2014,no_fs,19,19,,0.10000000,0.90000000,0.42000000,0.71475647,0.84516952,0.28395062,0.21142857,0.53805249,0.68861668,0.31292517,0.51567944,0.25988701,0.13297394,0.07485714,0.08045019,0.68707483,0.48432056
split_7+9,2006,1999-2005,2006-2014,no_fs,19,19,,0.05000000,0.95000000,0.34000000,0.71472823,0.84705706,0.27967013,0.17830290,0.58019104,0.71446164,0.37900875,0.57839721,0.22159091,0.10539683,0.11183673,0.11746561,0.62099125,0.42160279
split_7+9,2006,1999-2005,2006-2014,no_fs,19,19,,0.00000000,1.00000000,0.40000000,0.71367264,0.84837236,0.27864798,0.20499680,0.54779374,0.71113708,0.32847425,0.55749129,0.24194703,0.12558870,0.08644898,0.09287203,0.67152575,0.44250871
split_7+9,2006,1999-2005,2006-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",1.00000000,0.00000000,0.26000000,0.61491902,0.60540818,0.19061708,0.07358813,0.56739504,0.57765793,0.43828960,0.44947735,0.12179314,0.04007456,0.26546939,0.25760734,0.56171040,0.55052265
split_7+9,2006,1999-2005,2006-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.95000000,0.05000000,0.29000000,0.63009913,0.64246630,0.19720974,0.07979408,0.55962677,0.57871473,0.40524781,0.43205575,0.13031250,0.04395604,0.22718367,0.22484368,0.59475219,0.56794425
split_7+9,2006,1999-2005,2006-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.90000000,0.10000000,0.28000000,0.64245382,0.66891054,0.20368664,0.08133670,0.57353506,0.58839133,0.42954325,0.44947735,0.13349441,0.04471404,0.23420408,0.22976240,0.57045675,0.55052265
split_7+9,2006,1999-2005,2006-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.85000000,0.15000000,0.30000000,0.65302279,0.69041224,0.21002979,0.08458390,0.56976726,0.58416624,0.41107872,0.43205575,0.14104702,0.04688091,0.21028571,0.21017090,0.58892128,0.56794425
split_7+9,2006,1999-2005,2006-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.80000000,0.20000000,0.30000000,0.66216561,0.70880172,0.21636546,0.08984105,0.57667355,0.59951969,0.41885326,0.45296167,0.14585448,0.04986575,0.20604082,0.20650271,0.58114674,0.54703833
split_7+9,2006,1999-2005,2006-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.75000000,0.25000000,0.30000000,0.67040860,0.72553677,0.22334258,0.09433962,0.58551735,0.61212646,0.43051506,0.47038328,0.15078285,0.05242718,0.20367347,0.20341809,0.56948494,0.52961672
split_7+9,2006,1999-2005,2006-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.70000000,0.30000000,0.32000000,0.67781309,0.74041536,0.23012212,0.10061920,0.58049397,0.60920460,0.41205053,0.45296167,0.15963855,0.05659556,0.18220408,0.18065861,0.58794947,0.54703833
split_7+9,2006,1999-2005,2006-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.65000000,0.35000000,0.32000000,0.68437707,0.75405403,0.23779656,0.11033951,0.58953192,0.63910169,0.42371234,0.49825784,0.16527672,0.06203905,0.17975510,0.18024177,0.57628766,0.50174216
split_7+9,2006,1999-2005,2006-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.60000000,0.40000000,0.38000000,0.69032189,0.76634486,0.24957613,0.12605932,0.55885543,0.60283122,0.35762877,0.41463415,0.19166667,0.07432854,0.12669388,0.12355148,0.64237123,0.58536585
split_7+9,2006,1999-2005,2006-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.55000000,0.45000000,0.39000000,0.69548648,0.77734219,0.25706215,0.13927577,0.55873759,0.62074403,0.35374150,0.43554007,0.20188575,0.08289125,0.11746939,0.11529804,0.64625850,0.56445993
split_7+9,2006,1999-2005,2006-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.50000000,0.50000000,0.40000000,0.70002650,0.78711891,0.26248633,0.14962011,0.55783925,0.63071840,0.34985423,0.44599303,0.21003501,0.08988764,0.11053061,0.10804502,0.65014577,0.55400697
split_7+9,2006,1999-2005,2006-2014,fs,19,9,"X1,X4,X6,X9,X10,X11,X12,X13",0.45000000,0.55000000,0.42000000,0.70391559,0.79560357,0.26625146,0.15877081,0.54759284,0.62497770,0.33236152,0.43205575,0.22207792,0.09725490,0.09779592,0.09595665,0.66763848,0.56794425
