split,drift_start_year,old_window,new_window,fs_variant,method,selected_component,w_new,threshold,val_AUC,test_AUC,val_F1,test_F1,val_G_Mean,test_G_Mean,val_Recall,test_Recall,val_Precision,test_Precision,val_Type1_Error,test_Type1_Error,val_Type2_Error,test_Type2_Error
split_7+9,2006,1999-2005,2006-2014,no_fs,Equal6,Old3/New3 equal weight,0.50000000,0.34000000,0.70113326,0.81097728,0.26776741,0.15712682,0.56703979,0.65779983,0.36248785,0.48780488,0.21229368,0.09364548,0.11297959,0.11296373,0.63751215,0.51219512
split_7+9,2006,1999-2005,2006-2014,no_fs,ValBestSingle_F1,New_under,,0.12000000,0.72786291,0.87310218,0.29292543,0.22709677,0.57935643,0.74677165,0.37220603,0.61324042,0.24148802,0.13935075,0.09820408,0.09062109,0.62779397,0.38675958
split_7+9,2006,1999-2005,2006-2014,no_fs,ValBestSingle_AUC,New_under,,0.12000000,0.72786291,0.87310218,0.29292543,0.22709677,0.57935643,0.74677165,0.37220603,0.61324042,0.24148802,0.13935075,0.09820408,0.09062109,0.62779397,0.38675958
split_7+9,2006,1999-2005,2006-2014,no_fs,DAWCE_F1,Old3/New3 w_new=0.90,0.90000000,0.42000000,0.71475647,0.84516952,0.28395062,0.21142857,0.53805249,0.68861668,0.31292517,0.51567944,0.25988701,0.13297394,0.07485714,0.08045019,0.68707483,0.48432056
split_7+9,2006,1999-2005,2006-2014,no_fs,DAWCE_AUC,Old3/New3 w_new=0.90,0.90000000,0.42000000,0.71475647,0.84516952,0.28395062,0.21142857,0.53805249,0.68861668,0.31292517,0.51567944,0.25988701,0.13297394,0.07485714,0.08045019,0.68707483,0.48432056
split_7+9,2006,1999-2005,2006-2014,fs,New_under,New_under,1.00000000,0.16000000,0.72818112,0.85664933,0.29270386,0.20214190,0.55264778,0.69268568,0.33138970,0.52613240,0.26210607,0.12510356,0.07836735,0.08803668,0.66861030,0.47386760
split_7+9,2006,1999-2005,2006-2014,fs,New3_mean,New_under+New_over+New_hybrid,1.00000000,0.43000000,0.71845874,0.83590462,0.28757696,0.17429675,0.58631552,0.69838163,0.38581147,0.55052265,0.22921478,0.10353866,0.10897959,0.11404752,0.61418853,0.44947735
split_7+9,2006,1999-2005,2006-2014,fs,Equal6,Old3/New3 equal weight,0.50000000,0.40000000,0.70002650,0.78711891,0.26248633,0.14962011,0.55783925,0.63071840,0.34985423,0.44599303,0.21003501,0.08988764,0.11053061,0.10804502,0.65014577,0.55400697
split_7+9,2006,1999-2005,2006-2014,fs,ValBestSingle_F1,New_under,,0.16000000,0.72818112,0.85664933,0.29270386,0.20214190,0.55264778,0.69268568,0.33138970,0.52613240,0.26210607,0.12510356,0.07836735,0.08803668,0.66861030,0.47386760
split_7+9,2006,1999-2005,2006-2014,fs,ValBestSingle_AUC,New_under,,0.16000000,0.72818112,0.85664933,0.29270386,0.20214190,0.55264778,0.69268568,0.33138970,0.52613240,0.26210607,0.12510356,0.07836735,0.08803668,0.66861030,0.47386760
split_7+9,2006,1999-2005,2006-2014,fs,DAWCE_F1,Old3/New3 w_new=0.90,0.90000000,0.44000000,0.71778918,0.83095628,0.29001157,0.18040621,0.57442723,0.68696301,0.36540330,0.52613240,0.24040921,0.10886806,0.09697959,0.10304293,0.63459670,0.47386760
split_7+9,2006,1999-2005,2006-2014,fs,DAWCE_AUC,Old3/New3 w_new=1.00,1.00000000,0.43000000,0.71845874,0.83590462,0.28757696,0.17429675,0.58631552,0.69838163,0.38581147,0.55052265,0.22921478,0.10353866,0.10897959,0.11404752,0.61418853,0.44947735
split_8+8,2007,1999-2006,2007-2014,no_fs,New_under,New_under,1.00000000,0.10000000,0.72102769,0.87324016,0.28482972,0.23886640,0.55801415,0.75125503,0.34360411,0.61672474,0.24322538,0.14811715,0.09378327,0.08486870,0.65639589,0.38327526
split_8+8,2007,1999-2006,2007-2014,no_fs,New3_mean,New_under+New_over+New_hybrid,1.00000000,0.31000000,0.71356668,0.84914882,0.27466938,0.19701810,0.57665224,0.75434890,0.37815126,0.64459930,0.21565495,0.11627907,0.12064870,0.11721551,0.62184874,0.35540070
split_8+8,2007,1999-2006,2007-2014,no_fs,Equal6,Old3/New3 equal weight,0.50000000,0.28000000,0.70368877,0.81734433,0.26544487,0.14905149,0.59603893,0.70032944,0.41923436,0.57491289,0.19420415,0.08562532,0.15259235,0.14689454,0.58076564,0.42508711
split_8+8,2007,1999-2006,2007-2014,no_fs,ValBestSingle_F1,New_under,,0.10000000,0.72102769,0.87324016,0.28482972,0.23886640,0.55801415,0.75125503,0.34360411,0.61672474,0.24322538,0.14811715,0.09378327,0.08486870,0.65639589,0.38327526
split_8+8,2007,1999-2006,2007-2014,no_fs,ValBestSingle_AUC,New_under,,0.10000000,0.72102769,0.87324016,0.28482972,0.23886640,0.55801415,0.75125503,0.34360411,0.61672474,0.24322538,0.14811715,0.09378327,0.08486870,0.65639589,0.38327526
split_8+8,2007,1999-2006,2007-2014,no_fs,DAWCE_F1,Old3/New3 w_new=1.00,1.00000000,0.31000000,0.71356668,0.84914882,0.27466938,0.19701810,0.57665224,0.75434890,0.37815126,0.64459930,0.21565495,0.11627907,0.12064870,0.11721551,0.62184874,0.35540070
split_8+8,2007,1999-2006,2007-2014,no_fs,DAWCE_AUC,Old3/New3 w_new=0.90,0.90000000,0.37000000,0.71642317,0.84730020,0.27323272,0.20519481,0.54053432,0.70729521,0.32119514,0.55052265,0.23773324,0.12609737,0.09034319,0.09128804,0.67880486,0.44947735
split_8+8,2007,1999-2006,2007-2014,fs,New_under,New_under,1.00000000,0.17000000,0.70688932,0.85173308,0.27968338,0.23960067,0.52478173,0.68519471,0.29691877,0.50174216,0.26433915,0.15737705,0.07248751,0.06427678,0.70308123,0.49825784
split_8+8,2007,1999-2006,2007-2014,fs,New3_mean,New_under+New_over+New_hybrid,1.00000000,0.52000000,0.70579609,0.83582067,0.29247911,0.19816819,0.52499176,0.62221635,0.29411765,0.41463415,0.29085873,0.13019694,0.06290441,0.06627762,0.70588235,0.58536585
split_8+8,2007,1999-2006,2007-2014,fs,Equal6,Old3/New3 equal weight,0.50000000,0.41000000,0.69710911,0.79168324,0.27472105,0.15579481,0.54896483,0.62193571,0.33333333,0.42857143,0.23363874,0.09520124,0.09591285,0.09745727,0.66666667,0.57142857
split_8+8,2007,1999-2006,2007-2014,fs,ValBestSingle_F1,New_hybrid,,0.69000000,0.69705068,0.82344095,0.28625521,0.18459580,0.56434254,0.67620417,0.35294118,0.50522648,0.24076433,0.11292835,0.09763289,0.09495623,0.64705882,0.49477352
split_8+8,2007,1999-2006,2007-2014,fs,ValBestSingle_AUC,New_under,,0.17000000,0.70688932,0.85173308,0.27968338,0.23960067,0.52478173,0.68519471,0.29691877,0.50174216,0.26433915,0.15737705,0.07248751,0.06427678,0.70308123,0.49825784
split_8+8,2007,1999-2006,2007-2014,fs,DAWCE_F1,Old3/New3 w_new=0.95,0.95000000,0.50000000,0.70662074,0.83431947,0.29549550,0.19873817,0.53447312,0.63853807,0.30625584,0.43902439,0.28546562,0.12844037,0.06724547,0.07127970,0.69374416,0.56097561
split_8+8,2007,1999-2006,2007-2014,fs,DAWCE_AUC,Old3/New3 w_new=0.85,0.85000000,0.47000000,0.70695770,0.82945275,0.29426861,0.19613670,0.54489706,0.65144907,0.32119514,0.45993031,0.27150750,0.12464589,0.07559997,0.07728220,0.67880486,0.54006969
split_9+7,2008,1999-2007,2008-2014,no_fs,New_under,New_under,1.00000000,0.05000000,0.71775425,0.86745435,0.26944274,0.20152672,0.59386205,0.77767146,0.41198502,0.68989547,0.20018198,0.11799762,0.14396855,0.12338474,0.58801498,0.31010453
split_9+7,2008,1999-2007,2008-2014,no_fs,New3_mean,New_under+New_over+New_hybrid,1.00000000,0.23000000,0.71007905,0.84710383,0.27199039,0.17416268,0.60107049,0.74057277,0.42415730,0.63414634,0.20017676,0.10094287,0.14822701,0.13513964,0.57584270,0.36585366
split_9+7,2008,1999-2007,2008-2014,no_fs,Equal6,Old3/New3 equal weight,0.50000000,0.29000000,0.69529139,0.82337995,0.26604069,0.16526472,0.58521294,0.71124245,0.39794007,0.58188153,0.19981194,0.09630911,0.13938252,0.13063777,0.60205993,0.41811847
split_9+7,2008,1999-2007,2008-2014,no_fs,ValBestSingle_F1,New_hybrid,,0.46000000,0.69997860,0.83031141,0.26981919,0.18139804,0.56661161,0.69881615,0.36329588,0.54703833,0.21460177,0.10872576,0.11628859,0.10729471,0.63670412,0.45296167
split_9+7,2008,1999-2007,2008-2014,no_fs,ValBestSingle_AUC,New_under,,0.05000000,0.71775425,0.86745435,0.26944274,0.20152672,0.59386205,0.77767146,0.41198502,0.68989547,0.20018198,0.11799762,0.14396855,0.12338474,0.58801498,0.31010453
split_9+7,2008,1999-2007,2008-2014,no_fs,DAWCE_F1,Old3/New3 w_new=0.85,0.85000000,0.25000000,0.70856065,0.84429256,0.27397260,0.17279047,0.59539401,0.72648290,0.41198502,0.60627178,0.20522388,0.10075275,0.13954631,0.12947061,0.58801498,0.39372822
split_9+7,2008,1999-2007,2008-2014,no_fs,DAWCE_AUC,Old3/New3 w_new=0.95,0.95000000,0.24000000,0.71046091,0.84665359,0.27230911,0.17370209,0.59681207,0.73536357,0.41573034,0.62369338,0.20246238,0.10090192,0.14323151,0.13297207,0.58426966,0.37630662
split_9+7,2008,1999-2007,2008-2014,fs,New_under,New_under,1.00000000,0.14000000,0.70940489,0.84015204,0.27354260,0.20991736,0.51530354,0.64276232,0.28558052,0.44250871,0.26247849,0.13759480,0.07018262,0.06636098,0.71441948,0.55749129
split_9+7,2008,1999-2007,2008-2014,fs,New3_mean,New_under+New_over+New_hybrid,1.00000000,0.47000000,0.70113465,0.83508372,0.27696290,0.19648562,0.52696810,0.63125864,0.30056180,0.42857143,0.25680000,0.12746114,0.07607895,0.07019591,0.69943820,0.57142857
split_9+7,2008,1999-2007,2008-2014,fs,Equal6,Old3/New3 equal weight,0.50000000,0.40000000,0.69138850,0.79996166,0.27947933,0.16655907,0.55566407,0.63798237,0.34176030,0.44947735,0.23639896,0.10221870,0.09655229,0.09445602,0.65823970,0.55052265
split_9+7,2008,1999-2007,2008-2014,fs,ValBestSingle_F1,New_hybrid,,0.65000000,0.69425822,0.83244412,0.27695716,0.18298969,0.56102487,0.66966534,0.35112360,0.49477352,0.22865854,0.11225296,0.10359512,0.09362234,0.64887640,0.50522648
split_9+7,2008,1999-2007,2008-2014,fs,ValBestSingle_AUC,New_under,,0.14000000,0.70940489,0.84015204,0.27354260,0.20991736,0.51530354,0.64276232,0.28558052,0.44250871,0.26247849,0.13759480,0.07018262,0.06636098,0.71441948,0.55749129
split_9+7,2008,1999-2007,2008-2014,fs,DAWCE_F1,Old3/New3 w_new=0.70,0.70000000,0.40000000,0.69916653,0.82010042,0.28385616,0.18099548,0.56031411,0.66502439,0.34737828,0.48780488,0.23997413,0.11111111,0.09622472,0.09337224,0.65262172,0.51219512
split_9+7,2008,1999-2007,2008-2014,fs,DAWCE_AUC,Old3/New3 w_new=0.90,0.90000000,0.47000000,0.70192499,0.83149309,0.27765535,0.20428336,0.52301379,0.63492674,0.29494382,0.43205575,0.26228143,0.13376483,0.07255753,0.06694456,0.70505618,0.56794425
split_10+6,2009,1999-2008,2009-2014,no_fs,New_under,New_under,1.00000000,0.11000000,0.71885270,0.85322659,0.26161137,0.24398931,0.49750855,0.67047340,0.26462128,0.47735192,0.25866917,0.16387560,0.06464531,0.05827428,0.73537872,0.52264808
split_10+6,2009,1999-2008,2009-2014,no_fs,New3_mean,New_under+New_over+New_hybrid,1.00000000,0.20000000,0.70976931,0.84415719,0.26378313,0.17454195,0.59484442,0.73906917,0.41514861,0.63066202,0.19330357,0.10128707,0.14767898,0.13388912,0.58485139,0.36933798
split_10+6,2009,1999-2008,2009-2014,no_fs,Equal6,Old3/New3 equal weight,0.50000000,0.32000000,0.69971340,0.81975794,0.26415094,0.17869822,0.54872346,0.68645202,0.33557047,0.52613240,0.21779714,0.10762651,0.10272965,0.10437682,0.66442953,0.47386760
split_10+6,2009,1999-2008,2009-2014,no_fs,ValBestSingle_F1,New_under,,0.11000000,0.71885270,0.85322659,0.26161137,0.24398931,0.49750855,0.67047340,0.26462128,0.47735192,0.25866917,0.16387560,0.06464531,0.05827428,0.73537872,0.52264808
split_10+6,2009,1999-2008,2009-2014,no_fs,ValBestSingle_AUC,New_under,,0.11000000,0.71885270,0.85322659,0.26161137,0.24398931,0.49750855,0.67047340,0.26462128,0.47735192,0.25866917,0.16387560,0.06464531,0.05827428,0.73537872,0.52264808
split_10+6,2009,1999-2008,2009-2014,no_fs,DAWCE_F1,Old3/New3 w_new=0.75,0.75000000,0.25000000,0.70731150,0.83682371,0.27066184,0.17962185,0.58572665,0.72387341,0.39405561,0.59581882,0.20611836,0.10575139,0.12937234,0.12055023,0.60594439,0.40418118
split_10+6,2009,1999-2008,2009-2014,no_fs,DAWCE_AUC,Old3/New3 w_new=0.95,0.95000000,0.20000000,0.71027260,0.84541004,0.26554013,0.17403709,0.59894300,0.74217490,0.42186002,0.63763066,0.19374725,0.10077093,0.14964041,0.13614006,0.57813998,0.36236934
split_10+6,2009,1999-2008,2009-2014,fs,New_under,New_under,1.00000000,0.13000000,0.70557997,0.84392161,0.26722145,0.20282627,0.50820002,0.63003872,0.27708533,0.42508711,0.25803571,0.13318777,0.06791435,0.06619425,0.72291467,0.57491289
split_10+6,2009,1999-2008,2009-2014,fs,New3_mean,New_under+New_over+New_hybrid,1.00000000,0.48000000,0.70161316,0.82365329,0.27659574,0.19965577,0.52641247,0.61530973,0.29913710,0.40418118,0.25721352,0.13257143,0.07363517,0.06327637,0.70086290,0.59581882
split_10+6,2009,1999-2008,2009-2014,fs,Equal6,Old3/New3 equal weight,0.50000000,0.31000000,0.69890120,0.78991304,0.26659039,0.13681917,0.61174696,0.68016358,0.44678811,0.54703833,0.18997146,0.07818725,0.16238967,0.15431430,0.55321189,0.45296167
split_10+6,2009,1999-2008,2009-2014,fs,ValBestSingle_F1,New_under,,0.13000000,0.70557997,0.84392161,0.26722145,0.20282627,0.50820002,0.63003872,0.27708533,0.42508711,0.25803571,0.13318777,0.06791435,0.06619425,0.72291467,0.57491289
split_10+6,2009,1999-2008,2009-2014,fs,ValBestSingle_AUC,New_under,,0.13000000,0.70557997,0.84392161,0.26722145,0.20282627,0.50820002,0.63003872,0.27708533,0.42508711,0.25803571,0.13318777,0.06791435,0.06619425,0.72291467,0.57491289
split_10+6,2009,1999-2008,2009-2014,fs,DAWCE_F1,Old3/New3 w_new=0.80,0.80000000,0.47000000,0.70498767,0.81346002,0.27859779,0.20017873,0.51968657,0.60565626,0.28954938,0.39024390,0.26844444,0.13461538,0.06726054,0.06002501,0.71045062,0.60975610
split_10+6,2009,1999-2008,2009-2014,fs,DAWCE_AUC,Old3/New3 w_new=0.80,0.80000000,0.47000000,0.70498767,0.81346002,0.27859779,0.20017873,0.51968657,0.60565626,0.28954938,0.39024390,0.26844444,0.13461538,0.06726054,0.06002501,0.71045062,0.60975610
split_11+5,2010,1999-2009,2010-2014,no_fs,New_under,New_under,1.00000000,0.05000000,0.71433758,0.85362223,0.26995219,0.20840951,0.55933485,0.73284141,0.35019084,0.59581882,0.21962896,0.12629247,0.10661434,0.09862443,0.64980916,0.40418118
split_11+5,2010,1999-2009,2010-2014,no_fs,New3_mean,New_under+New_over+New_hybrid,1.00000000,0.31000000,0.71350423,0.84299962,0.26747967,0.21152542,0.53491503,0.70483252,0.31393130,0.54355401,0.23300283,0.13131313,0.08854550,0.08603585,0.68606870,0.45644599
split_11+5,2010,1999-2009,2010-2014,no_fs,Equal6,Old3/New3 equal weight,0.50000000,0.37000000,0.69682233,0.82299158,0.27292867,0.20950966,0.52176950,0.67356507,0.29389313,0.49128920,0.25475600,0.13314448,0.07366528,0.07653189,0.70610687,0.50871080
split_11+5,2010,1999-2009,2010-2014,no_fs,ValBestSingle_F1,New_under,,0.05000000,0.71433758,0.85362223,0.26995219,0.20840951,0.55933485,0.73284141,0.35019084,0.59581882,0.21962896,0.12629247,0.10661434,0.09862443,0.64980916,0.40418118
split_11+5,2010,1999-2009,2010-2014,no_fs,ValBestSingle_AUC,New_under,,0.05000000,0.71433758,0.85362223,0.26995219,0.20840951,0.55933485,0.73284141,0.35019084,0.59581882,0.21962896,0.12629247,0.10661434,0.09862443,0.64980916,0.40418118
split_11+5,2010,1999-2009,2010-2014,no_fs,DAWCE_F1,Old3/New3 w_new=0.65,0.65000000,0.36000000,0.70268460,0.83282291,0.27674624,0.22035195,0.52598759,0.68198220,0.29866412,0.50174216,0.25782537,0.14117647,0.07366528,0.07303043,0.70133588,0.49825784
split_11+5,2010,1999-2009,2010-2014,no_fs,DAWCE_AUC,Old3/New3 w_new=1.00,1.00000000,0.31000000,0.71350423,0.84299962,0.26747967,0.21152542,0.53491503,0.70483252,0.31393130,0.54355401,0.23300283,0.13131313,0.08854550,0.08603585,0.68606870,0.45644599
split_11+5,2010,1999-2009,2010-2014,fs,New_under,New_under,1.00000000,0.09000000,0.69721202,0.85314816,0.26127893,0.20026008,0.53610141,0.69822065,0.31774809,0.53658537,0.22185210,0.12310152,0.09549505,0.09145477,0.68225191,0.46341463
split_11+5,2010,1999-2009,2010-2014,fs,New3_mean,New_under+New_over+New_hybrid,1.00000000,0.43000000,0.70512303,0.83682574,0.26910299,0.19003831,0.53195259,0.63234024,0.30916031,0.43205575,0.23823529,0.12180747,0.08470280,0.07453105,0.69083969,0.56794425
split_11+5,2010,1999-2009,2010-2014,fs,Equal6,Old3/New3 equal weight,0.50000000,0.35000000,0.69900121,0.80745142,0.27697479,0.16281628,0.58688544,0.67544253,0.39312977,0.51567944,0.21380384,0.09666884,0.12386559,0.11529804,0.60687023,0.48432056
split_11+5,2010,1999-2009,2010-2014,fs,ValBestSingle_F1,New_hybrid,,0.56000000,0.69861511,0.82350660,0.26868756,0.16724739,0.57233179,0.66913419,0.37213740,0.50174216,0.21024259,0.10034843,0.11977761,0.10762818,0.62786260,0.49825784
split_11+5,2010,1999-2009,2010-2014,fs,ValBestSingle_AUC,New_hybrid,,0.56000000,0.69861511,0.82350660,0.26868756,0.16724739,0.57233179,0.66913419,0.37213740,0.50174216,0.21024259,0.10034843,0.11977761,0.10762818,0.62786260,0.49825784
split_11+5,2010,1999-2009,2010-2014,fs,DAWCE_F1,Old3/New3 w_new=0.45,0.45000000,0.38000000,0.69689879,0.80190149,0.27740986,0.15980332,0.56718928,0.63817631,0.35973282,0.45296167,0.22574850,0.09701493,0.10571499,0.10087536,0.64026718,0.54703833
split_11+5,2010,1999-2009,2010-2014,fs,DAWCE_AUC,Old3/New3 w_new=0.90,0.90000000,0.38000000,0.70692322,0.83399762,0.27049490,0.18363273,0.55402420,0.66153088,0.34160305,0.48083624,0.22388993,0.11348684,0.10146349,0.08987078,0.65839695,0.51916376
split_12+4,2011,1999-2010,2011-2014,no_fs,New_under,New_under,1.00000000,0.05000000,0.71745561,0.85473971,0.27042965,0.22835821,0.53161068,0.70221208,0.30806142,0.53310105,0.24099099,0.14529915,0.08261829,0.07503126,0.69193858,0.46689895
split_12+4,2011,1999-2010,2011-2014,no_fs,New3_mean,New_under+New_over+New_hybrid,1.00000000,0.30000000,0.71767940,0.84493045,0.27360140,0.20594634,0.52676499,0.67497231,0.30038388,0.49477352,0.25120385,0.13003663,0.07624418,0.07919967,0.69961612,0.50522648
split_12+4,2011,1999-2010,2011-2014,no_fs,Equal6,Old3/New3 equal weight,0.50000000,0.28000000,0.70573018,0.82739963,0.27314326,0.17994580,0.57395591,0.71503508,0.37236084,0.57839721,0.21567538,0.10654685,0.11530604,0.11604835,0.62763916,0.42160279
split_12+4,2011,1999-2010,2011-2014,no_fs,ValBestSingle_F1,New_under,,0.05000000,0.71745561,0.85473971,0.27042965,0.22835821,0.53161068,0.70221208,0.30806142,0.53310105,0.24099099,0.14529915,0.08261829,0.07503126,0.69193858,0.46689895
split_12+4,2011,1999-2010,2011-2014,no_fs,ValBestSingle_AUC,New_under,,0.05000000,0.71745561,0.85473971,0.27042965,0.22835821,0.53161068,0.70221208,0.30806142,0.53310105,0.24099099,0.14529915,0.08261829,0.07503126,0.69193858,0.46689895
split_12+4,2011,1999-2010,2011-2014,no_fs,DAWCE_F1,Old3/New3 w_new=0.85,0.85000000,0.32000000,0.71559014,0.84017440,0.28032345,0.21423106,0.52733995,0.67232255,0.29942418,0.48780488,0.26351351,0.13725490,0.07125930,0.07336390,0.70057582,0.51219512
split_12+4,2011,1999-2010,2011-2014,no_fs,DAWCE_AUC,Old3/New3 w_new=0.95,0.95000000,0.31000000,0.71817128,0.84336069,0.27849224,0.21321321,0.52839866,0.67640690,0.30134357,0.49477352,0.25886232,0.13588517,0.07346572,0.07528137,0.69865643,0.50522648
split_12+4,2011,1999-2010,2011-2014,fs,New_under,New_under,1.00000000,0.10000000,0.68526092,0.83170311,0.25815471,0.22443890,0.49786474,0.66314131,0.26583493,0.47038328,0.25090580,0.14737991,0.06758192,0.06511046,0.73416507,0.52961672
split_12+4,2011,1999-2010,2011-2014,fs,New3_mean,New_under+New_over+New_hybrid,1.00000000,0.28000000,0.70281682,0.81621262,0.26138614,0.17334065,0.57497516,0.69805297,0.38003839,0.55052265,0.19919517,0.10286458,0.13009725,0.11488120,0.61996161,0.44947735
split_12+4,2011,1999-2010,2011-2014,fs,Equal6,Old3/New3 equal weight,0.50000000,0.37000000,0.70218142,0.81039995,0.27297402,0.17734628,0.55235772,0.65783030,0.33781190,0.47735192,0.22901757,0.10890302,0.09683746,0.09345561,0.66218810,0.52264808
split_12+4,2011,1999-2010,2011-2014,fs,ValBestSingle_F1,New_hybrid,,0.52000000,0.69574873,0.80574107,0.26152197,0.17750760,0.55796120,0.67624670,0.35124760,0.50871080,0.20830962,0.10751105,0.11367165,0.10104210,0.64875240,0.49128920
split_12+4,2011,1999-2010,2011-2014,fs,ValBestSingle_AUC,New_hybrid,,0.52000000,0.69574873,0.80574107,0.26152197,0.17750760,0.55796120,0.67624670,0.35124760,0.50871080,0.20830962,0.10751105,0.11367165,0.10104210,0.64875240,0.49128920
split_12+4,2011,1999-2010,2011-2014,fs,DAWCE_F1,Old3/New3 w_new=0.55,0.55000000,0.34000000,0.70373652,0.81370315,0.27600849,0.16891496,0.57588490,0.66966534,0.37428023,0.50174216,0.21860987,0.10155148,0.11391681,0.10621092,0.62571977,0.49825784
split_12+4,2011,1999-2010,2011-2014,fs,DAWCE_AUC,Old3/New3 w_new=0.80,0.80000000,0.32000000,0.70689299,0.82189182,0.26988636,0.18051405,0.56845382,0.68699493,0.36468330,0.52613240,0.21420519,0.10894661,0.11391681,0.10295957,0.63531670,0.47386760
split_13+3,2012,1999-2011,2012-2014,no_fs,New_under,New_under,1.00000000,0.05000000,0.70461759,0.85030668,0.24559733,0.23588040,0.48230651,0.68029852,0.24903475,0.49477352,0.24225352,0.15485278,0.06591522,0.06461025,0.75096525,0.50522648
split_13+3,2012,1999-2011,2012-2014,no_fs,New3_mean,New_under+New_over+New_hybrid,1.00000000,0.21000000,0.70761119,0.83802833,0.26237425,0.19536631,0.53461039,0.70089974,0.31467181,0.54355401,0.22498275,0.11908397,0.09172588,0.09620675,0.68532819,0.45644599
split_13+3,2012,1999-2011,2012-2014,no_fs,Equal6,Old3/New3 equal weight,0.50000000,0.28000000,0.70443240,0.82959973,0.27796113,0.18602029,0.57151252,0.71522741,0.36583012,0.57491289,0.22412774,0.11096167,0.10716328,0.11021259,0.63416988,0.42508711
split_13+3,2012,1999-2011,2012-2014,no_fs,ValBestSingle_F1,New_hybrid,,0.49000000,0.69944822,0.82652557,0.25324675,0.21052632,0.49526056,0.66297615,0.26351351,0.47386760,0.24375000,0.13532338,0.06918239,0.07244685,0.73648649,0.52613240
split_13+3,2012,1999-2011,2012-2014,no_fs,ValBestSingle_AUC,New_under,,0.05000000,0.70461759,0.85030668,0.24559733,0.23588040,0.48230651,0.68029852,0.24903475,0.49477352,0.24225352,0.15485278,0.06591522,0.06461025,0.75096525,0.50522648
split_13+3,2012,1999-2011,2012-2014,no_fs,DAWCE_F1,Old3/New3 w_new=0.70,0.70000000,0.24000000,0.70772078,0.83679379,0.28174450,0.19914997,0.56397872,0.71725341,0.35231660,0.57142857,0.23472669,0.12058824,0.09719840,0.09970821,0.64768340,0.42857143
split_13+3,2012,1999-2011,2012-2014,no_fs,DAWCE_AUC,Old3/New3 w_new=0.95,0.95000000,0.23000000,0.71055117,0.84085123,0.26666667,0.20392157,0.53154594,0.70306227,0.30888031,0.54355401,0.23460411,0.12550282,0.08527322,0.09062109,0.69111969,0.45644599
split_13+3,2012,1999-2011,2012-2014,fs,New_under,New_under,1.00000000,0.07000000,0.66598824,0.81424054,0.24940048,0.20472441,0.48455319,0.64865262,0.25096525,0.45296167,0.24785510,0.13224822,0.06444499,0.07111296,0.74903475,0.54703833
split_13+3,2012,1999-2011,2012-2014,fs,New3_mean,New_under+New_over+New_hybrid,1.00000000,0.33000000,0.68358722,0.81541147,0.26650165,0.19278882,0.53353082,0.64856619,0.31177606,0.45644599,0.23270893,0.12220149,0.08698848,0.07844935,0.68822394,0.54355401
split_13+3,2012,1999-2011,2012-2014,fs,Equal6,Old3/New3 equal weight,0.50000000,0.41000000,0.70242849,0.81269373,0.27738599,0.20068611,0.51598021,0.61787374,0.28474903,0.40766551,0.27039413,0.13310580,0.06501674,0.06352647,0.71525097,0.59233449
split_13+3,2012,1999-2011,2012-2014,fs,ValBestSingle_F1,New_hybrid,,0.77000000,0.68610516,0.81063132,0.27554180,0.21136590,0.49432267,0.59207725,0.25772201,0.36933798,0.29600887,0.14804469,0.05186637,0.05085452,0.74227799,0.63066202
split_13+3,2012,1999-2011,2012-2014,fs,ValBestSingle_AUC,New_hybrid,,0.77000000,0.68610516,0.81063132,0.27554180,0.21136590,0.49432267,0.59207725,0.25772201,0.36933798,0.29600887,0.14804469,0.05186637,0.05085452,0.74227799,0.63066202
split_13+3,2012,1999-2011,2012-2014,fs,DAWCE_F1,Old3/New3 w_new=0.45,0.45000000,0.40000000,0.70120993,0.80901828,0.27826855,0.19273302,0.53045241,0.62826439,0.30405405,0.42508711,0.25651466,0.12461696,0.07457323,0.07144644,0.69594595,0.57491289
split_13+3,2012,1999-2011,2012-2014,fs,DAWCE_AUC,Old3/New3 w_new=0.65,0.65000000,0.27000000,0.70380719,0.81978873,0.27419355,0.16910230,0.59608133,0.70386500,0.41023166,0.56445993,0.20591085,0.09944751,0.13387242,0.12230096,0.58976834,0.43554007
split_14+2,2013,1999-2012,2013-2014,no_fs,New_under,New_under,1.00000000,0.05000000,0.70880163,0.84018602,0.25768823,0.23891403,0.47090538,0.65850336,0.23320537,0.45993031,0.28791469,0.16136919,0.04911334,0.05719050,0.76679463,0.54006969
split_14+2,2013,1999-2012,2013-2014,no_fs,New3_mean,New_under+New_over+New_hybrid,1.00000000,0.17000000,0.71149586,0.83004911,0.28625954,0.16515837,0.56965352,0.67237871,0.35988484,0.50871080,0.23764259,0.09858204,0.09830841,0.11129637,0.64011516,0.49128920
split_14+2,2013,1999-2012,2013-2014,no_fs,Equal6,Old3/New3 equal weight,0.50000000,0.35000000,0.70744369,0.82588390,0.29198473,0.19123506,0.52508606,0.62334510,0.29366603,0.41811847,0.29032258,0.12396694,0.06112609,0.07069612,0.70633397,0.58188153
split_14+2,2013,1999-2012,2013-2014,no_fs,ValBestSingle_F1,New_hybrid,,0.36000000,0.70996347,0.82623102,0.28301887,0.18044164,0.55014303,0.67102946,0.33109405,0.49825784,0.24713467,0.11016949,0.08588706,0.09629012,0.66890595,0.50174216
