,AUC_mean,AUC_std,F1_mean,F1_std,G_Mean_mean,G_Mean_std,Recall_mean,Recall_std,Precision_mean,Precision_std,Type1_Error_mean,Type1_Error_std,Type2_Error_mean,Type2_Error_std
DES_KNORAE,0.6374301471288805,0.0,0.1640597844977407,0.0,0.32568073818544035,0.0,0.10890632210429164,0.0,0.3323943661971831,0.0,0.02606257216693243,0.0,0.8910936778957085,0.0
ensemble_all_6,0.6664633658933431,0.0005647339858039489,0.17577191974187054,0.0017715817642579759,0.3379126252089903,0.002541857128960971,0.1172127365020766,0.0018458698661744377,0.3513552279887138,0.0028218553782057747,0.025787650519601912,0.0007019929254304555,0.8827872634979235,0.0018458698661744932
ensemble_new_3,0.6668369861459196,0.00040522998030944696,0.19166829593172308,0.004257505419702372,0.3552567253239666,0.004538747055500624,0.12967235809875402,0.0033276892251628957,0.36728842260929184,0.004954638336738162,0.026612415461593444,0.0003061397901154666,0.870327641901246,0.003327689225162836
ensemble_old_3,0.6513787986667454,0.00040522517798708,0.186450081493875,0.0020687159211206876,0.3590031208757683,0.003206150942718642,0.13367174280879865,0.0025415646272663084,0.3082005966547254,0.002736527557664843,0.035758142262788443,0.0010918693578641494,0.8663282571912014,0.00254156462726631
retrain,0.6627870024894005,0.0006068227910802289,0.16616122794389449,0.004710531502747542,0.32420172050839663,0.005988518732153024,0.10752191970466081,0.00410161255990567,0.36586674973142114,0.004811353402471172,0.022213669104305275,0.001103802710721104,0.8924780802953393,0.004101612559905698
