model_id,old_years,new_year,train_years,validation_feature_year,test_feature_year,test_event_year,model_age_at_test,n_test,n_test_positive,AUC,PR_AUC,F1,G_Mean,Recall,Precision,Balanced_Accuracy,Cohen_Kappa,Type1_Error,Type2_Error,threshold,TP,FP,FN,TN,alerts,prevalence,seed,protocol_version
M2012,"2010,2011",2012,"2010,2011,2012",2013,2015,2016,3,3354,33,0.881078171051,0.164367654662,0.166666666667,0.42427761794,0.181818181818,0.153846153846,0.585940707892,0.157688540646,0.00993676603433,0.818181818182,0.08,6,33,27,3288,39,0.00983899821109,42,study3b_sliding_old2_new1_fifo3_aging_v1_exploratory
M2012,"2010,2011",2012,"2010,2011,2012",2013,2016,2017,4,3191,29,0.834107614125,0.14703722943,0.2,0.41417552323,0.172413793103,0.238095238095,0.583676852276,0.193845842912,0.00506008855155,0.827586206897,0.08,5,16,24,3146,21,0.00908806016923,42,study3b_sliding_old2_new1_fifo3_aging_v1_exploratory
M2012,"2010,2011",2012,"2010,2011,2012",2013,2017,2018,5,3014,21,0.864875184955,0.140884268602,0.181818181818,0.485580341306,0.238095238095,0.147058823529,0.61420298156,0.174708838885,0.00968927497494,0.761904761905,0.08,5,29,16,2964,34,0.00696748506967,42,study3b_sliding_old2_new1_fifo3_aging_v1_exploratory
M2012,"2010,2011",2012,"2010,2011,2012",2013,2018,2019,6,2723,36,0.864253814663,0.181055491661,0.25,0.469646854265,0.222222222222,0.285714285714,0.607389488484,0.24122236671,0.00744324525493,0.777777777778,0.08,8,20,28,2667,28,0.0132207124495,42,study3b_sliding_old2_new1_fifo3_aging_v1_exploratory
M2013,"2011,2012",2013,"2011,2012,2013",2014,2015,2016,2,3354,33,0.894728677927,0.152552626603,0.276923076923,0.520421431112,0.272727272727,0.28125,0.632900823958,0.269849651224,0.0069256248118,0.727272727273,0.07,9,23,24,3298,32,0.00983899821109,42,study3b_sliding_old2_new1_fifo3_aging_v1_exploratory
M2013,"2011,2012",2013,"2011,2012,2013",2014,2016,2017,3,3191,29,0.880662609872,0.348347220966,0.372881355932,0.614028601864,0.379310344828,0.366666666667,0.686650744836,0.367031399943,0.00600885515497,0.620689655172,0.07,11,19,18,3143,30,0.00908806016923,42,study3b_sliding_old2_new1_fifo3_aging_v1_exploratory
M2013,"2011,2012",2013,"2011,2012,2013",2014,2017,2018,4,3014,21,0.86540021956,0.125554209687,0.2,0.485989733792,0.238095238095,0.172413793103,0.615038263886,0.19348148941,0.00801871032409,0.761904761905,0.07,5,24,16,2969,29,0.00696748506967,42,study3b_sliding_old2_new1_fifo3_aging_v1_exploratory
M2013,"2011,2012",2013,"2011,2012,2013",2014,2018,2019,5,2723,36,0.807550758798,0.202325852857,0.268656716418,0.497948900546,0.25,0.290322580645,0.62090621511,0.259598577208,0.00818756978042,0.75,0.07,9,22,27,2665,31,0.0132207124495,42,study3b_sliding_old2_new1_fifo3_aging_v1_exploratory
M2014,"2012,2013",2014,"2012,2013,2014",2015,2016,2017,2,3191,29,0.84677964623,0.132425981888,0.227272727273,0.414570289505,0.172413793103,0.333333333333,0.584625618879,0.222454742213,0.00316255534472,0.827586206897,0.2,5,10,24,3152,15,0.00908806016923,42,study3b_sliding_old2_new1_fifo3_aging_v1_exploratory
M2014,"2012,2013",2014,"2012,2013,2014",2015,2017,2018,3,3014,21,0.882583170254,0.111236665414,0.176470588235,0.377332530629,0.142857142857,0.230769230769,0.569758006778,0.172059256352,0.0033411293017,0.857142857143,0.2,3,10,18,2983,13,0.00696748506967,42,study3b_sliding_old2_new1_fifo3_aging_v1_exploratory
M2014,"2012,2013",2014,"2012,2013,2014",2015,2018,2019,4,2723,36,0.839060497043,0.137515417445,0.156862745098,0.332650336124,0.111111111111,0.266666666667,0.55350866311,0.150254367058,0.00409378489021,0.888888888889,0.2,4,11,32,2676,15,0.0132207124495,42,study3b_sliding_old2_new1_fifo3_aging_v1_exploratory
M2015,"2013,2014",2015,"2013,2014,2015",2016,2017,2018,2,3014,21,0.864588802444,0.111146973881,0.0689655172414,0.217962557891,0.047619047619,0.125,0.522640128554,0.0653726886413,0.00233879051119,0.952380952381,0.14,1,7,20,2986,8,0.00696748506967,42,study3b_sliding_old2_new1_fifo3_aging_v1_exploratory
M2015,"2013,2014",2015,"2013,2014,2015",2016,2018,2019,3,2723,36,0.814683868833,0.14719202705,0.166666666667,0.332836747086,0.111111111111,0.333333333333,0.554066906505,0.16112138016,0.00297729810197,0.888888888889,0.14,4,8,32,2679,12,0.0132207124495,42,study3b_sliding_old2_new1_fifo3_aging_v1_exploratory
M2016,"2014,2015",2016,"2014,2015,2016",2017,2018,2019,2,2723,36,0.855109994624,0.206305609369,0.310344827586,0.49878900614,0.25,0.409090909091,0.622580945292,0.303357850975,0.00483810941571,0.75,0.07,9,13,27,2674,22,0.0132207124495,42,study3b_sliding_old2_new1_fifo3_aging_v1_exploratory
