method,n_predictions,AUC,PR_AUC,F1,G_Mean,Recall,Precision,Balanced_Accuracy,Cohen_Kappa,Type1_Error,Type2_Error,Recall_at_5pctFPR,Precision_at_5pctFPR,Realized_FPR_at_5pctFPR,Alerts_at_5pctFPR,seed,protocol_version
B_model_FIFO3_equal,33636,0.857592124253,0.121487045644,0.191653786708,0.461116688942,0.214532871972,0.173184357542,0.60282825564,0.183894017546,0.00887636069212,0.785467128028,0.401384083045,0.0762656147272,0.0421327255825,1521,42,study3_ab_fair_event_target_v1_financial18_exploratory
B_data_equal,33636,0.852869423882,0.120160229605,0.176470588235,0.406274500087,0.166089965398,0.188235294118,0.579941255227,0.169783203789,0.00620745494347,0.833910034602,0.359861591696,0.0735502121641,0.0392838936036,1414,42,study3_ab_fair_event_target_v1_financial18_exploratory
A_validation_boundary_equal,33636,0.84219162185,0.105638626946,0.174061433447,0.418531682242,0.176470588235,0.171717171717,0.584546806398,0.166804902802,0.00737697544007,0.823529411765,0.38062283737,0.0765483646486,0.0397936845893,1437,42,study3_ab_fair_event_target_v1_financial18_exploratory
Recent5y,33636,0.835629346985,0.104993173963,0.174917491749,0.426543247486,0.18339100346,0.167192429022,0.587737124665,0.167433573645,0.00791675413081,0.81660899654,0.359861591696,0.078967350038,0.0363750862147,1317,42,study3_ab_fair_event_target_v1_financial18_exploratory
Recent3y,33636,0.845029973697,0.096580165906,0.165631469979,0.371172628567,0.138408304498,0.20618556701,0.566895098961,0.159832592623,0.0046181065763,0.861591695502,0.391003460208,0.0735677083333,0.0426725042732,1536,42,study3_ab_fair_event_target_v1_financial18_exploratory
Recent1y,33636,0.786134328524,0.074334796591,0.129523809524,0.341956736786,0.117647058824,0.14406779661,0.555794771203,0.122747380909,0.00605751641827,0.882352941176,0.339100346021,0.0684835779175,0.0399736108196,1431,42,study3_ab_fair_event_target_v1_financial18_exploratory
FullHistory,33636,0.815447102674,0.0572254016682,0.102156640182,0.391350481599,0.155709342561,0.0760135135135,0.569653033952,0.0916681289974,0.0164032746574,0.844290657439,0.335640138408,0.0638157894737,0.0426725042732,1520,42,study3_ab_fair_event_target_v1_financial18_exploratory
