old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.0641,0.0670,0.0621,0.0477,0.0602
2yr,0.0871,0.0886,0.0964,0.0911,0.0908
3yr,0.0813,0.0482,0.1007,0.1124,0.0857
avg,0.0775,0.0679,0.0864,0.0837,0.0789
