new_years,none,undersampling,oversampling,hybrid,avg
1yr,0.3716,0.3960,0.4243,0.3388,0.3827
2yr,0.3553,0.2735,0.3693,0.3888,0.3467
3yr,0.3691,0.3807,0.3236,0.3697,0.3608
avg,0.3653,0.3501,0.3724,0.3658,0.3634
