old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.5354,0.5389,0.5255,0.5108,0.5276
2yr,0.5645,0.5679,0.6010,0.5539,0.5718
3yr,0.5690,0.5716,0.5972,0.6186,0.5891
avg,0.5563,0.5594,0.5746,0.5611,0.5629
