old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.8908,0.8891,0.9225,0.9366,0.9098
2yr,0.7887,0.8644,0.8680,0.8979,0.8548
3yr,0.9032,0.9613,0.8275,0.7835,0.8688
avg,0.8609,0.9049,0.8727,0.8727,0.8778
