old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.1092,0.1109,0.0775,0.0634,0.0902
2yr,0.2113,0.1356,0.1320,0.1021,0.1452
3yr,0.0968,0.0387,0.1725,0.2165,0.1312
avg,0.1391,0.0951,0.1273,0.1273,0.1222
