new_years,none,undersampling,oversampling,hybrid,avg
1yr,0.1532,0.1743,0.2042,0.1232,0.1637
2yr,0.1391,0.0775,0.1496,0.1655,0.1329
3yr,0.1496,0.1620,0.1109,0.1479,0.1426
avg,0.1473,0.1379,0.1549,0.1455,0.1464
