new_years,none,undersampling,oversampling,hybrid,avg
1yr,0.0831,0.0931,0.0963,0.0853,0.0894
2yr,0.0793,0.0789,0.0874,0.0977,0.0858
3yr,0.0867,0.0839,0.0872,0.0956,0.0883
avg,0.0830,0.0853,0.0903,0.0929,0.0879
