old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.3153,0.3184,0.2705,0.2438,0.2870
2yr,0.4258,0.3541,0.3518,0.3124,0.3610
3yr,0.3033,0.1946,0.3967,0.4408,0.3339
avg,0.3481,0.2891,0.3397,0.3323,0.3273
