old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.0894,0.0857,0.0552,0.0620,0.0731
2yr,0.1417,0.0750,0.0626,0.0444,0.0809
3yr,0.0500,0.0221,0.0878,0.1026,0.0656
avg,0.0937,0.0609,0.0685,0.0697,0.0732
