new_years,none,undersampling,oversampling,hybrid,avg
1yr,0.5754,0.5860,0.6060,0.5983,0.5914
2yr,0.5607,0.5691,0.6029,0.6062,0.5847
3yr,0.5451,0.5403,0.5493,0.5574,0.5480
avg,0.5604,0.5652,0.5861,0.5873,0.5747
