new_years,none,undersampling,oversampling,hybrid,avg
1yr,0.8468,0.8257,0.7958,0.8768,0.8363
2yr,0.8609,0.9225,0.8504,0.8345,0.8671
3yr,0.8504,0.8380,0.8891,0.8521,0.8574
avg,0.8527,0.8621,0.8451,0.8545,0.8536
