new_years,none,undersampling,oversampling,hybrid,avg
1yr,0.0570,0.0635,0.0630,0.0652,0.0622
2yr,0.0555,0.0804,0.0617,0.0693,0.0667
3yr,0.0610,0.0567,0.0718,0.0706,0.0650
avg,0.0578,0.0669,0.0655,0.0684,0.0646
