method,n_predictions,AUC,PR_AUC,F1,G_Mean,Recall,Precision,Balanced_Accuracy,Cohen_Kappa,Type1_Error,Type2_Error,Recall_at_5pctFPR,Precision_at_5pctFPR,Realized_FPR_at_5pctFPR,Alerts_at_5pctFPR,seed,protocol_version,imbalance_method
B_model_FIFO5_equal,33636,0.862615428021,0.124804769715,0.164556962025,0.422327649772,0.179930795848,0.151603498542,0.58560218684,0.156692180486,0.00872642216691,0.820069204152,0.42214532872,0.0806345009914,0.0417128977119,1513,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
B_data_equal,33636,0.852869423882,0.120160229605,0.176470588235,0.406274500087,0.166089965398,0.188235294118,0.579941255227,0.169783203789,0.00620745494347,0.833910034602,0.359861591696,0.0735502121641,0.0392838936036,1414,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
Recent3y,33636,0.845029973697,0.096580165906,0.165631469979,0.371172628567,0.138408304498,0.20618556701,0.566895098961,0.159832592623,0.0046181065763,0.861591695502,0.391003460208,0.0735677083333,0.0426725042732,1536,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
