method,n_predictions,AUC,PR_AUC,F1,G_Mean,Recall,Precision,Balanced_Accuracy,Cohen_Kappa,Type1_Error,Type2_Error,Recall_at_5pctFPR,Precision_at_5pctFPR,Realized_FPR_at_5pctFPR,Alerts_at_5pctFPR,seed,protocol_version,imbalance_method
B_data_equal,33636,0.852869423882,0.120160229605,0.176470588235,0.406274500087,0.166089965398,0.188235294118,0.579941255227,0.169783203789,0.00620745494347,0.833910034602,0.359861591696,0.0735502121641,0.0392838936036,1414,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
B_model_FIFO3_equal,33636,0.857141063513,0.110621093659,0.167209554832,0.511860962635,0.266435986159,0.121835443038,0.624896404931,0.157272258673,0.0166431762977,0.733564013841,0.415224913495,0.0749063670412,0.0444417788707,1602,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
Recent5y,33636,0.835629346985,0.104993173963,0.174917491749,0.426543247486,0.18339100346,0.167192429022,0.587737124665,0.167433573645,0.00791675413081,0.81660899654,0.359861591696,0.078967350038,0.0363750862147,1317,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
