test_feature_year,test_event_year,validation_feature_year,validation_event_year,method,n_validation,n_validation_positive,n_test,n_test_positive,prevalence,f1_threshold_from_validation,fpr5_threshold_from_validation,validation_AUC,validation_PR_AUC,validation_F1,validation_G_Mean,validation_Recall,validation_Precision,validation_Balanced_Accuracy,validation_Cohen_Kappa,validation_Type1_Error,validation_Type2_Error,validation_Recall_at_5pctFPR,validation_Precision_at_5pctFPR,validation_Realized_FPR_at_5pctFPR,validation_Alerts_at_5pctFPR,AUC,PR_AUC,F1,G_Mean,Recall,Precision,Balanced_Accuracy,Cohen_Kappa,Type1_Error,Type2_Error,Recall_at_5pctFPR,Precision_at_5pctFPR,Realized_FPR_at_5pctFPR,Alerts_at_5pctFPR,seed,protocol_version,imbalance_method
2009,2010,2008,2009,Recent5y,3857,58,3743,23,0.00614480363345,0.05,0.036745171994,0.838718900618,0.0796910902572,0.162679425837,0.531756499207,0.293103448276,0.112582781457,0.62891550408,0.144081197367,0.0352724401158,0.706896551724,0.344827586207,0.108108108108,0.0434324822322,185,0.783204768583,0.0259507152167,0.043956043956,0.292256299745,0.0869565217391,0.0294117647059,0.534607293128,0.0350948931064,0.0177419354839,0.913043478261,0.173913043478,0.0470588235294,0.0217741935484,85,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2009,2010,2008,2009,B_data_equal,3857,58,3743,23,0.00614480363345,0.14,0.0321357958019,0.829887175391,0.108927191924,0.228571428571,0.520643370458,0.275862068966,0.19512195122,0.629244538036,0.214738683578,0.0173729928929,0.724137931034,0.431034482759,0.116822429907,0.0497499341932,214,0.789399251987,0.0844617741085,0.08,0.293891368557,0.0869565217391,0.0740740740741,0.540118045816,0.073853734105,0.00672043010753,0.913043478261,0.260869565217,0.0576923076923,0.0263440860215,104,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2009,2010,2008,2009,B_model_FIFO3_equal,3857,58,3743,23,0.00614480363345,0.02,0.0191107206047,0.838265060678,0.0822831240879,0.15873015873,0.573614815276,0.344827586207,0.103092783505,0.649513029745,0.138790470373,0.0458015267176,0.655172413793,0.362068965517,0.105527638191,0.0468544353777,199,0.780691912108,0.0451874433809,0.0597014925373,0.410987476619,0.173913043478,0.036036036036,0.572574801309,0.0500306170134,0.0287634408602,0.826086956522,0.173913043478,0.0353982300885,0.0293010752688,113,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2010,2011,2009,2010,Recent5y,3743,23,3625,35,0.00965517241379,0.25,0.0327208414674,0.785472183263,0.122058954642,0.214285714286,0.361060460839,0.130434782609,0.6,0.5649485741,0.212557614703,0.000537634408602,0.869565217391,0.217391304348,0.0510204081633,0.025,98,0.833927576602,0.0487438225127,0.047619047619,0.16888954047,0.0285714285714,0.142857142857,0.51345005969,0.0445440168687,0.0016713091922,0.971428571429,0.114285714286,0.0645161290323,0.0161559888579,62,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2010,2011,2009,2010,B_data_equal,3743,23,3625,35,0.00965517241379,0.11,0.0325883105397,0.837575970079,0.0820942132491,0.16,0.415737627189,0.173913043478,0.148148148148,0.58386512389,0.154388192009,0.00618279569892,0.826086956522,0.347826086957,0.0909090909091,0.0215053763441,88,0.861352964584,0.110937613362,0.117647058824,0.292239456134,0.0857142857143,0.1875,0.541046557899,0.112269053903,0.00362116991643,0.914285714286,0.142857142857,0.0980392156863,0.0128133704735,51,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2010,2011,2009,2010,B_model_FIFO3_equal,3743,23,3625,35,0.00965517241379,0.13,0.0150625705719,0.802734922861,0.0534506828427,0.186046511628,0.416131025505,0.173913043478,0.2,0.584805984105,0.181367127208,0.00430107526882,0.826086956522,0.347826086957,0.0444444444444,0.0462365591398,180,0.829844807004,0.0497554895888,0.0454545454545,0.168842410697,0.0285714285714,0.111111111111,0.513171508158,0.0416692893561,0.00222841225627,0.971428571429,0.2,0.0598290598291,0.0306406685237,117,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2011,2012,2010,2011,Recent5y,3625,35,3513,25,0.00711642470823,0.04,0.0068590240553,0.808531635495,0.086662777944,0.13698630137,0.376223299849,0.142857142857,0.131578947368,0.56683247115,0.128223235928,0.0091922005571,0.857142857143,0.228571428571,0.045197740113,0.0470752089136,177,0.897041284404,0.14947760698,0.213333333333,0.562269320691,0.32,0.16,0.653979357798,0.205797490181,0.0120412844037,0.68,0.56,0.0707070707071,0.052752293578,198,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2011,2012,2010,2011,B_data_equal,3625,35,3513,25,0.00711642470823,0.06,0.00666876742616,0.780270592917,0.0493706534595,0.11320754717,0.292157745114,0.0857142857143,0.166666666667,0.540768006367,0.107353364944,0.0041782729805,0.914285714286,0.257142857143,0.0661764705882,0.0353760445682,136,0.880194954128,0.120925048483,0.130434782609,0.345515171801,0.12,0.142857142857,0.557419724771,0.124747738994,0.00516055045872,0.88,0.36,0.0576923076923,0.0421444954128,156,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2011,2012,2010,2011,B_model_FIFO3_equal,3625,35,3513,25,0.00711642470823,0.02,0.0109614850953,0.838352566653,0.062952190583,0.119402985075,0.471993174426,0.228571428571,0.0808080808081,0.601611619578,0.106658034334,0.025348189415,0.771428571429,0.285714285714,0.0613496932515,0.0426183844011,163,0.893061926606,0.108915117675,0.151724137931,0.65287824286,0.44,0.0916666666667,0.704375,0.141613278107,0.03125,0.56,0.52,0.0663265306122,0.0524655963303,196,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2012,2013,2011,2012,Recent5y,3513,25,3485,26,0.00746054519369,0.13,0.0113925961778,0.896823394495,0.138121286052,0.186046511628,0.399196440572,0.16,0.222222222222,0.577993119266,0.18116796196,0.00401376146789,0.84,0.44,0.0696202531646,0.0421444954128,158,0.899159383548,0.164972301394,0.177777777778,0.391380886007,0.153846153846,0.210526315789,0.574754820201,0.172564923606,0.00433651344319,0.846153846154,0.5,0.077380952381,0.044810638913,168,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
