old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.5173,0.3687,0.5307,0.8293,0.5615
2yr,0.3535,0.4845,0.3567,0.6341,0.4572
3yr,0.4684,0.4278,0.5524,0.4975,0.4865
4yr,0.4541,0.3683,0.5219,0.4762,0.4551
5yr,0.4785,0.4693,0.4259,0.4952,0.4672
6yr,0.4665,0.4019,0.4785,0.5210,0.4670
7yr,0.4938,0.4675,0.4749,0.5104,0.4866
avg,0.4617,0.4269,0.4773,0.5662,0.4830
