old_years,none,undersampling,oversampling,hybrid,avg
2yr,0.4389,0.4414,0.4345,0.4595,0.4436
4yr,0.5626,0.5828,0.5572,0.5799,0.5706
6yr,0.5725,0.5768,0.5660,0.6008,0.5790
8yr,0.5325,0.5398,0.4987,0.5678,0.5347
10yr,0.5891,0.5270,0.5490,0.5090,0.5435
12yr,0.6191,0.6117,0.5656,0.5933,0.5974
14yr,0.5007,0.5285,0.4696,0.4839,0.4957
avg,0.5451,0.5440,0.5201,0.5420,0.5378
