split,method,sampling,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error
split_6+10,Old,none,0.572452,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_6+10,Old,undersampling,0.576765,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_6+10,Old,oversampling,0.565963,0.040816,0.165530,0.028169,0.074074,0.027293,0.971831
split_6+10,Old,hybrid,0.600783,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_6+10,Old+New,none,0.514584,0.000000,0.000000,0.000000,0.000000,0.002183,1.000000
split_6+10,Old+New,undersampling,0.586168,0.000000,0.000000,0.000000,0.000000,0.001092,1.000000
split_6+10,Old+New,oversampling,0.586414,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_6+10,Old+New,hybrid,0.597907,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_6+10,New,none,0.584015,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_6+10,New,undersampling,0.558076,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_6+10,New,oversampling,0.583977,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_6+10,New,hybrid,0.583131,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_8+8,Old,none,0.532544,0.126144,0.250837,0.873239,0.067982,0.927948,0.126761
split_8+8,Old,undersampling,0.539793,0.122490,0.220846,0.859155,0.065946,0.943231,0.140845
split_8+8,Old,oversampling,0.498678,0.124224,0.273364,0.845070,0.067039,0.911572,0.154930
split_8+8,Old,hybrid,0.567824,0.133333,0.497008,0.633803,0.074503,0.610262,0.366197
split_8+8,Old+New,none,0.587982,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_8+8,Old+New,undersampling,0.578049,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_8+8,Old+New,oversampling,0.599545,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_8+8,Old+New,hybrid,0.548066,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_8+8,New,none,0.606141,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_8+8,New,undersampling,0.568777,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_8+8,New,oversampling,0.578633,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_8+8,New,hybrid,0.571822,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_10+6,Old,none,0.589120,0.132924,0.271954,0.915493,0.071665,0.919214,0.084507
split_10+6,Old,undersampling,0.527008,0.130261,0.232315,0.915493,0.070119,0.941048,0.084507
split_10+6,Old,oversampling,0.548996,0.140000,0.526352,0.591549,0.079395,0.531659,0.408451
split_10+6,Old,hybrid,0.509026,0.116788,0.481403,0.450704,0.067086,0.485808,0.549296
split_10+6,Old+New,none,0.562004,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_10+6,Old+New,undersampling,0.599660,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_10+6,Old+New,oversampling,0.561766,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_10+6,Old+New,hybrid,0.619603,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_10+6,New,none,0.600106,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_10+6,New,undersampling,0.591096,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_10+6,New,oversampling,0.596846,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_10+6,New,hybrid,0.611823,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_12+4,Old,none,0.619142,0.126761,0.232910,0.887324,0.068256,0.938865,0.112676
split_12+4,Old,undersampling,0.611707,0.131775,0.320871,0.873239,0.071264,0.882096,0.126761
split_12+4,Old,oversampling,0.565579,0.143511,0.523349,0.661972,0.080479,0.586245,0.338028
split_12+4,Old,hybrid,0.593271,0.142442,0.512048,0.690141,0.079417,0.620087,0.309859
split_12+4,Old+New,none,0.617965,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_12+4,Old+New,undersampling,0.637086,0.000000,0.000000,0.000000,0.000000,0.001092,1.000000
split_12+4,Old+New,oversampling,0.627214,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_12+4,Old+New,hybrid,0.632350,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_12+4,New,none,0.593986,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_12+4,New,undersampling,0.555369,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_12+4,New,oversampling,0.542999,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_12+4,New,hybrid,0.583431,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_14+2,Old,none,0.500723,0.000000,0.000000,0.000000,0.000000,0.020742,1.000000
split_14+2,Old,undersampling,0.528492,0.023256,0.117768,0.014085,0.066667,0.015284,0.985915
split_14+2,Old,oversampling,0.469617,0.000000,0.000000,0.000000,0.000000,0.002183,1.000000
split_14+2,Old,hybrid,0.483901,0.000000,0.000000,0.000000,0.000000,0.005459,1.000000
split_14+2,Old+New,none,0.600068,0.027778,0.118678,0.014085,1.000000,0.000000,0.985915
split_14+2,Old+New,undersampling,0.598130,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_14+2,Old+New,oversampling,0.643236,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_14+2,Old+New,hybrid,0.640122,0.081633,0.234357,0.056338,0.148148,0.025109,0.943662
split_14+2,New,none,0.592264,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_14+2,New,undersampling,0.596531,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_14+2,New,oversampling,0.600421,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_14+2,New,hybrid,0.599437,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
