split,method,sampling,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error
split_2+14,Old,none,0.438942,0.127090,0.358938,0.802817,0.069007,0.839520,0.197183
split_2+14,Old,undersampling,0.441394,0.130389,0.305655,0.873239,0.070455,0.893013,0.126761
split_2+14,Old,oversampling,0.434513,0.126268,0.366505,0.788732,0.068627,0.829694,0.211268
split_2+14,Old,hybrid,0.459530,0.121131,0.447176,0.633803,0.066964,0.684498,0.366197
split_2+14,Old+New,none,0.587198,0.141844,0.362794,0.140845,0.142857,0.065502,0.859155
split_2+14,Old+New,undersampling,0.599683,0.107692,0.304950,0.098592,0.118644,0.056769,0.901408
split_2+14,Old+New,oversampling,0.590312,0.047619,0.166825,0.028169,0.153846,0.012009,0.971831
split_2+14,Old+New,hybrid,0.590750,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_2+14,New,none,0.534366,0.000000,0.000000,0.000000,0.000000,0.004367,1.000000
split_2+14,New,undersampling,0.537610,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_2+14,New,oversampling,0.566471,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_2+14,New,hybrid,0.611415,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_4+12,Old,none,0.562565,0.141623,0.532033,0.577465,0.080709,0.509825,0.422535
split_4+12,Old,undersampling,0.582846,0.154696,0.560229,0.591549,0.088983,0.469432,0.408451
split_4+12,Old,oversampling,0.557184,0.138614,0.414725,0.197183,0.106870,0.127729,0.802817
split_4+12,Old,hybrid,0.579933,0.144928,0.428206,0.211268,0.110294,0.132096,0.788732
split_4+12,Old+New,none,0.598499,0.071429,0.204431,0.042254,0.230769,0.010917,0.957746
split_4+12,Old+New,undersampling,0.570269,0.027397,0.118613,0.014085,0.500000,0.001092,0.985915
split_4+12,Old+New,oversampling,0.648441,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_4+12,Old+New,hybrid,0.601767,0.024096,0.117963,0.014085,0.083333,0.012009,0.985915
split_4+12,New,none,0.544714,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_4+12,New,undersampling,0.526001,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_4+12,New,oversampling,0.575889,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
split_4+12,New,hybrid,0.596969,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
