old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.1198,0.1350,0.1286,0.1176,0.1252
2yr,0.1251,0.1254,0.1382,0.1418,0.1326
3yr,0.1402,0.1474,0.1641,0.1600,0.1529
4yr,0.1581,0.1491,0.1511,0.1741,0.1581
5yr,0.1668,0.1546,0.1705,0.1713,0.1658
6yr,0.1680,0.1607,0.1894,0.1742,0.1731
7yr,0.1658,0.1558,0.1817,0.1859,0.1723
avg,0.1491,0.1469,0.1605,0.1607,0.1543
