old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.4827,0.6313,0.4693,0.1707,0.4385
2yr,0.5136,0.5538,0.5288,0.4259,0.5055
3yr,0.5219,0.5570,0.5838,0.4905,0.5383
4yr,0.5468,0.5275,0.4647,0.5994,0.5346
5yr,0.6022,0.5025,0.5353,0.5150,0.5388
6yr,0.5695,0.5482,0.6650,0.5598,0.5856
7yr,0.5602,0.5187,0.6064,0.5842,0.5674
avg,0.5424,0.5484,0.5505,0.4779,0.5298
