old_years,none,undersampling,oversampling,hybrid,avg
2yr,0.0690,0.0705,0.0686,0.0670,0.0688
4yr,0.0807,0.0890,0.1069,0.1103,0.0967
6yr,0.0000,0.0000,0.0741,0.0000,0.0185
8yr,0.0680,0.0659,0.0670,0.0745,0.0689
10yr,0.0717,0.0701,0.0794,0.0671,0.0721
12yr,0.0683,0.0713,0.0805,0.0794,0.0749
14yr,0.0000,0.0667,0.0000,0.0000,0.0167
avg,0.0511,0.0619,0.0681,0.0569,0.0595
