new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.1736,0.1592,0.1605,0.2099,0.1758
6yr,0.1625,0.1587,0.1674,0.1852,0.1685
5yr,0.1740,0.1776,0.1755,0.1815,0.1772
4yr,0.1569,0.1551,0.1796,0.1777,0.1673
3yr,0.1604,0.1746,0.1680,0.1587,0.1654
2yr,0.1632,0.1491,0.1476,0.1535,0.1533
1yr,0.1505,0.1628,0.1746,0.1822,0.1675
avg,0.1630,0.1624,0.1676,0.1784,0.1679
