new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.4038,0.4665,0.5570,0.3627,0.4475
6yr,0.4236,0.4892,0.5132,0.4656,0.4729
5yr,0.3563,0.3766,0.4305,0.4149,0.3946
4yr,0.4329,0.4633,0.3659,0.4532,0.4288
3yr,0.3521,0.2898,0.3655,0.5210,0.3821
2yr,0.3272,0.3696,0.4956,0.5575,0.4375
1yr,0.3526,0.3083,0.2981,0.3581,0.3293
avg,0.3783,0.3948,0.4323,0.4476,0.4132
