old_years,none,undersampling,oversampling,hybrid,avg
2yr,0.8028,0.8732,0.7887,0.6338,0.7746
4yr,0.5775,0.5915,0.1972,0.2113,0.3944
6yr,0.0000,0.0000,0.0282,0.0000,0.0070
8yr,0.8732,0.8592,0.8451,0.6338,0.8028
10yr,0.9155,0.9155,0.5915,0.4507,0.7183
12yr,0.8873,0.8732,0.6620,0.6901,0.7782
14yr,0.0000,0.0141,0.0000,0.0000,0.0035
avg,0.5795,0.5895,0.4447,0.3742,0.4970
