old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.1946,0.1976,0.2070,0.2060,0.2013
2yr,0.1990,0.1958,0.2137,0.2274,0.2090
3yr,0.2168,0.2212,0.2354,0.2435,0.2292
4yr,0.2344,0.2267,0.2357,0.2427,0.2349
5yr,0.2351,0.2359,0.2495,0.2532,0.2434
6yr,0.2417,0.2370,0.2420,0.2497,0.2426
7yr,0.2408,0.2354,0.2487,0.2570,0.2454
avg,0.2232,0.2214,0.2331,0.2399,0.2294
