old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.5493,0.5670,0.5794,0.5922,0.5720
2yr,0.5585,0.5672,0.5973,0.6150,0.5845
3yr,0.5885,0.5944,0.6153,0.6277,0.6065
4yr,0.5938,0.6072,0.6220,0.6314,0.6136
5yr,0.6150,0.6101,0.6349,0.6417,0.6254
6yr,0.6211,0.6226,0.6337,0.6515,0.6322
7yr,0.6237,0.6224,0.6401,0.6505,0.6342
avg,0.5928,0.5987,0.6175,0.6300,0.6098
